trial,block,target_1,target_2,task_relevance,category,duration,SOA,SOA_lock,pitch,orientation,identity,stim_jit,session,onset_SOA,texture,vis_stim_time,time_of_resp_vis,has_repsonse_vis,trial_repsonse_vis,aud_stim_buff,aud_stim_time,aud_resp,trial_accuracy_aud,time_of_resp_aud,trial_first_button_press,trial_second_button_press,fix_time,JitOnset,trial_end,TargetScreenOnset,iRT_vis,iRT_aud,RT_vis,RT_aud
146,4,face_03,object_16,irrelevant,false_font,0.506666666666667,0.232,offset,high,center,false_font_14,0.553333333333333,1,0.738666666666667,144,180663.2527843,NaN,0,cr,1,180663.9814982,1100,1,180664.76107,1100,0,180663.7547776,NaN,180665.2419627,0,250,464,NaN,0.779571799997939
147,5,face_20,object_09,non-target,object,1,0.466,offset,low,right,object_18,0.873333333333333,1,1.466,248,180724.6622142,NaN,0,cr,2,180726.1184028,1100,0,180726.6286943,1100,0,180725.6592001,NaN,180726.6511556,180723.0144413,207,396,NaN,0.510291499987943
148,5,face_20,object_09,non-target,object,1,0.466,offset,low,left,object_17,0.873333333333333,1,1.466,227,180731.0159251,NaN,0,cr,2,180732.4722745,0,NaN,NaN,0,0,180732.0113112,NaN,180733.0052007,0,279,537,NaN,NaN
149,5,face_20,object_09,irrelevant,false_font,1.49333333333333,0,offset,high,right,false_font_15,0.513333333333333,1,1.49333333333333,185,180740.0079092,NaN,0,cr,1,180741.4913838,1100,1,180741.9933564,1100,0,180741.4988637,NaN,180741.9968356,0,255,262,NaN,0.501972600002773
150,5,face_20,object_09,non-target,object,1.49333333333333,0.466,onset,low,center,object_15,0.62,1,0.466,205,180745.4386494,NaN,0,cr,2,180745.8944104,1000,1,180746.5251218,1000,0,180746.9277821,NaN,180747.4275651,0,400,273,NaN,0.630711399979191
151,5,face_20,object_09,target,object,0.506666666666667,0,onset,high,center,object_09,0.54,1,0,199,180750.8571368,180751.8298127,1,hit,1,180750.8584715,1100,1,180752.1414396,1,1100,180751.3583161,NaN,180752.8460439,0,693,653,0.972675899975002,1.28296810001484
152,5,face_20,object_09,non-target,face,1.49333333333333,0.232,onset,low,right,face_04,0.62,1,0.232,114,180758.354784,NaN,0,cr,2,180758.5768997,1000,1,180759.1607006,1000,0,180759.8453616,NaN,180760.3437678,0,322,247,NaN,0.583800899999915
153,5,face_20,object_09,non-target,face,1.49333333333333,0.232,onset,high,left,face_14,0.513333333333333,1,0.232,104,180765.274152,NaN,0,cr,1,180765.4959787,1100,1,180766.0816977,1100,0,180766.7626712,NaN,180767.2634063,0,562,374,NaN,0.585718999995152
154,5,face_20,object_09,irrelevant,letter,1,0.116,onset,low,right,letter_13,0.966666666666667,1,0.116,63,180771.7050495,NaN,0,cr,2,180771.8109109,1000,1,180772.261569,1000,0,180772.7001193,NaN,180773.694246,0,200,231,NaN,0.450658099987777
155,5,face_20,object_09,irrelevant,false_font,1.49333333333333,0.116,onset,low,center,false_font_12,0.98,1,0.116,142,180776.845,NaN,0,cr,2,180776.9514488,1000,1,180777.3645221,1000,0,180778.333968,NaN,180778.8342263,0,207,340,NaN,0.413073299976531
156,5,face_20,object_09,irrelevant,letter,1,0.232,offset,low,right,letter_02,0.806666666666667,1,1.232,52,180782.202176,NaN,0,cr,2,180783.424397,1000,1,180783.9014679,1000,0,180783.1969345,NaN,180784.191148,0,312,294,NaN,0.477070900000399
157,5,face_20,object_09,irrelevant,false_font,1,0,offset,low,center,false_font_17,0.846666666666667,1,1,147,180787.7492289,NaN,0,cr,2,180788.7393377,1000,1,180789.1976719,1000,0,180788.7452663,NaN,180789.738211,0,308,386,NaN,0.458334199996898
158,5,face_20,object_09,target,face,1.49333333333333,0.232,offset,high,left,face_20,0.526666666666667,1,1.72533333333333,110,180793.0926159,180794.2456421,1,hit,1,180794.8079242,0,NaN,NaN,1,0,180794.5811771,NaN,180795.0816714,0,660,276,1.15302619998693,NaN
159,5,face_20,object_09,non-target,face,1,0,onset,high,center,face_18,1.18,1,0,88,180799.7418113,NaN,0,cr,1,180799.7431673,1100,1,180800.3173175,1100,0,180800.7369871,NaN,180801.731261,0,416,275,NaN,0.574150200001895
160,5,face_20,object_09,non-target,face,0.506666666666667,0.466,offset,high,center,face_19,0.753333333333333,1,0.972666666666667,89,180805.0112956,180805.8408734,1,fa,1,180805.9742205,1100,1,180806.6283816,1,1100,180805.5130219,NaN,180807.0002024,0,366,587,0.82957780000288,0.654161099984776
161,5,face_20,object_09,irrelevant,letter,1,0.466,offset,high,center,letter_10,0.633333333333333,1,1.466,20,180811.2157523,NaN,0,cr,1,180812.671745,1100,1,180813.141307,1100,0,180812.2110348,NaN,180813.2050014,0,296,437,NaN,0.469562000012957
162,5,face_20,object_09,irrelevant,letter,0.506666666666667,0.466,onset,low,right,letter_13,0.633333333333333,1,0.466,63,180817.1841086,NaN,0,cr,2,180817.6405133,1000,1,180818.1174839,1000,0,180817.6855743,NaN,180819.1735795,0,388,424,NaN,0.476970599993365
163,5,face_20,object_09,non-target,object,1.49333333333333,0,offset,high,right,object_20,0.593333333333333,1,1.49333333333333,250,180822.991649,NaN,0,cr,1,180824.474662,0,NaN,NaN,0,0,180824.4807149,NaN,180824.9807341,0,230,276,NaN,NaN
164,5,face_20,object_09,irrelevant,letter,1,0.466,offset,high,right,letter_08,0.726666666666667,1,1.466,58,180914.5875171,NaN,0,cr,1,180916.0436076,0,NaN,NaN,0,0,180915.600149,NaN,180916.5768358,0,214,356,NaN,NaN
165,5,face_20,object_09,non-target,object,1.49333333333333,0,offset,low,right,object_15,0.566666666666667,1,1.49333333333333,245,180923.3877126,NaN,0,cr,2,180924.8712518,0,NaN,NaN,0,0,180924.8782495,NaN,180925.3767518,0,276,376,NaN,NaN
166,5,face_20,object_09,non-target,face,1.49333333333333,0.116,offset,low,right,face_16,1.03333333333333,1,1.60933333333333,126,180929.116562,NaN,0,cr,2,180930.7157255,0,NaN,NaN,0,0,180930.6050169,NaN,180931.1055834,0,541,190,NaN,NaN
167,5,face_20,object_09,non-target,object,1,0.116,onset,low,center,object_12,0.5,1,0.116,202,180935.9590576,NaN,0,cr,2,180936.0648648,1000,1,180936.649103,1000,0,180936.9552965,NaN,180937.9481305,0,195,285,NaN,0.584238200011896
168,5,face_20,object_09,non-target,object,0.506666666666667,0.232,offset,high,center,object_01,0.606666666666667,1,0.738666666666667,191,180940.5549732,NaN,0,cr,1,180941.2836969,1100,1,180941.8014861,1100,0,180941.0567903,NaN,180942.5438755,0,251,259,NaN,0.517789200006519
169,5,face_20,object_09,irrelevant,false_font,0.506666666666667,0,offset,low,center,false_font_14,0.566666666666667,1,0.506666666666667,144,180945.6527033,NaN,0,cr,2,180946.1494782,1000,1,180946.5453182,1000,0,180946.1557325,NaN,180947.6416614,0,224,370,NaN,0.395839999982854
170,5,face_20,object_09,irrelevant,false_font,1.49333333333333,0.116,offset,high,left,false_font_08,0.513333333333333,1,1.60933333333333,158,180950.4846087,NaN,0,cr,1,180952.08397,0,NaN,NaN,0,0,180951.9731757,NaN,180952.4737032,0,251,237,NaN,NaN
171,5,face_20,object_09,irrelevant,false_font,1,0.116,onset,high,center,false_font_15,0.94,1,0.116,145,180955.5673102,NaN,0,cr,1,180955.6733479,0,NaN,NaN,0,0,180956.5621464,NaN,180957.5564155,0,263,34,NaN,NaN
172,5,face_20,object_09,non-target,face,1,0,onset,low,center,face_14,0.54,1,0,84,180963.5935185,NaN,0,cr,2,180963.5947507,1000,1,180964.3048965,1000,0,180964.5901626,NaN,180965.5824437,0,583,234,NaN,0.710145799996099
173,5,face_20,object_09,irrelevant,false_font,1.49333333333333,0.232,offset,high,right,false_font_06,0.753333333333333,1,1.72533333333333,176,180969.5847894,NaN,0,cr,1,180971.3000901,0,NaN,NaN,0,0,180971.0736453,NaN,180971.5740725,0,310,310,NaN,NaN
174,5,face_20,object_09,non-target,face,1,0.116,offset,low,right,face_07,0.606666666666667,1,1.116,117,180975.9185335,NaN,0,cr,2,180977.0246228,1000,1,180977.3809916,1000,0,180976.9143202,NaN,180977.9074861,0,498,243,NaN,0.356368799984921
175,5,face_20,object_09,target,face,1,0,onset,low,left,face_20,0.566666666666667,1,0,110,180981.3003873,180982.2409519,1,hit,2,180981.3017674,1100,0,180982.5891269,1,1100,180982.2954578,NaN,180983.2893132,0,581,617,0.940564599994104,1.28735950001283
176,5,face_20,object_09,irrelevant,letter,1.49333333333333,0.116,offset,high,center,letter_10,0.673333333333333,1,1.60933333333333,20,180988.5480739,NaN,0,cr,1,180990.1471709,0,NaN,NaN,0,0,180990.0378867,NaN,180990.5371959,0,216,557,NaN,NaN
177,5,face_20,object_09,irrelevant,letter,0.506666666666667,0,onset,high,right,letter_05,0.5,1,0,55,180994.3837436,NaN,0,cr,1,180994.3858743,1100,1,180995.1489464,1100,0,180994.8859219,NaN,180996.3731191,0,234,483,NaN,0.763072100002319
178,5,face_20,object_09,irrelevant,letter,0.506666666666667,0.116,onset,high,left,letter_18,0.566666666666667,1,0.116,48,180999.2742863,NaN,0,cr,1,180999.3802215,1100,1,181000.0249978,1100,0,180999.7757442,NaN,181001.2632108,0,339,227,NaN,0.644776300003286
179,5,face_20,object_09,irrelevant,false_font,1,0.466,offset,low,center,false_font_03,0.54,1,1.466,133,181004.084907,NaN,0,cr,2,181005.5410735,1000,1,181005.9563943,1000,0,181005.0801715,NaN,181006.0741852,0,248,379,NaN,0.415320800006157
180,5,face_20,object_09,non-target,object,1,0,onset,low,center,object_11,0.606666666666667,1,0,201,181009.6734873,NaN,0,cr,2,181009.674651,1000,1,181010.1049356,1000,0,181010.6690863,NaN,181011.6627316,0,216,200,NaN,0.430284599977313
181,5,face_20,object_09,non-target,face,1.49333333333333,0.466,onset,low,right,face_18,1.52666666666667,1,0.466,128,181014.0038964,NaN,0,cr,2,181014.4600288,1000,1,181014.8253546,1000,0,181015.4934888,NaN,181015.9930289,0,211,214,NaN,0.365325799997663
182,6,face_07,object_03,irrelevant,false_font,1.49333333333333,0.116,offset,high,right,false_font_12,0.673333333333333,1,1.60933333333333,182,181042.5695503,NaN,0,cr,1,181044.1689929,0,NaN,NaN,0,0,181044.0588891,NaN,181044.558489,181039.7344047,232,276,NaN,NaN
183,6,face_07,object_03,irrelevant,false_font,1.49333333333333,0.466,onset,low,left,false_font_09,0.553333333333333,1,0.466,159,181048.7020749,NaN,0,cr,2,181049.1579908,1000,1,181049.7241461,1000,0,181050.1905396,NaN,181050.691017,0,291,275,NaN,0.566155299980892
184,6,face_07,object_03,target,object,1.49333333333333,0.466,onset,high,center,object_03,1.1,1,0.466,193,181053.3747793,181054.1967838,1,hit,1,181053.8313009,1100,1,181054.6521054,1,1100,181054.8629484,NaN,181055.3636826,0,323,611,0.822004499990726,0.820804499991937
185,6,face_07,object_03,irrelevant,false_font,1.49333333333333,0.232,onset,high,center,false_font_18,0.74,1,0.232,148,181059.3947666,NaN,0,cr,1,181059.6165176,1100,1,181060.3999799,1100,0,181060.8834881,NaN,181061.3838549,0,206,514,NaN,0.783462299994426
186,6,face_07,object_03,non-target,face,1,0.466,onset,low,left,face_10,0.646666666666667,1,0.466,100,181065.0256632,NaN,0,cr,2,181065.4819068,1000,1,181066.060731,1000,0,181066.020436,NaN,181067.0145979,0,430,273,NaN,0.578824199998053
187,6,face_07,object_03,non-target,face,0.506666666666667,0.116,onset,low,left,face_01,0.7,1,0.116,91,181070.4205835,NaN,0,cr,2,181070.5263217,1000,1,181071.0802548,1000,0,181070.9227885,NaN,181072.4095609,0,229,341,NaN,0.553933100018185
188,6,face_07,object_03,irrelevant,false_font,1,0.232,offset,low,left,false_font_06,0.646666666666667,1,1.232,156,181076.3135681,NaN,0,cr,2,181077.5355633,1000,1,181078.1523565,1000,0,181077.3086836,NaN,181078.3028636,0,309,268,NaN,0.6167931999953
189,6,face_07,object_03,irrelevant,false_font,1,0.466,offset,low,left,false_font_14,0.54,1,1.466,164,181081.5406601,NaN,0,cr,2,181082.9966276,1000,1,181083.4401294,1000,0,181082.5358008,NaN,181083.5300835,0,241,381,NaN,0.443501800007652
190,6,face_07,object_03,irrelevant,letter,1.49333333333333,0.232,offset,high,center,letter_05,0.553333333333333,1,1.72533333333333,15,181087.3453434,NaN,0,cr,1,181089.0606867,0,NaN,NaN,0,0,181088.8333734,NaN,181089.3345991,0,292,269,NaN,NaN
191,6,face_07,object_03,target,object,0.506666666666667,0.116,offset,low,left,object_03,0.606666666666667,1,0.622666666666667,213,181092.6156933,181093.3209248,1,hit,2,181093.2288812,1000,1,181093.7922794,1,1000,181093.1174269,NaN,181094.6045993,0,274,477,0.70523150000372,0.563398199999938
192,6,face_07,object_03,non-target,face,0.506666666666667,0.232,offset,high,left,face_08,0.5,1,0.738666666666667,98,181097.7479965,NaN,0,cr,1,181098.4764901,1100,1,181098.9168447,1100,0,181098.2496781,NaN,181099.7372948,0,296,220,NaN,0.440354599995771
193,6,face_07,object_03,non-target,object,1,0.116,onset,high,center,object_12,0.846666666666667,1,0.116,202,181103.5059962,NaN,0,cr,1,181103.6119359,1100,1,181104.192139,1100,0,181104.5015064,NaN,181105.4949201,0,255,468,NaN,0.580203099991195
194,6,face_07,object_03,non-target,object,0.506666666666667,0,offset,low,right,object_14,0.593333333333333,1,0.506666666666667,244,181109.9319038,NaN,0,cr,2,181110.4283368,1000,1,181110.9847796,1000,0,181110.4347248,NaN,181111.9214941,0,262,440,NaN,0.556442800007062
195,6,face_07,object_03,non-target,object,1,0.466,offset,low,center,object_13,0.593333333333333,1,1.466,203,181115.2148055,NaN,0,cr,2,181116.6709439,1000,1,181117.0928159,1000,0,181116.2097059,NaN,181117.2040808,0,313,309,NaN,0.421871999977157
196,6,face_07,object_03,irrelevant,letter,1,0.466,offset,high,left,letter_03,0.606666666666667,1,1.466,33,181121.7672118,NaN,0,cr,1,181123.2229334,1100,1,181123.7163226,1100,0,181122.7626266,NaN,181123.7564008,0,226,329,NaN,0.493389200011734
197,6,face_07,object_03,irrelevant,false_font,1.49333333333333,0.466,offset,high,left,false_font_20,0.633333333333333,1,1.95933333333333,170,181127.4437582,NaN,0,cr,1,181129.3935123,0,NaN,NaN,0,0,181128.9317822,NaN,181129.4327303,0,284,302,NaN,NaN
198,6,face_07,object_03,non-target,object,1,0,offset,high,center,object_10,0.873333333333333,1,1,200,181133.3673781,181134.2686192,1,fa,1,181134.3577844,1100,1,181134.9238204,1,1100,181134.3654225,NaN,181135.3562788,0,560,390,0.901241100014886,0.566036000003805
199,6,face_07,object_03,non-target,object,1,0.466,onset,high,right,object_01,0.74,1,0.466,231,181139.8066809,NaN,0,cr,1,181140.2628025,1100,1,181140.8046339,1100,0,181140.8017921,NaN,181141.7957493,0,286,289,NaN,0.541831400012597
200,6,face_07,object_03,target,face,1,0.466,onset,high,center,face_07,0.66,1,0.466,77,181144.6489906,181145.9248722,1,hit,1,181145.1049553,1100,1,181146.2807228,1,1100,181145.6439072,NaN,181146.6378916,0,694,327,1.27588160001324,1.17576750001172
201,6,face_07,object_03,non-target,object,0.506666666666667,0.116,onset,high,right,object_05,0.553333333333333,1,0.116,235,181151.537563,NaN,0,cr,1,181151.6438409,1100,1,181152.1326867,1100,0,181152.040491,NaN,181153.5265066,0,234,281,NaN,0.488845799991395
202,6,face_07,object_03,irrelevant,letter,1.49333333333333,0.232,onset,high,left,letter_09,0.78,1,0.232,39,181156.7431999,NaN,0,cr,1,181156.9651275,1100,1,181157.4358887,1100,0,181158.2320015,NaN,181158.7323072,0,442,315,NaN,0.470761200005654
203,6,face_07,object_03,irrelevant,letter,1.49333333333333,0.466,onset,low,center,letter_10,0.553333333333333,1,0.466,20,181162.1214144,NaN,0,cr,2,181162.5774187,1000,1,181162.9848532,1000,0,181163.6102136,NaN,181164.1106391,0,322,380,NaN,0.40743449999718
204,6,face_07,object_03,non-target,face,1,0.466,onset,high,center,face_08,0.646666666666667,1,0.466,78,181167.1908794,NaN,0,cr,1,181167.6467182,1100,1,181168.0966422,1100,0,181168.1859785,NaN,181169.1798038,0,323,355,NaN,0.449923999985913
205,6,face_07,object_03,target,object,1,0.232,onset,high,center,object_03,1.03333333333333,1,0.232,193,181173.4440468,181174.0965582,1,hit,1,181173.6658781,1000,0,181174.628404,1,1000,181174.4391489,NaN,181175.4329457,0,345,382,0.652511399996001,0.962525899987668
206,6,face_07,object_03,irrelevant,letter,0.506666666666667,0.466,onset,high,center,letter_10,0.58,1,0.466,20,181179.06984,NaN,0,cr,1,181179.5256193,1100,1,181180.3039461,1100,0,181179.5717884,NaN,181181.0593017,0,332,252,NaN,0.778326800005743
207,6,face_07,object_03,target,object,1,0,offset,low,right,object_03,0.686666666666667,1,1,233,181184.5607688,181185.1204786,1,hit,2,181185.5505757,1000,1,181186.244744,1,1000,181185.5572308,NaN,181186.5496764,0,279,535,0.559709799999837,0.694168299989542
208,6,face_07,object_03,non-target,face,1.49333333333333,0,onset,high,center,face_11,0.58,1,0,81,181190.5400139,181191.2765236,1,fa,1,181190.5418735,1100,1,181191.4527272,1,1100,181192.0281744,NaN,181192.5289146,0,626,401,0.736509700014722,0.910853699984727
209,6,face_07,object_03,non-target,face,0.506666666666667,0.232,offset,low,left,face_18,0.566666666666667,1,0.738666666666667,108,181197.9700764,NaN,0,cr,2,181198.6988369,1000,1,181199.360628,1000,0,181198.4736464,NaN,181199.9595841,0,288,522,NaN,0.661791099992115
210,6,face_07,object_03,target,face,1,0.116,offset,low,center,face_07,0.793333333333333,1,1.116,77,181204.3792906,181205.2250797,1,hit,2,181205.4854884,1000,1,181205.9885432,1,1000,181205.3744965,NaN,181206.3682471,0,372,379,0.845789100014372,0.50305479997769
211,6,face_07,object_03,irrelevant,letter,1.49333333333333,0,offset,high,left,letter_08,0.606666666666667,1,1.49333333333333,38,181209.9275153,NaN,0,cr,1,181211.4107326,1100,1,181211.8683889,1100,0,181211.4165384,NaN,181211.9164754,0,221,297,NaN,0.457656300015515
212,6,face_07,object_03,non-target,face,0.506666666666667,0.466,offset,high,center,face_08,0.593333333333333,1,0.972666666666667,78,181214.8679699,NaN,0,cr,1,181215.8305893,1100,1,181216.5766097,1100,0,181215.3701523,NaN,181216.857115,0,268,517,NaN,0.74602039999445
213,6,face_07,object_03,non-target,object,0.506666666666667,0.116,onset,high,left,object_05,0.686666666666667,1,0.116,215,181220.4389163,NaN,0,cr,1,181220.5448257,1100,1,181221.0319496,1100,0,181220.9406743,NaN,181222.4282473,0,176,334,NaN,0.487123900005827
214,6,face_07,object_03,irrelevant,letter,1.49333333333333,0.232,onset,high,right,letter_11,0.993333333333333,1,0.232,61,181225.9240437,NaN,0,cr,1,181226.1459726,1000,0,181226.6843258,1000,0,181227.4129154,NaN,181227.9132322,0,269,480,NaN,0.538353199983248
215,6,face_07,object_03,non-target,face,1,0,onset,low,left,face_12,0.566666666666667,1,0,102,181231.9577902,NaN,0,cr,2,181231.9597338,1000,1,181232.5439484,1000,0,181232.953631,NaN,181233.9471182,0,407,379,NaN,0.584214600006817
216,6,face_07,object_03,non-target,object,1,0.116,offset,low,center,object_09,0.913333333333333,1,1.116,199,181236.8203544,181237.6359415,1,fa,2,181237.9261791,1000,1,181238.5565344,1,1000,181237.816465,NaN,181238.8093394,0,247,598,0.815587099990807,0.63035530000343
217,6,face_07,object_03,irrelevant,false_font,1,0,offset,low,right,false_font_01,0.62,1,1,171,181243.1586676,NaN,0,cr,2,181244.1489129,1000,1,181244.6723022,1000,0,181244.1553448,NaN,181245.1476174,0,276,542,NaN,0.523389299982227
218,6,face_07,object_03,irrelevant,letter,1.49333333333333,0,onset,high,center,letter_19,0.913333333333333,1,0,29,181250.0647206,NaN,0,cr,1,181250.0659235,1100,1,181250.6605028,1100,0,181251.553912,NaN,181252.0542012,0,282,336,NaN,0.594579299999168
219,6,face_07,object_03,irrelevant,false_font,1.49333333333333,0,onset,high,right,false_font_04,0.633333333333333,1,0,174,181255.7425963,NaN,0,cr,1,181255.744127,1100,1,181256.4080237,1100,0,181257.2326388,NaN,181257.7319727,0,328,544,NaN,0.663896699988982
220,7,letter_11,false_font_10,irrelevant,object,0.506666666666667,0.116,onset,low,center,object_01,0.566666666666667,1,0.116,191,181279.6491668,NaN,0,cr,2,181279.7550894,0,NaN,NaN,0,0,181280.1529612,NaN,NaN,181278.5575355,0,0,NaN,NaN
