block,target_1,target_2,category,orientation,identity,duration,stim_jit
3,face_20,object_18,letter,center,letter_19,1.49333333333333,0.226666666666667
3,face_20,object_18,letter,center,letter_04,1,0.346666666666667
3,face_20,object_18,false_font,center,false_font_13,1.49333333333333,0.533333333333333
3,face_20,object_18,object,left,object_11,1.49333333333333,0.533333333333333
3,face_20,object_18,false_font,left,false_font_19,1,0.24
3,face_20,object_18,false_font,center,false_font_08,1.49333333333333,0.293333333333333
3,face_20,object_18,face,center,face_16,1.49333333333333,0.373333333333333
3,face_20,object_18,object,center,object_04,1.49333333333333,0.333333333333333
3,face_20,object_18,object,center,object_16,1.49333333333333,0.613333333333333
3,face_20,object_18,false_font,right,false_font_14,1,0.36
3,face_20,object_18,face,left,face_14,1,0.24
3,face_20,object_18,false_font,right,false_font_16,1.49333333333333,0.6
3,face_20,object_18,object,center,object_06,1.49333333333333,0.226666666666667
3,face_20,object_18,face,center,face_17,1,0.4
3,face_20,object_18,letter,center,letter_10,1,0.586666666666667
3,face_20,object_18,letter,left,letter_18,0.506666666666667,0.253333333333333
3,face_20,object_18,face,right,face_15,1,0.413333333333333
4,face_02,object_04,false_font,center,false_font_03,1,0.64
4,face_02,object_04,face,left,face_02,1.49333333333333,0.52
4,face_02,object_04,object,center,object_12,0.506666666666667,0.346666666666667
4,face_02,object_04,object,right,object_16,1.49333333333333,0.213333333333333
4,face_02,object_04,letter,left,letter_06,1.49333333333333,0.253333333333333
4,face_02,object_04,face,left,face_07,1,0.986666666666667
4,face_02,object_04,face,left,face_09,1.49333333333333,0.36
4,face_02,object_04,false_font,center,false_font_05,1,0.386666666666667
4,face_02,object_04,false_font,center,false_font_17,0.506666666666667,0.226666666666667
4,face_02,object_04,false_font,right,false_font_12,0.506666666666667,0.253333333333333
4,face_02,object_04,letter,left,letter_11,1,0.373333333333333
4,face_02,object_04,face,center,face_15,0.506666666666667,0.346666666666667
4,face_02,object_04,object,center,object_11,1,0.56
4,face_02,object_04,letter,center,letter_07,0.506666666666667,0.226666666666667
4,face_02,object_04,object,center,object_18,1,0.266666666666667
4,face_02,object_04,face,right,face_02,1.49333333333333,0.546666666666667
4,face_02,object_04,false_font,center,false_font_04,1.49333333333333,0.213333333333333
4,face_02,object_04,letter,left,letter_11,0.506666666666667,0.373333333333333
4,face_02,object_04,face,left,face_01,0.506666666666667,0.413333333333333
4,face_02,object_04,face,left,face_16,0.506666666666667,0.413333333333333
4,face_02,object_04,false_font,center,false_font_18,0.506666666666667,0.386666666666667
4,face_02,object_04,face,center,face_07,0.506666666666667,0.28
4,face_02,object_04,face,right,face_10,1.49333333333333,0.213333333333333
4,face_02,object_04,false_font,center,false_font_17,1,0.266666666666667
4,face_02,object_04,false_font,center,false_font_07,1,0.6
4,face_02,object_04,letter,center,letter_11,1.49333333333333,0.333333333333333
4,face_02,object_04,object,center,object_07,0.506666666666667,0.226666666666667
4,face_02,object_04,letter,right,letter_20,1,0.213333333333333
4,face_02,object_04,face,center,face_15,1.49333333333333,0.386666666666667
4,face_02,object_04,object,left,object_03,0.506666666666667,0.226666666666667
4,face_02,object_04,object,left,object_04,1.49333333333333,0.453333333333333
4,face_02,object_04,object,center,object_07,0.506666666666667,0.24
4,face_02,object_04,letter,center,letter_02,1.49333333333333,0.266666666666667
4,face_02,object_04,object,left,object_13,1,0.293333333333333
4,face_02,object_04,letter,center,letter_12,1.49333333333333,0.266666666666667
4,face_02,object_04,face,center,face_02,1,0.586666666666667
5,face_08,object_17,letter,left,letter_19,1,0.466666666666667
5,face_08,object_17,face,center,face_19,1,0.533333333333333
5,face_08,object_17,object,center,object_06,1,0.306666666666667
5,face_08,object_17,face,right,face_03,1,0.24
5,face_08,object_17,false_font,center,false_font_08,1,0.28
5,face_08,object_17,false_font,center,false_font_09,1,0.24
5,face_08,object_17,letter,center,letter_12,1.49333333333333,0.253333333333333
5,face_08,object_17,object,center,object_08,1.49333333333333,0.253333333333333
5,face_08,object_17,face,center,face_08,0.506666666666667,0.626666666666667
5,face_08,object_17,false_font,center,false_font_19,0.506666666666667,0.346666666666667
5,face_08,object_17,face,left,face_12,0.506666666666667,1
5,face_08,object_17,object,left,object_04,1,0.253333333333333
5,face_08,object_17,face,center,face_13,0.506666666666667,0.213333333333333
5,face_08,object_17,face,left,face_16,0.506666666666667,0.32
5,face_08,object_17,face,center,face_14,0.506666666666667,0.2
5,face_08,object_17,false_font,right,false_font_02,1.49333333333333,0.333333333333333
5,face_08,object_17,object,center,object_02,0.506666666666667,0.306666666666667
5,face_08,object_17,face,center,face_12,1.49333333333333,0.626666666666667
5,face_08,object_17,object,center,object_17,1.49333333333333,0.626666666666667
5,face_08,object_17,letter,right,letter_05,1,0.826666666666667
5,face_08,object_17,letter,center,letter_06,0.506666666666667,0.533333333333333
5,face_08,object_17,false_font,right,false_font_08,1,0.626666666666667
5,face_08,object_17,letter,center,letter_07,1.49333333333333,0.466666666666667
5,face_08,object_17,object,right,object_11,0.506666666666667,0.44
5,face_08,object_17,false_font,center,false_font_14,0.506666666666667,0.426666666666667
5,face_08,object_17,object,right,object_14,1.49333333333333,0.226666666666667
5,face_08,object_17,object,right,object_13,0.506666666666667,0.293333333333333
5,face_08,object_17,letter,center,letter_17,1.49333333333333,0.266666666666667
5,face_08,object_17,face,center,face_09,0.506666666666667,0.826666666666667
5,face_08,object_17,letter,right,letter_19,1.49333333333333,0.266666666666667
5,face_08,object_17,letter,center,letter_01,0.506666666666667,0.84
5,face_08,object_17,false_font,right,false_font_08,0.506666666666667,0.266666666666667
5,face_08,object_17,object,left,object_08,1,0.306666666666667
5,face_08,object_17,false_font,left,false_font_11,0.506666666666667,0.626666666666667
5,face_08,object_17,face,left,face_08,1,0.28
6,face_11,object_02,letter,right,letter_20,1.49333333333333,0.36
6,face_11,object_02,letter,center,letter_05,0.506666666666667,0.2
6,face_11,object_02,object,center,object_02,1.49333333333333,0.266666666666667
6,face_11,object_02,letter,center,letter_20,0.506666666666667,1.24
6,face_11,object_02,face,right,face_13,0.506666666666667,0.266666666666667
6,face_11,object_02,object,center,object_17,1,0.32
6,face_11,object_02,face,center,face_01,0.506666666666667,0.213333333333333
6,face_11,object_02,face,center,face_14,1,0.226666666666667
6,face_11,object_02,false_font,left,false_font_07,0.506666666666667,0.266666666666667
6,face_11,object_02,false_font,center,false_font_11,1.49333333333333,0.253333333333333
6,face_11,object_02,face,center,face_16,0.506666666666667,0.306666666666667
6,face_11,object_02,letter,left,letter_04,1.49333333333333,0.253333333333333
6,face_11,object_02,object,center,object_03,0.506666666666667,1.05333333333333
6,face_11,object_02,face,center,face_05,1,0.293333333333333
6,face_11,object_02,object,center,object_05,1,0.466666666666667
6,face_11,object_02,false_font,center,false_font_02,0.506666666666667,0.453333333333333
6,face_11,object_02,face,center,face_14,1,0.413333333333333
6,face_11,object_02,false_font,center,false_font_06,1,1.33333333333333
6,face_11,object_02,letter,center,letter_14,1,0.56
6,face_11,object_02,letter,left,letter_18,0.506666666666667,0.28
6,face_11,object_02,object,left,object_06,0.506666666666667,0.573333333333333
6,face_11,object_02,face,left,face_20,0.506666666666667,0.28
6,face_11,object_02,object,right,object_02,1,0.28
6,face_11,object_02,object,left,object_20,1.49333333333333,0.266666666666667
6,face_11,object_02,letter,right,letter_08,0.506666666666667,0.226666666666667
6,face_11,object_02,object,center,object_02,1,0.213333333333333
6,face_11,object_02,object,center,object_05,1,0.493333333333333
6,face_11,object_02,false_font,right,false_font_06,1.49333333333333,0.426666666666667
6,face_11,object_02,object,center,object_19,0.506666666666667,0.4
6,face_11,object_02,false_font,center,false_font_01,1.49333333333333,0.213333333333333
6,face_11,object_02,face,left,face_13,0.506666666666667,0.28
6,face_11,object_02,false_font,left,false_font_17,0.506666666666667,0.226666666666667
6,face_11,object_02,object,center,object_09,0.506666666666667,0.226666666666667
6,face_11,object_02,object,center,object_02,1.49333333333333,0.386666666666667
6,face_11,object_02,face,center,face_11,1,0.293333333333333
6,face_11,object_02,letter,center,letter_14,1.49333333333333,0.786666666666667
6,face_11,object_02,false_font,center,false_font_04,1.49333333333333,0.32
7,letter_16,false_font_15,face,center,face_06,1.49333333333333,0.32
7,letter_16,false_font_15,letter,right,letter_16,1.49333333333333,0.48
7,letter_16,false_font_15,false_font,center,false_font_17,1.49333333333333,0.28
7,letter_16,false_font_15,face,left,face_10,1,0.893333333333333
7,letter_16,false_font_15,object,left,object_05,1,1.06666666666667
7,letter_16,false_font_15,face,left,face_09,0.506666666666667,0.64
7,letter_16,false_font_15,object,center,object_04,1,0.653333333333333
7,letter_16,false_font_15,letter,center,letter_09,0.506666666666667,0.213333333333333
7,letter_16,false_font_15,letter,center,letter_05,1,0.773333333333333
7,letter_16,false_font_15,false_font,right,false_font_13,1.49333333333333,0.52
7,letter_16,false_font_15,false_font,center,false_font_20,1.49333333333333,0.346666666666667
7,letter_16,false_font_15,false_font,center,false_font_14,1.49333333333333,0.226666666666667
7,letter_16,false_font_15,false_font,left,false_font_11,0.506666666666667,0.213333333333333
7,letter_16,false_font_15,letter,center,letter_12,1,0.266666666666667
7,letter_16,false_font_15,letter,left,letter_16,1,0.266666666666667
7,letter_16,false_font_15,object,center,object_03,1,0.453333333333333
7,letter_16,false_font_15,face,center,face_07,0.506666666666667,0.306666666666667
7,letter_16,false_font_15,object,right,object_06,0.506666666666667,0.226666666666667
7,letter_16,false_font_15,letter,right,letter_02,0.506666666666667,0.28
7,letter_16,false_font_15,false_font,center,false_font_02,1,0.533333333333333
7,letter_16,false_font_15,letter,center,letter_17,0.506666666666667,0.2
7,letter_16,false_font_15,false_font,left,false_font_03,0.506666666666667,0.253333333333333
7,letter_16,false_font_15,letter,center,letter_03,1.49333333333333,0.6
7,letter_16,false_font_15,object,center,object_19,0.506666666666667,0.626666666666667
7,letter_16,false_font_15,letter,right,letter_16,1.49333333333333,0.213333333333333
7,letter_16,false_font_15,object,center,object_02,0.506666666666667,0.453333333333333
7,letter_16,false_font_15,letter,left,letter_05,1,0.36
7,letter_16,false_font_15,false_font,right,false_font_15,1.49333333333333,0.32
7,letter_16,false_font_15,object,left,object_17,1.49333333333333,0.24
7,letter_16,false_font_15,face,center,face_11,1,0.333333333333333
7,letter_16,false_font_15,letter,left,letter_06,0.506666666666667,0.253333333333333
7,letter_16,false_font_15,face,center,face_01,1.49333333333333,0.386666666666667
7,letter_16,false_font_15,false_font,center,false_font_04,1,0.44
7,letter_16,false_font_15,object,left,object_02,1.49333333333333,0.413333333333333
7,letter_16,false_font_15,face,center,face_20,1.49333333333333,0.213333333333333
7,letter_16,false_font_15,face,right,face_12,1.49333333333333,0.386666666666667
8,letter_19,false_font_12,face,center,face_17,1.49333333333333,0.226666666666667
8,letter_19,false_font_12,face,right,face_01,1,0.266666666666667
8,letter_19,false_font_12,letter,center,letter_20,1.49333333333333,0.493333333333333
8,letter_19,false_font_12,false_font,center,false_font_08,1.49333333333333,0.32
8,letter_19,false_font_12,face,center,face_16,1.49333333333333,0.586666666666667
8,letter_19,false_font_12,false_font,right,false_font_19,1.49333333333333,0.2
8,letter_19,false_font_12,object,right,object_14,1,0.28
8,letter_19,false_font_12,letter,left,letter_10,1.49333333333333,0.226666666666667
8,letter_19,false_font_12,false_font,center,false_font_01,1.49333333333333,0.28
8,letter_19,false_font_12,false_font,left,false_font_17,1,0.28
8,letter_19,false_font_12,face,right,face_20,1.49333333333333,0.293333333333333
8,letter_19,false_font_12,object,left,object_14,1,0.586666666666667
8,letter_19,false_font_12,object,center,object_04,1.49333333333333,0.226666666666667
8,letter_19,false_font_12,face,right,face_03,1.49333333333333,0.226666666666667
8,letter_19,false_font_12,letter,left,letter_08,0.506666666666667,0.533333333333333
8,letter_19,false_font_12,object,center,object_04,1.49333333333333,0.28
8,letter_19,false_font_12,letter,left,letter_05,1.49333333333333,0.213333333333333
8,letter_19,false_font_12,letter,center,letter_13,0.506666666666667,0.373333333333333
8,letter_19,false_font_12,false_font,center,false_font_14,1,0.293333333333333
8,letter_19,false_font_12,false_font,center,false_font_05,1.49333333333333,0.253333333333333
8,letter_19,false_font_12,letter,center,letter_05,1.49333333333333,0.24
8,letter_19,false_font_12,object,center,object_08,0.506666666666667,0.24
8,letter_19,false_font_12,letter,center,letter_13,0.506666666666667,0.24
8,letter_19,false_font_12,letter,left,letter_19,1.49333333333333,0.4
8,letter_19,false_font_12,face,center,face_08,1.49333333333333,0.213333333333333
8,letter_19,false_font_12,object,center,object_08,1,0.24
8,letter_19,false_font_12,false_font,center,false_font_19,0.506666666666667,0.52
8,letter_19,false_font_12,false_font,right,false_font_12,0.506666666666667,0.36
8,letter_19,false_font_12,letter,right,letter_06,0.506666666666667,0.4
8,letter_19,false_font_12,letter,center,letter_19,1,0.826666666666667
8,letter_19,false_font_12,object,left,object_15,1,0.866666666666667
8,letter_19,false_font_12,false_font,left,false_font_12,0.506666666666667,0.373333333333333
8,letter_19,false_font_12,false_font,center,false_font_07,1.49333333333333,0.266666666666667
8,letter_19,false_font_12,face,right,face_02,1,0.226666666666667
8,letter_19,false_font_12,face,left,face_19,0.506666666666667,0.466666666666667
8,letter_19,false_font_12,object,center,object_11,1.49333333333333,0.506666666666667
9,letter_07,false_font_18,face,left,face_10,1,0.453333333333333
9,letter_07,false_font_18,face,center,face_02,1,0.853333333333333
9,letter_07,false_font_18,false_font,left,false_font_20,1,0.266666666666667
9,letter_07,false_font_18,false_font,right,false_font_05,1,0.346666666666667
9,letter_07,false_font_18,object,left,object_02,1.49333333333333,0.693333333333333
9,letter_07,false_font_18,letter,right,letter_14,0.506666666666667,0.2
9,letter_07,false_font_18,object,right,object_20,1,0.346666666666667
9,letter_07,false_font_18,letter,right,letter_16,0.506666666666667,0.213333333333333
9,letter_07,false_font_18,letter,center,letter_08,1.49333333333333,0.373333333333333
9,letter_07,false_font_18,face,center,face_16,0.506666666666667,0.88
9,letter_07,false_font_18,face,right,face_12,1.49333333333333,0.24
9,letter_07,false_font_18,object,right,object_07,1,0.213333333333333
9,letter_07,false_font_18,object,center,object_03,1,0.24
9,letter_07,false_font_18,false_font,center,false_font_18,1.49333333333333,0.44
9,letter_07,false_font_18,face,center,face_19,1,0.506666666666667
9,letter_07,false_font_18,false_font,center,false_font_13,1,0.946666666666667
9,letter_07,false_font_18,letter,center,letter_07,1.49333333333333,0.48
9,letter_07,false_font_18,object,center,object_03,0.506666666666667,0.226666666666667
9,letter_07,false_font_18,letter,center,letter_07,1.49333333333333,0.333333333333333
9,letter_07,false_font_18,face,right,face_02,1,0.2
9,letter_07,false_font_18,letter,center,letter_03,1.49333333333333,0.373333333333333
9,letter_07,false_font_18,false_font,left,false_font_17,0.506666666666667,0.253333333333333
9,letter_07,false_font_18,object,center,object_02,0.506666666666667,0.266666666666667
9,letter_07,false_font_18,false_font,left,false_font_01,1,0.44
9,letter_07,false_font_18,false_font,left,false_font_18,1,0.253333333333333
9,letter_07,false_font_18,letter,right,letter_07,0.506666666666667,0.36
9,letter_07,false_font_18,object,center,object_13,1,0.493333333333333
9,letter_07,false_font_18,face,center,face_14,1,0.573333333333333
9,letter_07,false_font_18,face,left,face_12,1.49333333333333,0.226666666666667
9,letter_07,false_font_18,letter,left,letter_17,1.49333333333333,0.346666666666667
9,letter_07,false_font_18,object,center,object_03,1,0.293333333333333
9,letter_07,false_font_18,false_font,left,false_font_01,1.49333333333333,0.266666666666667
9,letter_07,false_font_18,false_font,right,false_font_04,1.49333333333333,0.333333333333333
9,letter_07,false_font_18,letter,right,letter_04,1,0.213333333333333
9,letter_07,false_font_18,letter,left,letter_01,0.506666666666667,0.226666666666667
9,letter_07,false_font_18,false_font,center,false_font_14,1,0.266666666666667
9,letter_07,false_font_18,letter,right,letter_13,1.49333333333333,0.28
10,letter_11,false_font_05,object,right,object_06,1.49333333333333,0.573333333333333
10,letter_11,false_font_05,object,right,object_11,1.49333333333333,0.213333333333333
10,letter_11,false_font_05,face,right,face_18,0.506666666666667,0.413333333333333
10,letter_11,false_font_05,face,right,face_06,0.506666666666667,0.32
10,letter_11,false_font_05,face,right,face_15,1,0.4
10,letter_11,false_font_05,face,right,face_08,0.506666666666667,0.213333333333333
10,letter_11,false_font_05,false_font,center,false_font_05,1,0.413333333333333
10,letter_11,false_font_05,face,center,face_12,1,0.253333333333333
10,letter_11,false_font_05,false_font,center,false_font_19,1,0.4
10,letter_11,false_font_05,false_font,center,false_font_12,1,0.466666666666667
10,letter_11,false_font_05,letter,right,letter_04,1,0.2
10,letter_11,false_font_05,face,right,face_04,1,0.24
10,letter_11,false_font_05,face,right,face_05,0.506666666666667,0.24
10,letter_11,false_font_05,false_font,right,false_font_20,1,0.306666666666667
10,letter_11,false_font_05,letter,right,letter_15,1,0.373333333333333
10,letter_11,false_font_05,object,center,object_11,1.49333333333333,0.76
10,letter_11,false_font_05,letter,right,letter_19,1.49333333333333,0.213333333333333
10,letter_11,false_font_05,false_font,center,false_font_05,0.506666666666667,0.56
10,letter_11,false_font_05,letter,right,letter_02,1,0.346666666666667
10,letter_11,false_font_05,object,right,object_11,1.49333333333333,0.333333333333333
10,letter_11,false_font_05,false_font,right,false_font_12,1,0.226666666666667
10,letter_11,false_font_05,false_font,center,false_font_10,1,0.346666666666667
10,letter_11,false_font_05,false_font,right,false_font_09,1,0.36
10,letter_11,false_font_05,object,right,object_09,1,0.826666666666667
10,letter_11,false_font_05,false_font,center,false_font_16,1,0.413333333333333
10,letter_11,false_font_05,letter,right,letter_07,1,0.466666666666667
10,letter_11,false_font_05,object,center,object_06,1.49333333333333,0.253333333333333
10,letter_11,false_font_05,letter,right,letter_07,1,0.613333333333333
10,letter_11,false_font_05,object,right,object_03,1,0.693333333333333
10,letter_11,false_font_05,false_font,center,false_font_05,0.506666666666667,0.586666666666667
10,letter_11,false_font_05,letter,right,letter_13,1,0.266666666666667
10,letter_11,false_font_05,object,right,object_05,0.506666666666667,0.2
10,letter_11,false_font_05,false_font,right,false_font_03,1,0.266666666666667
10,letter_11,false_font_05,letter,left,letter_07,0.506666666666667,0.226666666666667
10,letter_11,false_font_05,face,right,face_15,0.506666666666667,0.213333333333333
11,face_13,object_06,object,right,object_06,1.49333333333333,0.253333333333333
11,face_13,object_06,false_font,center,false_font_03,0.506666666666667,0.466666666666667
11,face_13,object_06,letter,center,letter_10,0.506666666666667,0.24
11,face_13,object_06,false_font,center,false_font_12,1.49333333333333,0.293333333333333
11,face_13,object_06,letter,left,letter_19,0.506666666666667,0.626666666666667
11,face_13,object_06,face,center,face_18,0.506666666666667,0.28
11,face_13,object_06,false_font,left,false_font_05,0.506666666666667,0.413333333333333
11,face_13,object_06,object,right,object_08,1,0.453333333333333
11,face_13,object_06,false_font,center,false_font_02,1,0.226666666666667
11,face_13,object_06,letter,center,letter_07,1.49333333333333,1.22666666666667
11,face_13,object_06,letter,center,letter_14,0.506666666666667,0.2
11,face_13,object_06,face,left,face_03,1,0.253333333333333
11,face_13,object_06,letter,center,letter_17,1.49333333333333,0.32
11,face_13,object_06,face,center,face_02,1.49333333333333,0.346666666666667
11,face_13,object_06,object,left,object_09,1,0.666666666666667
11,face_13,object_06,object,center,object_14,1,0.253333333333333
11,face_13,object_06,object,right,object_11,1.49333333333333,0.44
11,face_13,object_06,object,right,object_13,0.506666666666667,0.493333333333333
11,face_13,object_06,object,left,object_10,1,0.586666666666667
11,face_13,object_06,letter,center,letter_05,1,0.28
11,face_13,object_06,false_font,right,false_font_18,1.49333333333333,0.213333333333333
11,face_13,object_06,false_font,center,false_font_12,1.49333333333333,0.28
11,face_13,object_06,object,center,object_06,1.49333333333333,0.253333333333333
11,face_13,object_06,false_font,left,false_font_13,1,0.36
11,face_13,object_06,face,center,face_07,0.506666666666667,0.386666666666667
11,face_13,object_06,false_font,left,false_font_18,1.49333333333333,0.253333333333333
11,face_13,object_06,face,right,face_13,0.506666666666667,0.213333333333333
11,face_13,object_06,letter,center,letter_07,1.49333333333333,0.813333333333333
11,face_13,object_06,letter,right,letter_03,1,0.36
11,face_13,object_06,object,left,object_17,1,1.24
11,face_13,object_06,face,left,face_15,1,0.293333333333333
11,face_13,object_06,face,left,face_18,1,0.693333333333333
11,face_13,object_06,face,left,face_06,1,0.28
11,face_13,object_06,object,center,object_06,1.49333333333333,0.226666666666667
11,face_13,object_06,object,left,object_15,1,0.213333333333333
11,face_13,object_06,face,right,face_13,0.506666666666667,0.28
11,face_13,object_06,face,center,face_02,0.506666666666667,0.44
12,face_10,object_11,face,center,face_02,1,1.28
12,face_10,object_11,object,center,object_15,0.506666666666667,0.44
12,face_10,object_11,object,center,object_08,0.506666666666667,0.266666666666667
12,face_10,object_11,object,right,object_11,1.49333333333333,0.506666666666667
12,face_10,object_11,false_font,center,false_font_02,1.49333333333333,0.213333333333333
12,face_10,object_11,object,right,object_01,1,0.653333333333333
12,face_10,object_11,false_font,center,false_font_10,1.49333333333333,0.493333333333333
12,face_10,object_11,face,center,face_10,1,0.453333333333333
12,face_10,object_11,letter,center,letter_03,0.506666666666667,0.24
12,face_10,object_11,face,right,face_10,1,0.4
12,face_10,object_11,letter,center,letter_07,0.506666666666667,0.306666666666667
12,face_10,object_11,letter,right,letter_12,0.506666666666667,0.44
12,face_10,object_11,object,center,object_11,1,0.373333333333333
12,face_10,object_11,object,left,object_19,0.506666666666667,0.306666666666667
12,face_10,object_11,letter,left,letter_15,1,0.506666666666667
