task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch,onset_SOA
prp,0,12,4,letter_05,false_font_15,irrelevant,object,center,object_18,1.5,1.65746343701295,0.232,onset,1100,0.232
prp,0,12,5,letter_05,false_font_15,irrelevant,object,right,object_18,0.5,1.75131713234999,0,offset,1100,0.5
prp,0,12,6,letter_05,false_font_15,non-target,false_font,center,false_font_07,1,1.51554025953115,0.466,onset,1000,0.466
prp,0,12,7,letter_05,false_font_15,irrelevant,object,center,object_11,1.5,1.45714610305763,0.466,onset,1000,0.466
prp,0,12,8,letter_05,false_font_15,irrelevant,face,center,face_01,0.5,1.36112755607551,0.466,onset,1000,0.466
prp,0,12,9,letter_05,false_font_15,non-target,false_font,right,false_font_08,1.5,1.36995558947935,0,offset,1100,1.5
prp,0,12,10,letter_05,false_font_15,target,false_font,left,false_font_15,1,1.83904561342252,0.466,offset,1100,1.466
prp,0,12,11,letter_05,false_font_15,non-target,letter,left,letter_01,1,1.17933043316553,0.116,offset,1000,1.116
prp,0,12,12,letter_05,false_font_15,irrelevant,face,center,face_15,0.5,1.10531950825304,0.116,offset,1100,0.616
prp,0,12,13,letter_05,false_font_15,irrelevant,face,center,face_04,1,1.07207554703233,0.232,offset,1000,1.232
prp,0,12,14,letter_05,false_font_15,irrelevant,face,left,face_16,0.5,0.936981404547005,0.466,offset,1100,0.966
prp,0,12,15,letter_05,false_font_15,non-target,letter,center,letter_08,1.5,1.05908778357536,0.232,onset,1100,0.232
prp,0,12,16,letter_05,false_font_15,non-target,letter,right,letter_12,1.5,0.881083649340291,0.466,onset,1100,0.466
prp,0,12,17,letter_05,false_font_15,non-target,letter,center,letter_19,1.5,1.1897162257233,0.466,onset,1000,0.466
prp,0,12,18,letter_05,false_font_15,irrelevant,face,left,face_19,0.5,1.0969806922113,0.116,offset,1000,0.616
prp,0,12,19,letter_05,false_font_15,target,false_font,right,false_font_15,1.5,1.46741205514591,0.466,offset,1000,1.966
prp,0,12,20,letter_05,false_font_15,irrelevant,face,left,face_18,1,1.33949854027742,0.466,offset,1000,1.466
prp,0,12,21,letter_05,false_font_15,non-target,false_font,center,false_font_06,1,1.41488869749944,0,offset,1000,1
prp,0,12,22,letter_05,false_font_15,non-target,false_font,center,false_font_01,1,0.736514052092152,0,offset,1100,1
prp,0,12,23,letter_05,false_font_15,target,letter,center,letter_05,1.5,0.705046453878142,0.466,onset,1000,0.466
prp,0,12,24,letter_05,false_font_15,non-target,letter,center,letter_07,0.5,0.764396109956003,0,offset,1100,0.5
prp,0,12,25,letter_05,false_font_15,irrelevant,face,right,face_04,1.5,1.61492783860278,0,offset,1100,1.5
prp,0,12,26,letter_05,false_font_15,irrelevant,object,left,object_06,1,1.73541665533324,0,offset,1100,1
prp,0,12,27,letter_05,false_font_15,irrelevant,face,center,face_07,0.5,1.21095899846986,0.232,offset,1100,0.732
prp,0,12,28,letter_05,false_font_15,non-target,false_font,left,false_font_04,1,1.26889484143182,0,onset,1000,0
prp,0,12,29,letter_05,false_font_15,non-target,false_font,center,false_font_05,0.5,1.47694457699572,0.232,onset,1100,0.232
prp,0,12,30,letter_05,false_font_15,non-target,letter,left,letter_13,0.5,1.00139877389963,0.466,onset,1100,0.466
prp,0,12,31,letter_05,false_font_15,irrelevant,object,left,object_05,0.5,1.04514511212951,0.466,offset,1100,0.966
prp,0,12,32,letter_05,false_font_15,irrelevant,object,left,object_01,0.5,0.862461038408459,0.116,onset,1000,0.116
prp,0,12,33,letter_05,false_font_15,non-target,false_font,center,false_font_12,1.5,1.80385616138877,0.116,offset,1000,1.616
prp,0,12,34,letter_05,false_font_15,irrelevant,face,center,face_16,1.5,1.72681252964274,0.232,offset,1100,1.732
prp,0,12,35,letter_05,false_font_15,non-target,false_font,center,false_font_12,0.5,0.717851342963741,0.116,offset,1000,0.616
prp,0,13,1,letter_17,false_font_10,irrelevant,face,left,face_07,1.5,0.776708648504905,0.466,onset,1000,0.466
prp,0,13,2,letter_17,false_font_10,irrelevant,face,center,face_03,1,0.749871549646393,0.232,onset,1000,0.232
prp,0,13,3,letter_17,false_font_10,non-target,false_font,center,false_font_11,1.5,0.861004547652014,0.466,onset,1100,0.466
prp,0,13,4,letter_17,false_font_10,non-target,false_font,right,false_font_17,1,0.818542665009701,0.116,offset,1000,1.116
prp,0,13,5,letter_17,false_font_10,non-target,letter,left,letter_09,1,1.33924400819578,0,offset,1100,1
prp,0,13,6,letter_17,false_font_10,target,false_font,right,false_font_10,0.5,0.857202158454402,0.466,onset,1100,0.466
prp,0,13,7,letter_17,false_font_10,irrelevant,face,center,face_03,0.5,1.30760508819863,0.466,offset,1000,0.966
prp,0,13,8,letter_17,false_font_10,non-target,letter,center,letter_16,1.5,1.97613280099703,0,onset,1100,0
prp,0,13,9,letter_17,false_font_10,irrelevant,object,center,object_06,0.5,1.59370156887352,0.466,onset,1000,0.466
prp,0,13,10,letter_17,false_font_10,non-target,false_font,center,false_font_09,0.5,1.85867058397288,0.232,onset,1000,0.232
prp,0,13,11,letter_17,false_font_10,non-target,letter,center,letter_20,1.5,1.349960166026,0.466,offset,1100,1.966
prp,0,13,12,letter_17,false_font_10,non-target,letter,right,letter_11,0.5,1.60839457299004,0.466,offset,1000,0.966
prp,0,13,13,letter_17,false_font_10,irrelevant,object,right,object_15,0.5,1.26311093683042,0.466,onset,1000,0.466
prp,0,13,14,letter_17,false_font_10,irrelevant,object,center,object_02,1.5,0.773910841441205,0,onset,1000,0
prp,0,13,15,letter_17,false_font_10,target,letter,center,letter_17,1.5,1.00973928013963,0.116,offset,1100,1.616
prp,0,13,16,letter_17,false_font_10,target,letter,right,letter_17,1.5,1.56537774487603,0,offset,1000,1.5
prp,0,13,17,letter_17,false_font_10,target,letter,left,letter_17,1.5,1.59389885783362,0,onset,1100,0
prp,0,13,18,letter_17,false_font_10,non-target,letter,right,letter_08,1,1.02048224819755,0,offset,1000,1
prp,0,13,19,letter_17,false_font_10,non-target,false_font,left,false_font_02,1,1.39172233125195,0.232,offset,1100,1.232
prp,0,13,20,letter_17,false_font_10,target,false_font,center,false_font_10,1,1.83834913255273,0.466,onset,1100,0.466
prp,0,13,21,letter_17,false_font_10,irrelevant,object,center,object_11,0.5,0.750852726981374,0,onset,1100,0
prp,0,13,22,letter_17,false_font_10,non-target,false_font,center,false_font_06,1.5,1.4946556588707,0.232,onset,1100,0.232
prp,0,13,23,letter_17,false_font_10,non-target,letter,right,letter_06,1,1.1269560810566,0.466,offset,1000,1.466
prp,0,13,24,letter_17,false_font_10,irrelevant,object,left,object_08,1,1.03767156763122,0,offset,1000,1
prp,0,13,25,letter_17,false_font_10,non-target,letter,left,letter_05,0.5,0.886951425215434,0.116,onset,1100,0.116
prp,0,13,26,letter_17,false_font_10,irrelevant,object,center,object_10,0.5,1.95932869623328,0.116,onset,1100,0.116
prp,0,13,27,letter_17,false_font_10,irrelevant,object,right,object_08,0.5,1.2590782250657,0.232,offset,1000,0.732
prp,0,13,28,letter_17,false_font_10,target,false_font,right,false_font_10,0.5,1.48355244865256,0.232,onset,1000,0.232
prp,0,13,29,letter_17,false_font_10,non-target,letter,right,letter_20,1.5,0.771567315763632,0,offset,1000,1.5
prp,0,13,30,letter_17,false_font_10,irrelevant,object,left,object_13,1.5,0.814209910336148,0.232,offset,1100,1.732
prp,0,13,31,letter_17,false_font_10,non-target,false_font,center,false_font_18,0.5,1.4752734537787,0.466,offset,1100,0.966
prp,0,13,32,letter_17,false_font_10,irrelevant,face,center,face_20,1,0.701047850968779,0,offset,1000,1
prp,0,13,33,letter_17,false_font_10,irrelevant,face,center,face_10,1,1.47297220101883,0.116,offset,1100,1.116
prp,0,13,34,letter_17,false_font_10,irrelevant,object,right,object_09,0.5,1.05113171739502,0.466,onset,1100,0.466
prp,0,13,35,letter_17,false_font_10,non-target,false_font,left,false_font_17,1,0.774931590792584,0.232,onset,1100,0.232
prp,0,13,36,letter_17,false_font_10,non-target,false_font,left,false_font_18,1.5,1.28438876418612,0.466,offset,1100,1.966
prp,0,13,37,letter_17,false_font_10,irrelevant,object,center,object_12,1,0.871689494372398,0.116,onset,1000,0.116
prp,0,13,38,letter_17,false_font_10,irrelevant,object,left,object_15,1,1.38526376501914,0.232,offset,1000,1.232
prp,0,14,1,letter_04,false_font_19,non-target,letter,center,letter_13,1.5,1.44711888459436,0,onset,1000,0
prp,0,14,2,letter_04,false_font_19,irrelevant,face,center,face_18,1,1.34460903497054,0.232,onset,1000,0.232
prp,0,14,3,letter_04,false_font_19,irrelevant,face,center,face_07,1.5,0.937114349751182,0.232,onset,1100,0.232
prp,0,14,4,letter_04,false_font_19,irrelevant,face,center,face_08,0.5,0.9943031947948,0.116,onset,1000,0.116
prp,0,14,5,letter_04,false_font_19,non-target,letter,right,letter_06,0.5,1.07549844701542,0.232,offset,1000,0.732
prp,0,14,6,letter_04,false_font_19,non-target,letter,right,letter_10,0.5,1.10358224701277,0,onset,1000,0
prp,0,14,7,letter_04,false_font_19,irrelevant,face,center,face_16,0.5,1.95755869058429,0.232,onset,1100,0.232
prp,0,14,8,letter_04,false_font_19,irrelevant,object,center,object_06,1.5,0.939793438192232,0.116,onset,1000,0.116
prp,0,14,9,letter_04,false_font_19,target,false_font,center,false_font_19,1.5,0.730336483301102,0.232,offset,1100,1.732
prp,0,14,10,letter_04,false_font_19,non-target,false_font,right,false_font_07,1.5,1.43162701352333,0.232,offset,1000,1.732
prp,0,14,11,letter_04,false_font_19,non-target,false_font,center,false_font_12,1,1.47119707105772,0.232,offset,1000,1.232
prp,0,14,12,letter_04,false_font_19,irrelevant,object,left,object_03,1.5,1.17490669904313,0,offset,1100,1.5
prp,0,14,13,letter_04,false_font_19,irrelevant,object,center,object_19,0.5,0.716888134736539,0.466,onset,1100,0.466
prp,0,14,14,letter_04,false_font_19,non-target,false_font,left,false_font_12,1,1.50784818829326,0.466,offset,1100,1.466
prp,0,14,15,letter_04,false_font_19,non-target,false_font,right,false_font_13,0.5,1.85784529702751,0.116,onset,1000,0.116
prp,0,14,16,letter_04,false_font_19,irrelevant,face,right,face_09,0.5,0.728289936722427,0.116,onset,1000,0.116
prp,0,14,17,letter_04,false_font_19,irrelevant,face,center,face_19,1,0.712866144646328,0.232,onset,1100,0.232
prp,0,14,18,letter_04,false_font_19,irrelevant,object,center,object_06,0.5,0.932226555579915,0.232,offset,1000,0.732
prp,0,14,19,letter_04,false_font_19,non-target,false_font,left,false_font_02,1.5,1.61713117845283,0.466,onset,1100,0.466
prp,0,14,20,letter_04,false_font_19,non-target,false_font,right,false_font_14,0.5,1.32821387674346,0.116,offset,1100,0.616
prp,0,14,21,letter_04,false_font_19,irrelevant,object,center,object_13,0.5,1.41735456310376,0,onset,1000,0
prp,0,14,22,letter_04,false_font_19,non-target,false_font,center,false_font_09,1.5,1.04502002293962,0.232,onset,1000,0.232
prp,0,14,23,letter_04,false_font_19,non-target,false_font,center,false_font_16,0.5,1.76805872710677,0.116,offset,1000,0.616
prp,0,14,24,letter_04,false_font_19,non-target,false_font,center,false_font_13,1,1.32173493214475,0.232,onset,1100,0.232
prp,0,14,25,letter_04,false_font_19,non-target,false_font,center,false_font_07,0.5,0.751849206403514,0.466,offset,1000,0.966
prp,0,14,26,letter_04,false_font_19,non-target,false_font,left,false_font_09,1.5,0.731449423279685,0.466,offset,1000,1.966
prp,0,14,27,letter_04,false_font_19,irrelevant,face,right,face_18,1.5,0.794859261836693,0.116,onset,1000,0.116
prp,0,14,28,letter_04,false_font_19,irrelevant,object,center,object_05,1.5,0.928643194940359,0.466,onset,1000,0.466
prp,0,14,29,letter_04,false_font_19,non-target,false_font,center,false_font_17,1.5,1.14369836735451,0.466,onset,1000,0.466
prp,0,14,30,letter_04,false_font_19,target,letter,center,letter_04,1,1.45497217783273,0.116,onset,1100,0.116
prp,0,14,31,letter_04,false_font_19,target,false_font,center,false_font_19,1.5,0.889562603472116,0.232,offset,1100,1.732
prp,0,14,32,letter_04,false_font_19,irrelevant,object,right,object_10,0.5,1.73375373424631,0.232,onset,1000,0.232
prp,0,14,33,letter_04,false_font_19,irrelevant,object,left,object_20,1.5,1.33712207342621,0.116,onset,1100,0.116
prp,0,14,34,letter_04,false_font_19,irrelevant,face,center,face_15,1.5,1.56415513164404,0.232,onset,1000,0.232
prp,0,14,35,letter_04,false_font_19,target,letter,center,letter_04,1.5,0.852489969968819,0.232,onset,1000,0.232
prp,0,14,36,letter_04,false_font_19,non-target,letter,left,letter_05,1,1.14385358026308,0.116,offset,1100,1.116
prp,0,15,1,face_10,object_06,irrelevant,false_font,left,false_font_18,1,1.44935973073687,0.232,offset,1000,1.232
prp,0,15,2,face_10,object_06,non-target,face,right,face_03,1,1.25096750650115,0.116,offset,1000,1.116
prp,0,15,3,face_10,object_06,irrelevant,letter,center,letter_14,1,1.33217072738647,0,onset,1000,0
prp,0,15,4,face_10,object_06,irrelevant,letter,center,letter_03,1,0.854240335043555,0.232,onset,1000,0.232
prp,0,15,5,face_10,object_06,irrelevant,letter,center,letter_14,1,1.23154422547589,0,onset,1100,0
prp,0,15,6,face_10,object_06,irrelevant,false_font,center,false_font_18,1,1.06768357632263,0.466,onset,1100,0.466
prp,0,15,7,face_10,object_06,non-target,object,center,object_17,1.5,0.737637948231768,0,onset,1100,0
prp,0,15,8,face_10,object_06,irrelevant,letter,center,letter_05,0.5,1.58741736115121,0.116,onset,1100,0.116
prp,0,15,9,face_10,object_06,target,object,center,object_06,1.5,1.70325476579879,0,offset,1000,1.5
prp,0,15,10,face_10,object_06,non-target,face,center,face_14,1.5,1.715025744743,0.116,offset,1000,1.616
prp,0,15,11,face_10,object_06,irrelevant,letter,right,letter_05,0.5,1.42509039157997,0.466,onset,1000,0.466
prp,0,15,12,face_10,object_06,non-target,object,center,object_18,0.5,0.818021827797252,0,offset,1000,0.5
prp,0,15,13,face_10,object_06,irrelevant,false_font,right,false_font_20,0.5,1.63482835572857,0,offset,1100,0.5
prp,0,15,14,face_10,object_06,irrelevant,false_font,center,false_font_12,1,1.3925362171326,0.466,onset,1100,0.466
prp,0,15,15,face_10,object_06,non-target,object,center,object_19,1.5,1.58173010677755,0.116,onset,1000,0.116
prp,0,15,16,face_10,object_06,irrelevant,false_font,center,false_font_16,1.5,0.920330642733313,0.116,onset,1000,0.116
prp,0,15,17,face_10,object_06,non-target,face,center,face_13,1,1.49370632731017,0.466,onset,1000,0.466
prp,0,15,18,face_10,object_06,non-target,object,center,object_08,1.5,0.852377731624338,0.116,onset,1000,0.116
prp,0,15,19,face_10,object_06,non-target,face,left,face_17,1,0.946418935218483,0.116,offset,1000,1.116
prp,0,15,20,face_10,object_06,target,face,center,face_10,1,1.87752176788498,0.116,offset,1000,1.116
prp,0,15,21,face_10,object_06,irrelevant,false_font,left,false_font_04,1.5,1.19204744522627,0.466,onset,1000,0.466
prp,0,15,22,face_10,object_06,irrelevant,false_font,left,false_font_15,0.5,0.974038964178723,0.232,offset,1100,0.732
prp,0,15,23,face_10,object_06,irrelevant,letter,left,letter_14,1,1.33275192801387,0.232,offset,1100,1.232
prp,0,15,24,face_10,object_06,irrelevant,letter,right,letter_07,0.5,0.766114468422145,0.116,onset,1100,0.116
prp,0,15,25,face_10,object_06,non-target,face,right,face_01,1,1.05282453871197,0.466,offset,1000,1.466
prp,0,15,26,face_10,object_06,non-target,object,right,object_16,1.5,1.33629935876763,0,offset,1000,1.5
prp,0,15,27,face_10,object_06,non-target,object,center,object_16,0.5,1.88989079448907,0.232,offset,1000,0.732
prp,0,15,28,face_10,object_06,irrelevant,letter,right,letter_05,1.5,1.6456752755527,0,onset,1000,0
prp,0,15,29,face_10,object_06,non-target,face,center,face_17,1.5,0.748304773552396,0.116,onset,1100,0.116
prp,0,15,30,face_10,object_06,non-target,face,left,face_03,1.5,0.911661704487286,0,onset,1100,0
prp,0,15,31,face_10,object_06,non-target,face,left,face_02,1.5,0.798348807402022,0.116,onset,1000,0.116
prp,0,15,32,face_10,object_06,non-target,face,right,face_14,1,1.00499374246956,0.232,offset,1000,1.232
prp,0,15,33,face_10,object_06,non-target,face,center,face_16,1.5,1.43400523572107,0,onset,1100,0
prp,0,15,34,face_10,object_06,irrelevant,letter,center,letter_12,0.5,0.722121797808439,0,onset,1000,0
prp,0,16,1,face_15,object_17,irrelevant,false_font,right,false_font_17,0.5,0.821366879194672,0,offset,1000,0.5
prp,0,16,2,face_15,object_17,non-target,face,center,face_01,1.5,1.09481128500489,0.466,onset,1000,0.466
prp,0,16,3,face_15,object_17,non-target,face,center,face_05,1.5,0.882681256249709,0,onset,1000,0
prp,0,16,4,face_15,object_17,irrelevant,false_font,center,false_font_13,1.5,1.09578583276827,0.232,onset,1000,0.232
prp,0,16,5,face_15,object_17,irrelevant,letter,right,letter_18,1,1.57824148572484,0,offset,1100,1
prp,0,16,6,face_15,object_17,target,face,center,face_15,0.5,1.16779332074137,0,offset,1000,0.5
prp,0,16,7,face_15,object_17,irrelevant,letter,center,letter_09,1.5,1.11974128741147,0.232,offset,1000,1.732
prp,0,16,8,face_15,object_17,non-target,object,center,object_14,1.5,0.770904849996421,0.116,onset,1100,0.116
prp,0,16,9,face_15,object_17,non-target,object,center,object_09,0.5,1.05571116283458,0,offset,1000,0.5
prp,0,16,10,face_15,object_17,target,object,center,object_17,1,1.76533593841279,0.232,offset,1100,1.232
prp,0,16,11,face_15,object_17,irrelevant,letter,left,letter_07,1.5,1.47671139188468,0,offset,1000,1.5
prp,0,16,12,face_15,object_17,non-target,object,center,object_02,1.5,0.999645438200665,0,onset,1100,0
prp,0,16,13,face_15,object_17,non-target,face,left,face_06,1.5,1.30280519517411,0.232,onset,1000,0.232
prp,0,16,14,face_15,object_17,target,face,center,face_15,0.5,1.51190632073343,0,onset,1000,0
prp,0,16,15,face_15,object_17,non-target,object,center,object_03,1,1.26178692510703,0.466,onset,1000,0.466
prp,0,16,16,face_15,object_17,irrelevant,letter,right,letter_18,0.5,1.1318045390383,0.466,offset,1100,0.966
prp,0,16,17,face_15,object_17,non-target,object,left,object_18,1.5,1.2351530364803,0,onset,1100,0
prp,0,16,18,face_15,object_17,non-target,object,center,object_11,0.5,0.966154814451477,0.466,offset,1100,0.966
prp,0,16,19,face_15,object_17,non-target,object,right,object_15,1.5,1.70944357529354,0.466,offset,1100,1.966
prp,0,16,20,face_15,object_17,irrelevant,false_font,right,false_font_10,0.5,0.972493193183474,0.116,offset,1100,0.616
prp,0,16,21,face_15,object_17,target,object,right,object_17,0.5,1.89283818087452,0.466,offset,1000,0.966
prp,0,16,22,face_15,object_17,irrelevant,false_font,left,false_font_09,1,1.15930983401346,0.232,offset,1100,1.232
prp,0,16,23,face_15,object_17,non-target,object,right,object_19,1.5,1.08244163071899,0.116,offset,1100,1.616
prp,0,16,24,face_15,object_17,target,face,right,face_15,1,1.68774969654877,0.116,onset,1000,0.116
prp,0,16,25,face_15,object_17,irrelevant,letter,center,letter_17,1,1.00558599037764,0.116,offset,1000,1.116
prp,0,16,26,face_15,object_17,non-target,object,right,object_20,1.5,1.61861732170306,0.232,offset,1000,1.732
prp,0,16,27,face_15,object_17,irrelevant,letter,center,letter_03,1,1.40250718664198,0,offset,1100,1
prp,0,16,28,face_15,object_17,irrelevant,letter,right,letter_20,1.5,1.12439848672299,0.232,offset,1100,1.732
prp,0,16,29,face_15,object_17,target,object,right,object_17,0.5,1.52154436766685,0.232,offset,1100,0.732
prp,0,16,30,face_15,object_17,non-target,object,right,object_04,1.5,0.831631400279558,0.232,onset,1100,0.232
prp,0,16,31,face_15,object_17,irrelevant,false_font,left,false_font_20,1,1.41490094977181,0.232,offset,1100,1.232
prp,0,16,32,face_15,object_17,irrelevant,false_font,center,false_font_13,1,1.37369095807391,0.232,onset,1100,0.232
prp,0,16,33,face_15,object_17,non-target,face,left,face_12,0.5,1.47683038262349,0.116,offset,1000,0.616
prp,0,16,34,face_15,object_17,irrelevant,letter,right,letter_09,1.5,1.40675149942331,0,offset,1000,1.5
prp,0,16,35,face_15,object_17,irrelevant,letter,center,letter_02,1,1.55265365120301,0.466,offset,1100,1.466
prp,0,16,36,face_15,object_17,irrelevant,false_font,center,false_font_09,1.5,0.918835010497202,0.232,onset,1000,0.232
prp,0,16,37,face_15,object_17,non-target,object,right,object_09,1.5,1.02229263500309,0.116,offset,1000,1.616
prp,0,16,38,face_15,object_17,non-target,face,right,face_01,1.5,1.42464490524163,0,offset,1000,1.5
prp,0,17,1,face_19,object_09,irrelevant,false_font,left,false_font_08,0.5,1.02804704991621,0.232,onset,1100,0.232
prp,0,17,2,face_19,object_09,non-target,face,center,face_03,1,0.823431968185558,0.466,offset,1100,1.466
prp,0,17,3,face_19,object_09,irrelevant,false_font,center,false_font_14,1.5,0.821327476613855,0.116,offset,1000,1.616
prp,0,17,4,face_19,object_09,non-target,face,center,face_16,1,1.1701972090174,0,onset,1100,0
prp,0,17,5,face_19,object_09,target,face,center,face_19,0.5,1.70371243194187,0,onset,1100,0
prp,0,17,6,face_19,object_09,non-target,face,left,face_10,1.5,0.859621789712502,0.466,offset,1100,1.966
prp,0,17,7,face_19,object_09,irrelevant,letter,right,letter_04,1,1.44117804656431,0.232,offset,1000,1.232
prp,0,17,8,face_19,object_09,non-target,object,right,object_18,1.5,1.60113763001284,0,offset,1000,1.5
prp,0,17,9,face_19,object_09,non-target,object,right,object_11,1,1.40249893092166,0.116,offset,1100,1.116
prp,0,17,10,face_19,object_09,irrelevant,false_font,center,false_font_10,1.5,1.10797733094574,0.466,onset,1100,0.466
prp,0,17,11,face_19,object_09,non-target,face,center,face_12,1,1.24119831085047,0.116,offset,1100,1.116
prp,0,17,12,face_19,object_09,non-target,object,center,object_12,1,1.0526445131474,0.116,onset,1100,0.116
prp,0,17,13,face_19,object_09,irrelevant,false_font,center,false_font_17,0.5,0.82904737772174,0,offset,1000,0.5
prp,0,17,14,face_19,object_09,non-target,object,center,object_18,1.5,0.910717932396826,0.466,offset,1100,1.966
prp,0,17,15,face_19,object_09,irrelevant,letter,center,letter_03,1.5,0.846555252864913,0.116,onset,1100,0.116
prp,0,17,16,face_19,object_09,non-target,object,right,object_20,0.5,0.983305089567748,0.116,onset,1000,0.116
prp,0,17,17,face_19,object_09,target,face,center,face_19,1.5,1.65307842994838,0.466,offset,1100,1.966
prp,0,17,18,face_19,object_09,irrelevant,letter,center,letter_20,1,1.42023596155138,0.232,offset,1100,1.232
prp,0,17,19,face_19,object_09,non-target,face,left,face_17,1.5,0.713289413428856,0.116,offset,1100,1.616
prp,0,17,20,face_19,object_09,non-target,object,right,object_10,1.5,0.954627774632462,0.116,offset,1000,1.616
prp,0,17,21,face_19,object_09,irrelevant,letter,center,letter_19,1.5,1.52678137428909,0.466,offset,1100,1.966
prp,0,17,22,face_19,object_09,irrelevant,letter,left,letter_13,1,1.53349166656514,0.466,offset,1000,1.466
prp,0,17,23,face_19,object_09,irrelevant,false_font,center,false_font_04,0.5,0.728858615704993,0,onset,1100,0
prp,0,17,24,face_19,object_09,irrelevant,false_font,center,false_font_06,1,1.32440907875499,0.466,onset,1000,0.466
prp,0,17,25,face_19,object_09,irrelevant,letter,left,letter_03,1,1.46851759684241,0.116,offset,1100,1.116
prp,0,17,26,face_19,object_09,irrelevant,false_font,right,false_font_09,1,1.49219662605872,0.116,onset,1000,0.116
prp,0,17,27,face_19,object_09,non-target,face,right,face_07,1,1.30247613467738,0,onset,1000,0
prp,0,17,28,face_19,object_09,non-target,face,center,face_12,0.5,1.36420878016702,0.466,onset,1000,0.466
prp,0,17,29,face_19,object_09,irrelevant,false_font,right,false_font_04,0.5,0.785169983620818,0.232,offset,1000,0.732
prp,0,17,30,face_19,object_09,non-target,object,center,object_01,0.5,0.882672541760986,0.232,onset,1000,0.232
prp,0,17,31,face_19,object_09,irrelevant,false_font,left,false_font_13,1.5,1.58904022167412,0.466,onset,1100,0.466
prp,0,17,32,face_19,object_09,non-target,object,left,object_20,1.5,0.878219591168093,0.466,onset,1000,0.466
prp,0,17,33,face_19,object_09,target,object,center,object_09,0.5,1.04459495585848,0.232,offset,1100,0.732
prp,0,17,34,face_19,object_09,target,face,center,face_19,1.5,1.00878914766474,0.116,onset,1000,0.116
prp,0,17,35,face_19,object_09,non-target,object,left,object_08,1.5,1.17602144275447,0.232,onset,1100,0.232
prp,0,17,36,face_19,object_09,irrelevant,letter,center,letter_08,1.5,1.8772700253168,0,onset,1000,0
prp,0,18,1,face_01,object_15,irrelevant,letter,center,letter_08,1.5,1.84524532314523,0,onset,1100,0
prp,0,18,2,face_01,object_15,irrelevant,letter,center,letter_02,1,1.29352900981968,0.466,onset,1100,0.466
prp,0,18,3,face_01,object_15,non-target,object,left,object_10,0.5,0.948561138260881,0.232,offset,1100,0.732
prp,0,18,4,face_01,object_15,target,face,center,face_01,1.5,0.710589798766599,0.116,onset,1100,0.116
prp,0,18,5,face_01,object_15,non-target,object,right,object_09,0.5,1.36495062001993,0.232,onset,1000,0.232
prp,0,18,6,face_01,object_15,non-target,face,center,face_20,0.5,1.75736233495195,0.466,onset,1100,0.466
prp,0,18,7,face_01,object_15,irrelevant,false_font,center,false_font_18,1.5,1.19784699579115,0,offset,1000,1.5
prp,0,18,8,face_01,object_15,non-target,face,right,face_10,0.5,1.45440569827116,0.466,offset,1000,0.966
prp,0,18,9,face_01,object_15,irrelevant,letter,center,letter_12,1,1.11467179692349,0.116,offset,1100,1.116
prp,0,18,10,face_01,object_15,irrelevant,false_font,center,false_font_01,1,1.48681249268759,0,onset,1000,0
prp,0,18,11,face_01,object_15,non-target,face,left,face_16,1,1.53937576739756,0.232,offset,1100,1.232
prp,0,18,12,face_01,object_15,non-target,face,center,face_08,1,0.834212111089645,0.466,onset,1100,0.466
prp,0,18,13,face_01,object_15,non-target,face,right,face_19,1.5,1.83793922263173,0.466,offset,1000,1.966
prp,0,18,14,face_01,object_15,irrelevant,letter,center,letter_07,0.5,1.62691098931885,0.466,offset,1000,0.966
prp,0,18,15,face_01,object_15,irrelevant,letter,left,letter_04,1.5,1.40910318387087,0.232,offset,1000,1.732
prp,0,18,16,face_01,object_15,non-target,object,right,object_12,0.5,0.722639117273866,0.116,onset,1100,0.116
prp,0,18,17,face_01,object_15,irrelevant,false_font,center,false_font_20,1,1.07267481022977,0.232,offset,1000,1.232
prp,0,18,18,face_01,object_15,non-target,face,right,face_13,1,1.36802817370445,0.466,offset,1000,1.466
prp,0,18,19,face_01,object_15,irrelevant,false_font,center,false_font_05,1.5,1.05616823928087,0.232,onset,1000,0.232
prp,0,18,20,face_01,object_15,non-target,face,right,face_09,1.5,1.20823901029573,0.116,onset,1000,0.116
prp,0,18,21,face_01,object_15,non-target,object,center,object_12,1,1.56929872916635,0,offset,1000,1
prp,0,18,22,face_01,object_15,non-target,object,left,object_11,1.5,1.71266802525531,0,onset,1000,0
prp,0,18,23,face_01,object_15,target,object,center,object_15,1.5,1.39779039990926,0.116,offset,1100,1.616
prp,0,18,24,face_01,object_15,irrelevant,false_font,center,false_font_06,1.5,1.5078069153282,0,onset,1000,0
prp,0,18,25,face_01,object_15,irrelevant,false_font,center,false_font_04,0.5,1.54793079730013,0.466,onset,1000,0.466
prp,0,18,26,face_01,object_15,irrelevant,letter,right,letter_12,1.5,0.834928253644825,0,onset,1100,0
prp,0,18,27,face_01,object_15,non-target,object,right,object_20,1,1.66529103469967,0.466,onset,1100,0.466
prp,0,18,28,face_01,object_15,irrelevant,letter,center,letter_10,1.5,1.48756134075867,0,offset,1000,1.5
prp,0,18,29,face_01,object_15,irrelevant,false_font,center,false_font_06,1,1.51129675978565,0,onset,1000,0
prp,0,18,30,face_01,object_15,irrelevant,false_font,center,false_font_12,1,1.19821619957514,0.116,offset,1100,1.116
