task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch,onset_SOA
auditory_and_visual,1,0,37,practice_01,practice_08,non-target,letter,center,letter_11,1.5,0.726666667,0.116,onset,1100,0.116
auditory_and_visual,1,0,38,practice_01,practice_08,non-target,false_font,right,false_font_07,1.5,0.966666667,0.232,offset,1100,1.732
auditory_and_visual,1,0,39,practice_01,practice_08,non-target,false_font,right,false_font_02,0.5,0.74,0,onset,1000,0
auditory_and_visual,1,0,40,practice_01,practice_08,target,false_font,right,practice_01,1,1.193333333,0.466,onset,1100,0.466
prp,0,1,1,face_20,object_10,target,face,center,face_20,1,0.876124468249494,0.232,offset,1100,1.232
prp,0,1,2,face_20,object_10,irrelevant,false_font,left,false_font_16,1.5,0.798906415523277,0.116,offset,1000,1.616
prp,0,1,3,face_20,object_10,irrelevant,letter,left,letter_05,1,0.750918599206381,0,offset,1000,1
prp,0,1,4,face_20,object_10,non-target,face,left,face_19,1.5,1.53042673596478,0.232,offset,1000,1.732
prp,0,1,5,face_20,object_10,irrelevant,false_font,left,false_font_18,1.5,1.05057376856523,0,onset,1000,0
prp,0,1,6,face_20,object_10,non-target,face,right,face_04,1,1.90021079477393,0.232,onset,1100,0.232
prp,0,1,7,face_20,object_10,non-target,object,center,object_19,1,1.36519381344262,0.466,offset,1000,1.466
prp,0,1,8,face_20,object_10,irrelevant,false_font,center,false_font_11,1,1.31785966666347,0,onset,1000,0
prp,0,1,9,face_20,object_10,target,face,center,face_20,1,0.779796352710941,0.232,onset,1000,0.232
prp,0,1,10,face_20,object_10,target,face,center,face_20,1.5,1.61076106533758,0,onset,1000,0
prp,0,1,11,face_20,object_10,irrelevant,letter,right,letter_08,1,0.867732585823133,0.232,offset,1100,1.232
prp,0,1,12,face_20,object_10,irrelevant,false_font,left,false_font_10,1,1.94266118520411,0.466,onset,1000,0.466
prp,0,1,13,face_20,object_10,non-target,object,center,object_19,0.5,0.764267826826275,0,onset,1100,0
prp,0,1,14,face_20,object_10,non-target,face,right,face_13,0.5,0.944241345694645,0.232,offset,1100,0.732
prp,0,1,15,face_20,object_10,non-target,object,left,object_03,0.5,1.52633908547096,0.232,onset,1100,0.232
prp,0,1,16,face_20,object_10,irrelevant,false_font,right,false_font_15,1.5,1.36230460089776,0,offset,1100,1.5
prp,0,1,17,face_20,object_10,irrelevant,false_font,center,false_font_14,0.5,0.765373726903755,0.466,offset,1100,0.966
prp,0,1,18,face_20,object_10,irrelevant,false_font,center,false_font_05,1.5,0.850852937191604,0.466,onset,1100,0.466
prp,0,1,19,face_20,object_10,irrelevant,letter,center,letter_19,1.5,1.56699326629196,0.232,onset,1000,0.232
prp,0,1,20,face_20,object_10,irrelevant,letter,left,letter_09,0.5,1.01627183910044,0.116,offset,1000,0.616
prp,0,1,21,face_20,object_10,irrelevant,letter,left,letter_17,0.5,1.1616656335427,0.232,onset,1000,0.232
prp,0,1,22,face_20,object_10,target,object,center,object_10,1.5,0.911870995232039,0.466,offset,1000,1.966
prp,0,1,23,face_20,object_10,target,object,center,object_10,0.5,0.894035070437591,0.116,onset,1000,0.116
prp,0,1,24,face_20,object_10,target,object,right,object_10,0.5,1.85750265213122,0.116,offset,1000,0.616
prp,0,1,25,face_20,object_10,non-target,object,center,object_14,1,1.48586423280815,0,onset,1100,0
prp,0,1,26,face_20,object_10,irrelevant,letter,center,letter_13,1.5,0.950701402747643,0.116,offset,1000,1.616
prp,0,1,27,face_20,object_10,non-target,face,center,face_19,0.5,1.52755590712329,0,onset,1000,0
prp,0,1,28,face_20,object_10,non-target,object,left,object_02,0.5,1.23357881404632,0.232,offset,1000,0.732
prp,0,1,29,face_20,object_10,non-target,object,left,object_14,1,1.71660278575779,0,offset,1100,1
prp,0,1,30,face_20,object_10,non-target,face,center,face_11,1,1.1835905873478,0.232,onset,1100,0.232
prp,0,1,31,face_20,object_10,non-target,face,center,face_02,0.5,1.09012380171983,0,onset,1000,0
prp,0,1,32,face_20,object_10,irrelevant,letter,right,letter_11,1.5,0.747205306191783,0,offset,1100,1.5
prp,0,1,33,face_20,object_10,non-target,face,center,face_14,1,0.932068766917187,0.466,offset,1100,1.466
prp,0,1,34,face_20,object_10,irrelevant,letter,right,letter_04,0.5,0.89317061644399,0.232,onset,1000,0.232
prp,0,1,35,face_20,object_10,non-target,object,center,object_09,1.5,1.19460036156796,0,onset,1000,0
prp,0,1,36,face_20,object_10,non-target,face,center,face_03,1,1.4230501182075,0.116,onset,1000,0.116
prp,0,1,37,face_20,object_10,non-target,face,center,face_09,1,1.28515992161939,0,onset,1000,0
prp,0,1,38,face_20,object_10,irrelevant,false_font,left,false_font_16,0.5,1.10256220797515,0.232,offset,1000,0.732
prp,0,2,1,face_01,object_03,non-target,face,center,face_11,1.5,1.52532814116822,0.232,onset,1100,0.232
prp,0,2,2,face_01,object_03,irrelevant,letter,center,letter_09,0.5,1.63256554276777,0,offset,1000,0.5
prp,0,2,3,face_01,object_03,irrelevant,letter,left,letter_10,1.5,1.29767284067517,0.116,onset,1100,0.116
prp,0,2,4,face_01,object_03,target,object,center,object_03,0.5,1.22946383457336,0.466,offset,1100,0.966
prp,0,2,5,face_01,object_03,non-target,object,left,object_01,0.5,1.70001361764933,0.116,offset,1100,0.616
prp,0,2,6,face_01,object_03,non-target,face,left,face_06,1,1.99958121559791,0.116,offset,1100,1.116
prp,0,2,7,face_01,object_03,irrelevant,false_font,right,false_font_02,0.5,0.706390445010393,0.466,onset,1100,0.466
prp,0,2,8,face_01,object_03,non-target,face,center,face_20,0.5,0.877417234422497,0.116,onset,1100,0.116
prp,0,2,9,face_01,object_03,non-target,face,center,face_16,1.5,0.881040525507183,0.116,onset,1000,0.116
prp,0,2,10,face_01,object_03,target,face,right,face_01,1.5,1.74834088399823,0.232,offset,1000,1.732
prp,0,2,11,face_01,object_03,irrelevant,letter,center,letter_19,0.5,1.40766822355076,0.466,offset,1000,0.966
prp,0,2,12,face_01,object_03,irrelevant,letter,center,letter_13,0.5,1.30095090200539,0.466,onset,1100,0.466
prp,0,2,13,face_01,object_03,irrelevant,letter,center,letter_10,1,1.82218175476318,0.232,offset,1100,1.232
prp,0,2,14,face_01,object_03,non-target,face,left,face_09,1,0.862282265848463,0.466,offset,1000,1.466
prp,0,2,15,face_01,object_03,target,face,left,face_01,1,1.16906127368914,0.116,offset,1100,1.116
prp,0,2,16,face_01,object_03,irrelevant,false_font,center,false_font_20,1.5,1.9790576026427,0.232,onset,1100,0.232
prp,0,2,17,face_01,object_03,irrelevant,letter,left,letter_06,1.5,1.50583151070803,0.232,offset,1100,1.732
prp,0,2,18,face_01,object_03,irrelevant,letter,left,letter_08,1.5,1.45228498354892,0.466,onset,1000,0.466
prp,0,2,19,face_01,object_03,irrelevant,letter,right,letter_17,1.5,0.899951831277055,0.232,onset,1100,0.232
prp,0,2,20,face_01,object_03,non-target,face,right,face_11,1.5,1.03679041561471,0.232,offset,1000,1.732
prp,0,2,21,face_01,object_03,non-target,face,right,face_18,1.5,1.886305214737,0.116,offset,1100,1.616
prp,0,2,22,face_01,object_03,irrelevant,false_font,center,false_font_08,1,1.70196546791682,0.116,onset,1000,0.116
prp,0,2,23,face_01,object_03,non-target,face,left,face_19,0.5,1.80008335323925,0,onset,1100,0
prp,0,2,24,face_01,object_03,target,face,left,face_01,1.5,0.899639413527761,0.232,onset,1000,0.232
prp,0,2,25,face_01,object_03,non-target,object,center,object_06,0.5,0.958758694110815,0.116,offset,1000,0.616
prp,0,2,26,face_01,object_03,irrelevant,letter,center,letter_01,1.5,1.68070751916787,0.466,onset,1000,0.466
prp,0,2,27,face_01,object_03,target,object,left,object_03,1,0.889743338632552,0.466,onset,1000,0.466
prp,0,2,28,face_01,object_03,irrelevant,false_font,center,false_font_02,1,1.3010959855723,0,onset,1100,0
prp,0,2,29,face_01,object_03,non-target,face,center,face_19,0.5,1.51792758464302,0.466,offset,1000,0.966
prp,0,2,30,face_01,object_03,irrelevant,letter,left,letter_16,1,0.843544252086475,0,onset,1000,0
prp,0,2,31,face_01,object_03,non-target,face,right,face_07,1.5,1.01870396626819,0,onset,1000,0
prp,0,2,32,face_01,object_03,target,object,right,object_03,0.5,0.767460030819076,0,onset,1100,0
prp,0,2,33,face_01,object_03,non-target,object,left,object_10,1,0.707313367066256,0.466,offset,1100,1.466
prp,0,2,34,face_01,object_03,non-target,face,center,face_05,1,1.02341097354731,0,offset,1100,1
prp,0,2,35,face_01,object_03,irrelevant,letter,left,letter_03,1.5,1.06963790171126,0,onset,1100,0
prp,0,2,36,face_01,object_03,non-target,object,right,object_19,0.5,1.38899884578379,0.232,offset,1000,0.732
prp,0,2,37,face_01,object_03,irrelevant,false_font,left,false_font_05,1,0.990368521956307,0.466,offset,1100,1.466
prp,0,2,38,face_01,object_03,non-target,object,center,object_10,0.5,1.63609178506704,0.232,onset,1100,0.232
prp,0,3,1,letter_07,false_font_01,non-target,false_font,center,false_font_11,1,0.993954799652309,0.116,onset,1100,0.116
prp,0,3,2,letter_07,false_font_01,irrelevant,face,right,face_02,1,1.33946442969714,0,offset,1100,1
prp,0,3,3,letter_07,false_font_01,irrelevant,face,left,face_01,0.5,1.26953386345397,0,offset,1100,0.5
prp,0,3,4,letter_07,false_font_01,non-target,letter,center,letter_03,1.5,1.70302830938331,0.232,onset,1100,0.232
prp,0,3,5,letter_07,false_font_01,non-target,false_font,left,false_font_16,0.5,1.33565710757267,0.232,onset,1100,0.232
prp,0,3,6,letter_07,false_font_01,non-target,false_font,center,false_font_20,0.5,1.38994962303427,0.116,onset,1100,0.116
prp,0,3,7,letter_07,false_font_01,non-target,false_font,right,false_font_10,0.5,0.852707368350186,0,offset,1000,0.5
prp,0,3,8,letter_07,false_font_01,irrelevant,face,center,face_14,1,0.730205169366356,0.466,offset,1100,1.466
prp,0,3,9,letter_07,false_font_01,non-target,false_font,left,false_font_11,0.5,1.05049837957909,0.466,offset,1000,0.966
prp,0,3,10,letter_07,false_font_01,irrelevant,object,center,object_20,1,0.987043037414103,0.466,onset,1000,0.466
prp,0,3,11,letter_07,false_font_01,irrelevant,face,center,face_17,1.5,1.51425961528309,0,onset,1100,0
prp,0,3,12,letter_07,false_font_01,irrelevant,object,right,object_14,1,1.11908418766917,0,offset,1000,1
prp,0,3,13,letter_07,false_font_01,irrelevant,object,right,object_20,1,1.5279611898333,0.116,onset,1000,0.116
prp,0,3,14,letter_07,false_font_01,non-target,letter,center,letter_06,1,0.723820887497161,0.116,onset,1000,0.116
prp,0,3,15,letter_07,false_font_01,target,false_font,center,false_font_01,1,1.17668955902599,0.232,onset,1100,0.232
prp,0,3,16,letter_07,false_font_01,irrelevant,face,center,face_14,0.5,0.77112358220887,0.116,offset,1000,0.616
prp,0,3,17,letter_07,false_font_01,non-target,letter,center,letter_13,0.5,1.70330649862056,0.116,offset,1100,0.616
prp,0,3,18,letter_07,false_font_01,non-target,false_font,center,false_font_04,1,1.00420201882709,0.116,onset,1000,0.116
prp,0,3,19,letter_07,false_font_01,irrelevant,object,right,object_05,0.5,1.62845713842398,0.116,offset,1100,0.616
prp,0,3,20,letter_07,false_font_01,non-target,letter,right,letter_17,0.5,1.00205353419782,0,offset,1000,0.5
prp,0,3,21,letter_07,false_font_01,irrelevant,face,center,face_13,0.5,1.46424191982521,0.466,offset,1000,0.966
prp,0,3,22,letter_07,false_font_01,target,false_font,center,false_font_01,0.5,1.96304930540727,0,onset,1100,0
prp,0,3,23,letter_07,false_font_01,irrelevant,face,center,face_02,1,0.754174484854852,0.116,offset,1000,1.116
prp,0,3,24,letter_07,false_font_01,irrelevant,object,left,object_12,0.5,0.737149787173107,0.232,offset,1000,0.732
prp,0,3,25,letter_07,false_font_01,irrelevant,object,center,object_09,1.5,1.17712764056654,0.116,offset,1000,1.616
prp,0,3,26,letter_07,false_font_01,non-target,letter,left,letter_12,1.5,1.01963204410726,0.466,offset,1100,1.966
prp,0,3,27,letter_07,false_font_01,irrelevant,face,right,face_17,1,1.44475847944857,0,onset,1000,0
prp,0,3,28,letter_07,false_font_01,non-target,false_font,right,false_font_09,1.5,1.14387422498196,0.116,onset,1100,0.116
prp,0,3,29,letter_07,false_font_01,target,letter,right,letter_07,0.5,0.861904761719137,0.116,offset,1100,0.616
prp,0,3,30,letter_07,false_font_01,non-target,false_font,right,false_font_16,0.5,1.34888819378971,0.232,onset,1100,0.232
prp,0,3,31,letter_07,false_font_01,irrelevant,face,right,face_16,0.5,1.99768649837526,0.466,offset,1000,0.966
prp,0,3,32,letter_07,false_font_01,target,false_font,center,false_font_01,1,0.724230593051595,0,onset,1000,0
prp,0,3,33,letter_07,false_font_01,irrelevant,object,left,object_10,0.5,1.07994198298754,0,offset,1100,0.5
prp,0,3,34,letter_07,false_font_01,non-target,letter,left,letter_11,0.5,0.814157257005199,0,offset,1000,0.5
prp,0,3,35,letter_07,false_font_01,non-target,letter,left,letter_17,1.5,1.43989471400947,0.466,onset,1100,0.466
prp,0,3,36,letter_07,false_font_01,non-target,letter,center,letter_19,1,1.48867692708401,0.232,onset,1100,0.232
prp,0,4,1,letter_09,false_font_08,irrelevant,face,center,face_06,1,1.49293203392831,0.116,onset,1100,0.116
prp,0,4,2,letter_09,false_font_08,irrelevant,face,center,face_06,1.5,1.25569610792508,0.466,onset,1100,0.466
prp,0,4,3,letter_09,false_font_08,non-target,letter,center,letter_11,0.5,0.950866311470194,0.466,onset,1100,0.466
prp,0,4,4,letter_09,false_font_08,irrelevant,object,left,object_15,0.5,1.05363598416352,0.116,onset,1100,0.116
prp,0,4,5,letter_09,false_font_08,target,letter,left,letter_09,1,1.53443679720338,0.116,offset,1000,1.116
prp,0,4,6,letter_09,false_font_08,irrelevant,object,center,object_11,1.5,1.7027228013217,0.232,onset,1000,0.232
prp,0,4,7,letter_09,false_font_08,non-target,false_font,center,false_font_03,1,0.897303096431182,0.116,offset,1100,1.116
prp,0,4,8,letter_09,false_font_08,non-target,false_font,center,false_font_03,1,0.774540944543821,0.466,onset,1100,0.466
prp,0,4,9,letter_09,false_font_08,target,letter,left,letter_09,1,1.38763868420712,0,onset,1000,0
prp,0,4,10,letter_09,false_font_08,target,false_font,left,false_font_08,1.5,1.62460722200276,0.116,onset,1000,0.116
