task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch
prp,0,14,9,face_18,object_15,irrelevant,letter,left,letter_13,1,1.25087318618816,0.266,offset,1100
prp,0,14,10,face_18,object_15,non-target,face,center,face_01,0.5,1.43390066451056,0.466,offset,1000
prp,0,14,11,face_18,object_15,non-target,face,center,face_20,1,0.992938364365151,0.466,onset,1000
prp,0,14,12,face_18,object_15,non-target,object,left,object_08,1.5,1.74366649500787,0.166,offset,1100
prp,0,14,13,face_18,object_15,irrelevant,false_font,right,false_font_11,1,0.707434185146238,0.166,offset,1100
prp,0,14,14,face_18,object_15,irrelevant,false_font,right,false_font_10,1,0.892173006492932,0.166,onset,1100
prp,0,14,15,face_18,object_15,non-target,object,center,object_16,1.5,0.800975643402798,0.166,onset,1000
prp,0,14,16,face_18,object_15,non-target,face,right,face_03,1.5,1.41445072354434,0,onset,1000
prp,0,14,17,face_18,object_15,non-target,object,left,object_02,1.5,1.56078260412585,0.266,onset,1000
prp,0,14,18,face_18,object_15,non-target,face,center,face_11,0.5,1.18500278969827,0.266,onset,1100
prp,0,14,19,face_18,object_15,non-target,object,right,object_10,1,0.998943595150748,0.166,offset,1100
prp,0,14,20,face_18,object_15,irrelevant,letter,center,letter_18,1,1.55854327978048,0,onset,1000
prp,0,14,21,face_18,object_15,irrelevant,letter,center,letter_16,1.5,1.35253068554324,0,offset,1100
prp,0,14,22,face_18,object_15,irrelevant,letter,right,letter_08,1.5,1.26025757151801,0,onset,1000
prp,0,14,23,face_18,object_15,target,face,right,face_18,1.5,0.895167359861473,166,onset,1000
prp,0,14,24,face_18,object_15,non-target,object,left,object_04,1,1.91713209585912,0.266,offset,1100
prp,0,14,25,face_18,object_15,irrelevant,false_font,right,false_font_10,1,0.891888462624278,0.166,onset,1000
prp,0,14,26,face_18,object_15,irrelevant,false_font,left,false_font_06,0.5,0.708967359576632,0,offset,1000
prp,0,14,27,face_18,object_15,non-target,face,right,face_08,1.5,1.53718944450305,0.266,onset,1100
prp,0,14,28,face_18,object_15,irrelevant,false_font,right,false_font_01,1,0.968495475653258,0,offset,1100
prp,0,14,29,face_18,object_15,non-target,face,right,face_20,0.5,1.53472211669942,0.166,onset,1100
prp,0,14,30,face_18,object_15,non-target,face,center,face_07,1,1.10617791046956,0.466,offset,1000
prp,0,14,31,face_18,object_15,irrelevant,false_font,center,false_font_02,1,1.11661925830022,0,onset,1100
prp,0,14,32,face_18,object_15,non-target,face,center,face_14,0.5,1.28747921267819,0.466,onset,1100
prp,0,14,33,face_18,object_15,non-target,face,center,face_01,1.5,1.17178971245125,0,offset,1000
prp,0,14,34,face_18,object_15,irrelevant,false_font,center,false_font_16,1.5,1.77141768227646,0,offset,1100
prp,0,15,1,letter_07,false_font_08,non-target,false_font,center,false_font_06,0.5,0.921507908714747,0.266,offset,1000
prp,0,15,2,letter_07,false_font_08,irrelevant,face,right,face_06,1,1.7098967781698,0.266,offset,1000
prp,0,15,3,letter_07,false_font_08,irrelevant,face,right,face_18,0.5,1.3379696556015,0.266,onset,1000
prp,0,15,4,letter_07,false_font_08,non-target,false_font,center,false_font_15,1.5,1.81866070856676,0.166,onset,1100
prp,0,15,5,letter_07,false_font_08,target,false_font,right,false_font_08,1,0.896068155189059,0,onset,1000
prp,0,15,6,letter_07,false_font_08,irrelevant,face,left,face_04,1,1.5742996684339,0,offset,1000
prp,0,15,7,letter_07,false_font_08,non-target,false_font,center,false_font_13,0.5,0.985704468178209,0.466,onset,1100
prp,0,15,8,letter_07,false_font_08,irrelevant,object,center,object_03,1,1.45068095645094,0.266,offset,1000
prp,0,15,9,letter_07,false_font_08,irrelevant,object,center,object_12,1.5,1.76525019354255,0.466,onset,1100
prp,0,15,10,letter_07,false_font_08,non-target,false_font,left,false_font_01,1,1.39327997903339,0,offset,1100
prp,0,15,11,letter_07,false_font_08,irrelevant,face,right,face_10,0.5,1.06248457266295,0.466,onset,1100
prp,0,15,12,letter_07,false_font_08,non-target,letter,left,letter_18,0.5,1.68051773679471,0.466,offset,1100
prp,0,15,13,letter_07,false_font_08,irrelevant,face,left,face_14,1.5,1.86090120255419,0.266,onset,1100
prp,0,15,14,letter_07,false_font_08,irrelevant,face,left,face_13,0.5,0.887163489238316,0.166,offset,1100
prp,0,15,15,letter_07,false_font_08,non-target,false_font,center,false_font_19,1,0.948624720995714,0.166,offset,1000
prp,0,15,16,letter_07,false_font_08,target,letter,center,letter_07,1.5,0.973242276514712,266,offset,1100
prp,0,15,17,letter_07,false_font_08,irrelevant,face,right,face_19,1.5,0.811708928616752,0,offset,1000
prp,0,15,18,letter_07,false_font_08,non-target,letter,center,letter_01,1.5,0.749856629222457,0.266,onset,1100
prp,0,15,19,letter_07,false_font_08,irrelevant,face,center,face_20,0.5,0.776385271411899,0.266,onset,1100
prp,0,15,20,letter_07,false_font_08,irrelevant,object,center,object_08,0.5,0.936944294815436,0.266,onset,1100
prp,0,15,21,letter_07,false_font_08,irrelevant,face,right,face_11,0.5,1.37860797524279,0.466,onset,1000
prp,0,15,22,letter_07,false_font_08,non-target,false_font,center,false_font_15,0.5,1.00081013034837,0.166,offset,1000
prp,0,15,23,letter_07,false_font_08,non-target,letter,center,letter_18,0.5,1.09271468399702,0.466,offset,1100
prp,0,15,24,letter_07,false_font_08,non-target,letter,left,letter_04,1,0.740116264761465,0.266,onset,1100
prp,0,15,25,letter_07,false_font_08,irrelevant,object,center,object_08,0.5,1.61343560910919,0.266,onset,1000
prp,0,15,26,letter_07,false_font_08,irrelevant,object,center,object_09,1,0.984861205528587,0.466,offset,1000
prp,0,15,27,letter_07,false_font_08,non-target,false_font,center,false_font_18,1,0.743739514687199,0.266,onset,1000
prp,0,15,28,letter_07,false_font_08,non-target,false_font,right,false_font_11,0.5,1.16854392251099,0.466,onset,1100
prp,0,15,29,letter_07,false_font_08,non-target,false_font,center,false_font_13,1.5,0.984551512686457,0.266,offset,1100
prp,0,15,30,letter_07,false_font_08,irrelevant,face,right,face_17,1.5,0.824892893477173,0.166,onset,1000
prp,0,15,31,letter_07,false_font_08,non-target,letter,center,letter_15,0.5,1.29700432299606,0.266,onset,1000
prp,0,15,32,letter_07,false_font_08,non-target,letter,center,letter_11,1,1.0459516176001,0,onset,1100
prp,0,15,33,letter_07,false_font_08,non-target,false_font,left,false_font_18,1.5,1.16074426439517,0.466,offset,1000
prp,0,15,34,letter_07,false_font_08,irrelevant,face,right,face_08,1.5,0.730314991294967,0,onset,1000
prp,0,15,35,letter_07,false_font_08,target,false_font,right,false_font_08,1,0.858481184343694,466,offset,1000
prp,0,16,1,letter_19,false_font_12,irrelevant,face,left,face_10,1,1.5234435264903,0,offset,1100
prp,0,16,2,letter_19,false_font_12,irrelevant,face,center,face_03,1.5,0.825623496622378,0.166,offset,1000
prp,0,16,3,letter_19,false_font_12,non-target,letter,right,letter_04,0.5,1.0604033560288,0,onset,1100
prp,0,16,4,letter_19,false_font_12,non-target,false_font,left,false_font_16,0.5,1.45342284823757,0.266,offset,1100
prp,0,16,5,letter_19,false_font_12,target,letter,center,letter_19,1.5,1.05863060541773,266,onset,1000
prp,0,16,6,letter_19,false_font_12,irrelevant,object,center,object_17,0.5,0.876631362082946,0.466,onset,1000
prp,0,16,7,letter_19,false_font_12,non-target,letter,center,letter_06,0.5,1.06547197963825,0.266,onset,1100
prp,0,16,8,letter_19,false_font_12,non-target,letter,center,letter_14,1,1.18158888612883,0.466,onset,1100
prp,0,16,9,letter_19,false_font_12,irrelevant,face,left,face_03,1.5,1.12901323465212,0.466,onset,1100
prp,0,16,10,letter_19,false_font_12,non-target,letter,right,letter_08,0.5,1.46795813433688,0.166,onset,1000
prp,0,16,11,letter_19,false_font_12,irrelevant,object,left,object_18,1,1.12056645672038,0.266,offset,1100
prp,0,16,12,letter_19,false_font_12,non-target,false_font,center,false_font_01,0.5,0.702032050850605,0.466,offset,1100
prp,0,16,13,letter_19,false_font_12,target,false_font,center,false_font_12,1,0.871151827227731,266,offset,1000
prp,0,16,14,letter_19,false_font_12,irrelevant,object,right,object_03,1.5,0.840615753145662,0,onset,1000
prp,0,16,15,letter_19,false_font_12,irrelevant,face,left,face_08,0.5,0.712030308461863,0.266,onset,1100
prp,0,16,16,letter_19,false_font_12,irrelevant,object,right,object_17,1,1.68083160608363,0.166,onset,1000
prp,0,16,17,letter_19,false_font_12,non-target,letter,right,letter_13,1.5,0.998265234251085,0.166,onset,1000
prp,0,16,18,letter_19,false_font_12,non-target,letter,center,letter_02,1,1.40474064057496,0.266,offset,1000
prp,0,16,19,letter_19,false_font_12,target,letter,center,letter_19,1,0.882944199651815,0,onset,1100
prp,0,16,20,letter_19,false_font_12,non-target,letter,center,letter_16,1,1.08134191692492,0.166,onset,1100
prp,0,16,21,letter_19,false_font_12,non-target,letter,left,letter_13,1.5,0.759304982878912,0,onset,1000
prp,0,16,22,letter_19,false_font_12,irrelevant,face,right,face_07,0.5,0.723295625199028,0,offset,1100
prp,0,16,23,letter_19,false_font_12,non-target,false_font,right,false_font_04,1,1.40381481789218,0.166,onset,1000
prp,0,16,24,letter_19,false_font_12,irrelevant,object,center,object_17,0.5,1.98457616508335,0,offset,1100
prp,0,16,25,letter_19,false_font_12,irrelevant,face,left,face_14,0.5,0.783910304280342,0.166,onset,1000
prp,0,16,26,letter_19,false_font_12,irrelevant,face,center,face_14,0.5,1.04875135866526,0,onset,1100
prp,0,16,27,letter_19,false_font_12,irrelevant,face,center,face_03,1.5,1.93791032952841,0.266,onset,1000
prp,0,16,28,letter_19,false_font_12,irrelevant,face,right,face_10,1,0.788454932959596,0,onset,1100
prp,0,16,29,letter_19,false_font_12,non-target,false_font,right,false_font_16,0.5,1.71829382009915,0.166,onset,1000
prp,0,16,30,letter_19,false_font_12,non-target,false_font,center,false_font_02,1,1.44953549608787,0,offset,1000
prp,0,16,31,letter_19,false_font_12,target,letter,center,letter_19,1,1.00899637843776,166,offset,1000
prp,0,16,32,letter_19,false_font_12,irrelevant,object,left,object_15,1.5,1.05294379844752,0.166,onset,1000
prp,0,16,33,letter_19,false_font_12,non-target,letter,left,letter_13,0.5,1.33957684497238,0,onset,1100
prp,0,16,34,letter_19,false_font_12,non-target,false_font,left,false_font_16,1,0.701033403749094,0.266,offset,1100
prp,0,16,35,letter_19,false_font_12,irrelevant,face,right,face_13,1.5,1.9976463497424,0.166,offset,1000
prp,0,16,36,letter_19,false_font_12,non-target,false_font,right,false_font_01,0.5,1.06488876682044,0,offset,1000
prp,0,17,1,letter_04,false_font_06,non-target,letter,right,letter_16,0.5,1.30629891213483,0.266,offset,1000
prp,0,17,2,letter_04,false_font_06,target,letter,left,letter_04,1.5,1.00910238409891,166,onset,1000
prp,0,17,3,letter_04,false_font_06,irrelevant,object,right,object_12,0.5,1.75102014216163,0.466,offset,1000
prp,0,17,4,letter_04,false_font_06,irrelevant,object,left,object_12,1.5,1.30766920788328,0.166,offset,1100
prp,0,17,5,letter_04,false_font_06,non-target,false_font,center,false_font_01,1,1.44524827362578,0.466,offset,1000
prp,0,17,6,letter_04,false_font_06,irrelevant,object,center,object_01,0.5,0.884650110308475,0.166,onset,1000
prp,0,17,7,letter_04,false_font_06,non-target,letter,center,letter_13,1,0.735737914411441,0.166,offset,1100
prp,0,17,8,letter_04,false_font_06,non-target,letter,right,letter_19,1.5,1.29630209004048,0.266,offset,1000
prp,0,17,9,letter_04,false_font_06,target,letter,right,letter_04,1.5,0.87959303269724,0,onset,1100
prp,0,17,10,letter_04,false_font_06,irrelevant,face,left,face_06,0.5,0.749972636791725,0,onset,1000
prp,0,17,11,letter_04,false_font_06,irrelevant,face,center,face_02,0.5,1.06965184271005,0.166,offset,1000
prp,0,17,12,letter_04,false_font_06,non-target,false_font,left,false_font_10,1,0.738057175683389,0.266,onset,1100
prp,0,17,13,letter_04,false_font_06,irrelevant,object,center,object_02,0.5,0.90299040188208,0.166,onset,1000
prp,0,17,14,letter_04,false_font_06,non-target,letter,left,letter_11,1.5,0.815905076934147,0.466,onset,1100
prp,0,17,15,letter_04,false_font_06,irrelevant,object,center,object_13,0.5,1.61582663934912,0.466,onset,1100
prp,0,17,16,letter_04,false_font_06,target,false_font,left,false_font_06,1.5,0.701748596477898,166,offset,1000
prp,0,17,17,letter_04,false_font_06,non-target,false_font,right,false_font_08,1.5,1.87752758103358,0.166,onset,1100
prp,0,17,18,letter_04,false_font_06,non-target,letter,left,letter_06,1.5,1.3369841480618,0.266,onset,1000
prp,0,17,19,letter_04,false_font_06,irrelevant,object,left,object_06,1.5,1.18301488722108,0,onset,1000
prp,0,17,20,letter_04,false_font_06,irrelevant,object,left,object_07,1,1.03865792163094,0,offset,1000
prp,0,17,21,letter_04,false_font_06,irrelevant,object,center,object_07,1.5,1.40944975011174,0.466,onset,1000
prp,0,17,22,letter_04,false_font_06,target,false_font,left,false_font_06,1,0.717230833097158,0,onset,1000
prp,0,17,23,letter_04,false_font_06,irrelevant,object,center,object_07,1.5,0.715423628226664,0,offset,1100
prp,0,17,24,letter_04,false_font_06,non-target,letter,right,letter_09,1,0.765496740740244,0.266,offset,1000
prp,0,17,25,letter_04,false_font_06,non-target,false_font,right,false_font_16,1.5,1.53594880720643,0.166,onset,1000
prp,0,17,26,letter_04,false_font_06,non-target,letter,left,letter_05,1,1.70656128137256,0.466,offset,1100
prp,0,17,27,letter_04,false_font_06,irrelevant,object,center,object_12,1,0.717377999292159,0.266,onset,1100
prp,0,17,28,letter_04,false_font_06,non-target,letter,center,letter_03,0.5,1.5425836659714,0.266,offset,1000
prp,0,17,29,letter_04,false_font_06,irrelevant,object,center,object_17,1,1.36238078477466,0.466,onset,1000
prp,0,17,30,letter_04,false_font_06,non-target,false_font,center,false_font_14,1,1.34659217054809,0,onset,1000
prp,0,17,31,letter_04,false_font_06,irrelevant,face,left,face_01,1.5,1.64695757968081,0.466,offset,1100
prp,0,17,32,letter_04,false_font_06,non-target,letter,center,letter_18,1,1.54719867267362,0.466,offset,1000
prp,0,17,33,letter_04,false_font_06,irrelevant,face,left,face_15,1,1.45737842325709,0.166,onset,1000
prp,0,17,34,letter_04,false_font_06,non-target,letter,center,letter_01,1.5,1.82683003079772,0.266,offset,1100
prp,0,17,35,letter_04,false_font_06,non-target,false_font,center,false_font_14,1.5,1.19583783138827,0,offset,1100
prp,0,17,36,letter_04,false_font_06,irrelevant,object,center,object_08,1,1.19387090622572,0.166,onset,1000
prp,0,18,1,letter_03,false_font_02,irrelevant,object,left,object_13,1,1.31970172710145,0.266,offset,1100
prp,0,18,2,letter_03,false_font_02,target,letter,right,letter_03,1.5,1.12459736889376,0,onset,1000
prp,0,18,3,letter_03,false_font_02,non-target,false_font,center,false_font_03,0.5,0.737375735907256,0,onset,1000
prp,0,18,4,letter_03,false_font_02,irrelevant,face,center,face_18,1,0.739296035878768,0,onset,1100
prp,0,18,5,letter_03,false_font_02,non-target,false_font,center,false_font_01,1.5,0.706489920906407,0.266,onset,1100
prp,0,18,6,letter_03,false_font_02,irrelevant,object,right,object_09,1,1.53708992456163,0.466,offset,1100
prp,0,18,7,letter_03,false_font_02,non-target,false_font,center,false_font_13,0.5,0.830813046252648,0.266,onset,1000
prp,0,18,8,letter_03,false_font_02,non-target,false_font,right,false_font_09,1.5,1.2779051768691,0,onset,1000
prp,0,18,9,letter_03,false_font_02,irrelevant,object,right,object_07,1,1.64903261770113,0.166,onset,1100
prp,0,18,10,letter_03,false_font_02,non-target,letter,center,letter_01,0.5,0.719889872561,0.266,onset,1000
prp,0,18,11,letter_03,false_font_02,target,false_font,center,false_font_02,0.5,1.50809746605161,0,offset,1100
prp,0,18,12,letter_03,false_font_02,non-target,false_font,left,false_font_07,1,1.964581669537,0.466,onset,1100
prp,0,18,13,letter_03,false_font_02,non-target,letter,center,letter_19,1.5,0.825309068455535,0.166,onset,1100
prp,0,18,14,letter_03,false_font_02,non-target,letter,center,letter_11,0.5,1.82787910461698,0.466,onset,1000
prp,0,18,15,letter_03,false_font_02,irrelevant,object,center,object_06,0.5,0.71002041777076,0.166,onset,1000
prp,0,18,16,letter_03,false_font_02,irrelevant,object,left,object_18,1.5,0.891651972104284,0.466,onset,1000
prp,0,18,17,letter_03,false_font_02,irrelevant,face,right,face_07,1,1.45300019586415,0.266,onset,1100
prp,0,18,18,letter_03,false_font_02,irrelevant,face,right,face_17,0.5,1.11464871400576,0.266,offset,1000
prp,0,18,19,letter_03,false_font_02,non-target,letter,right,letter_19,0.5,1.58173802804136,0.266,offset,1000
prp,0,18,20,letter_03,false_font_02,irrelevant,face,right,face_18,1.5,0.839511479100716,0.466,offset,1000
prp,0,18,21,letter_03,false_font_02,non-target,letter,center,letter_04,1.5,0.929083131669032,0.166,offset,1000
prp,0,18,22,letter_03,false_font_02,non-target,letter,right,letter_14,0.5,0.895646972297861,0.466,onset,1000
prp,0,18,23,letter_03,false_font_02,target,letter,right,letter_03,0.5,1.53610576929934,166,onset,1000
prp,0,18,24,letter_03,false_font_02,irrelevant,face,left,face_18,0.5,0.875517511255272,0,onset,1100
prp,0,18,25,letter_03,false_font_02,non-target,letter,right,letter_11,0.5,1.23238538593837,0.266,offset,1100
prp,0,18,26,letter_03,false_font_02,non-target,letter,center,letter_15,0.5,0.97459847790886,0.166,onset,1000
prp,0,18,27,letter_03,false_font_02,irrelevant,face,left,face_13,1.5,1.8015053429773,0.166,onset,1000
prp,0,18,28,letter_03,false_font_02,irrelevant,object,center,object_16,1,1.492345291616,0,onset,1100
prp,0,18,29,letter_03,false_font_02,irrelevant,face,right,face_01,1,0.715645069052498,0.466,onset,1100
prp,0,18,30,letter_03,false_font_02,irrelevant,object,center,object_04,1,1.8323243864462,0,onset,1100
prp,0,18,31,letter_03,false_font_02,irrelevant,face,center,face_15,1,1.40341963703994,0,onset,1000
prp,0,18,32,letter_03,false_font_02,irrelevant,object,right,object_06,1.5,1.38225463960832,0.166,onset,1000
prp,0,18,33,letter_03,false_font_02,non-target,letter,center,letter_05,1.5,1.37159302241061,0,onset,1100
prp,0,18,34,letter_03,false_font_02,target,false_font,center,false_font_02,1.5,1.96935780106224,266,offset,1100
prp,0,18,35,letter_03,false_font_02,non-target,letter,left,letter_07,1,0.892206953571098,0.266,offset,1100
prp,0,18,36,letter_03,false_font_02,non-target,letter,right,letter_17,1.5,1.63716895038679,0.166,offset,1000
prp,0,18,37,letter_03,false_font_02,target,letter,left,letter_03,0.5,1.29775807141316,166,offset,1100
prp,0,19,1,face_14,object_15,non-target,face,left,face_02,0.5,1.49790256460842,0,offset,1100
prp,0,19,2,face_14,object_15,irrelevant,letter,center,letter_08,1,0.791371463975442,0,onset,1100
prp,0,19,3,face_14,object_15,non-target,object,center,object_20,1.5,0.72926966733115,0.166,onset,1100
prp,0,19,4,face_14,object_15,non-target,face,center,face_04,1.5,1.39967579292171,0.466,offset,1100
prp,0,19,5,face_14,object_15,target,object,center,object_15,0.5,1.37368040575893,466,onset,1100
prp,0,19,6,face_14,object_15,irrelevant,letter,right,letter_08,1,0.715684196320213,0,offset,1100
prp,0,19,7,face_14,object_15,non-target,object,right,object_12,1.5,1.6460097887635,0.166,onset,1100
prp,0,19,8,face_14,object_15,irrelevant,letter,center,letter_10,0.5,1.22305563191803,0.466,onset,1000
prp,0,19,9,face_14,object_15,non-target,face,center,face_10,0.5,0.826457689131889,0.466,onset,1000
prp,0,19,10,face_14,object_15,irrelevant,letter,center,letter_19,1.5,0.753831553064667,0,onset,1000
prp,0,19,11,face_14,object_15,irrelevant,letter,right,letter_10,0.5,0.70397526771721,0.266,offset,1000
prp,0,19,12,face_14,object_15,irrelevant,false_font,center,false_font_14,0.5,1.84875406598584,0,onset,1000
prp,0,19,13,face_14,object_15,target,face,center,face_14,0.5,0.745556543104327,266,offset,1000
prp,0,19,14,face_14,object_15,non-target,face,center,face_05,0.5,0.840135051159874,0.466,offset,1100
prp,0,19,15,face_14,object_15,irrelevant,false_font,center,false_font_18,1,1.41482254343398,0,onset,1100
prp,0,19,16,face_14,object_15,non-target,face,center,face_17,1.5,0.775032393606436,0.266,onset,1000
prp,0,19,17,face_14,object_15,irrelevant,false_font,center,false_font_19,0.5,1.00610996774332,0.266,offset,1100
prp,0,19,18,face_14,object_15,non-target,object,center,object_04,1.5,1.47765015244714,0,onset,1000
prp,0,19,19,face_14,object_15,non-target,object,right,object_12,1,0.812486107595778,0,offset,1100
prp,0,19,20,face_14,object_15,non-target,face,center,face_15,1.5,1.8300288976532,0.166,onset,1000
prp,0,19,21,face_14,object_15,non-target,object,right,object_17,0.5,1.62857976575663,0.266,offset,1100
prp,0,19,22,face_14,object_15,irrelevant,false_font,left,false_font_11,1,1.62105422658981,0,onset,1100
prp,0,19,23,face_14,object_15,irrelevant,false_font,center,false_font_17,1,1.546967475285,0.166,onset,1100
prp,0,19,24,face_14,object_15,non-target,face,right,face_20,1.5,1.25666131204197,0,offset,1000
prp,0,19,25,face_14,object_15,irrelevant,false_font,right,false_font_16,1,1.01492614262514,0.266,offset,1100
prp,0,19,26,face_14,object_15,irrelevant,false_font,center,false_font_05,1.5,0.704129071258505,0.466,onset,1000
prp,0,19,27,face_14,object_15,non-target,face,right,face_17,1.5,1.30519289076085,0.266,offset,1100
prp,0,19,28,face_14,object_15,irrelevant,letter,right,letter_07,1.5,0.878462709250129,0.466,offset,1000
prp,0,19,29,face_14,object_15,non-target,face,center,face_07,0.5,1.55081845955029,0,onset,1100
prp,0,19,30,face_14,object_15,non-target,object,left,object_19,1,0.919948648989032,0.466,offset,1100
prp,0,19,31,face_14,object_15,irrelevant,letter,left,letter_17,0.5,1.05627903886654,0.266,offset,1000
prp,0,19,32,face_14,object_15,non-target,face,center,face_20,1,1.1953906323157,0.166,offset,1000
prp,0,19,33,face_14,object_15,irrelevant,false_font,left,false_font_11,1,1.51734796792119,0.266,offset,1100
prp,0,19,34,face_14,object_15,irrelevant,letter,center,letter_08,1.5,1.03997515603347,0,onset,1100
prp,0,20,1,face_18,object_11,non-target,object,left,object_06,1.5,1.57895576511139,0.166,offset,1000
prp,0,20,2,face_18,object_11,non-target,object,left,object_06,1.5,1.79532347356668,0.166,onset,1100
prp,0,20,3,face_18,object_11,target,face,center,face_18,1,0.729732466923813,266,onset,1100
prp,0,20,4,face_18,object_11,irrelevant,false_font,left,false_font_14,1,1.18693613219137,0.466,onset,1100
prp,0,20,5,face_18,object_11,non-target,object,right,object_06,1.5,1.01432585375272,0.166,offset,1100
prp,0,20,6,face_18,object_11,non-target,face,left,face_01,1.5,1.38974590991924,0.266,offset,1100
prp,0,20,7,face_18,object_11,irrelevant,letter,center,letter_12,0.5,0.866767213062404,0,onset,1100
prp,0,20,8,face_18,object_11,non-target,face,center,face_09,1,0.738431157742371,0,onset,1000
prp,0,20,9,face_18,object_11,target,object,center,object_11,1.5,0.929294209476066,466,onset,1000
prp,0,20,10,face_18,object_11,non-target,object,right,object_16,0.5,1.51660749013891,0,offset,1100
prp,0,20,11,face_18,object_11,non-target,object,right,object_03,0.5,1.33375258369633,0.466,offset,1000
prp,0,20,12,face_18,object_11,irrelevant,letter,left,letter_17,0.5,0.858577179600288,0,offset,1100
prp,0,20,13,face_18,object_11,target,face,center,face_18,1,1.41167153085246,466,onset,1000
prp,0,20,14,face_18,object_11,non-target,object,center,object_09,1,0.818162836928061,0.466,onset,1100
prp,0,20,15,face_18,object_11,irrelevant,letter,left,letter_15,1.5,1.91964649664639,0,offset,1100
prp,0,20,16,face_18,object_11,irrelevant,false_font,right,false_font_13,1,0.79386312118059,0.466,offset,1100
prp,0,20,17,face_18,object_11,irrelevant,letter,center,letter_11,1.5,0.921768900490915,0,offset,1100
prp,0,20,18,face_18,object_11,target,object,center,object_11,1.5,1.91108531116472,0,onset,1100
prp,0,20,19,face_18,object_11,non-target,object,center,object_09,1,1.24109998515211,0.166,offset,1100
prp,0,20,20,face_18,object_11,irrelevant,letter,center,letter_15,1.5,0.70217935498559,0.466,offset,1000
prp,0,20,21,face_18,object_11,non-target,object,center,object_03,0.5,1.81866989629399,0.466,onset,1000
prp,0,20,22,face_18,object_11,non-target,face,right,face_02,0.5,0.936183993831182,0,onset,1000
prp,0,20,23,face_18,object_11,irrelevant,letter,left,letter_15,0.5,0.837351652718901,0.466,offset,1100
prp,0,20,24,face_18,object_11,irrelevant,false_font,center,false_font_17,1.5,1.33072195365333,0,onset,1000
prp,0,20,25,face_18,object_11,non-target,face,right,face_13,1,0.720024157651943,0,onset,1100
prp,0,20,26,face_18,object_11,non-target,face,center,face_05,1,1.31503799343205,0.166,onset,1100
prp,0,20,27,face_18,object_11,irrelevant,letter,center,letter_04,1,0.878301798564101,0.466,offset,1100
prp,0,20,28,face_18,object_11,non-target,face,left,face_05,1,0.817236223196714,0.266,onset,1000
prp,0,20,29,face_18,object_11,irrelevant,letter,center,letter_11,1.5,1.70128913190846,0.266,onset,1100
prp,0,20,30,face_18,object_11,non-target,object,center,object_05,1,1.70908662377066,0.466,onset,1000
prp,0,20,31,face_18,object_11,irrelevant,false_font,left,false_font_20,1.5,1.51602629455934,0.466,onset,1100
prp,0,20,32,face_18,object_11,irrelevant,false_font,right,false_font_05,0.5,1.47392732743703,0.166,offset,1100
prp,0,20,33,face_18,object_11,non-target,object,center,object_16,0.5,0.833039809022218,0.466,offset,1100
prp,0,20,34,face_18,object_11,irrelevant,false_font,left,false_font_20,1.5,1.09790992529423,0.266,onset,1000
prp,0,20,35,face_18,object_11,irrelevant,letter,left,letter_04,1,1.48301700431546,0,offset,1100
prp,0,20,36,face_18,object_11,irrelevant,false_font,center,false_font_13,1,0.899172451768049,0.266,offset,1100
prp,0,21,1,face_11,object_11,non-target,face,right,face_18,0.5,1.51463747276701,0.266,offset,1100
prp,0,21,2,face_11,object_11,irrelevant,letter,center,letter_18,1.5,1.42374168326617,0,offset,1000
prp,0,21,3,face_11,object_11,target,object,left,object_11,0.5,1.56700715549817,466,offset,1100
prp,0,21,4,face_11,object_11,non-target,object,center,object_20,0.5,1.40684929002367,0.266,onset,1100
prp,0,21,5,face_11,object_11,irrelevant,letter,right,letter_03,0.5,1.82714560552774,0.266,offset,1100
prp,0,21,6,face_11,object_11,irrelevant,false_font,right,false_font_09,0.5,1.13721125319179,0.166,offset,1000
prp,0,21,7,face_11,object_11,target,object,right,object_11,0.5,1.09398977068393,266,offset,1000
prp,0,21,8,face_11,object_11,non-target,object,left,object_07,1,1.36856156429033,0.466,offset,1100
prp,0,21,9,face_11,object_11,irrelevant,false_font,left,false_font_15,0.5,1.28500725552413,0.466,onset,1100
prp,0,21,10,face_11,object_11,irrelevant,letter,left,letter_10,1.5,1.33562354207668,0,onset,1100
prp,0,21,11,face_11,object_11,target,object,right,object_11,0.5,1.42563498000398,166,offset,1000
prp,0,21,12,face_11,object_11,irrelevant,letter,center,letter_05,1.5,1.00965308591119,0.466,offset,1000
prp,0,21,13,face_11,object_11,non-target,object,left,object_10,0.5,1.07530374897327,0.266,onset,1100
prp,0,21,14,face_11,object_11,irrelevant,letter,right,letter_07,0.5,1.78163312538479,0,offset,1000
prp,0,21,15,face_11,object_11,irrelevant,letter,center,letter_19,0.5,1.43121934286782,0.466,onset,1000
prp,0,21,16,face_11,object_11,non-target,object,center,object_10,1.5,1.27400795887686,0.466,onset,1100
prp,0,21,17,face_11,object_11,irrelevant,letter,center,letter_01,0.5,1.40804274749415,0.266,offset,1100
prp,0,21,18,face_11,object_11,non-target,face,left,face_01,0.5,1.87083824902961,0.166,onset,1100
prp,0,21,19,face_11,object_11,irrelevant,false_font,center,false_font_19,1,1.16884875249618,0.466,onset,1100
prp,0,21,20,face_11,object_11,irrelevant,letter,center,letter_15,1,0.827275032953422,0.266,onset,1100
