task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,SOA_lock,pitch
prp,0,28,30,face_09,object_04,irrelevant,false_font,center,false_font_11,1.5,1.1023163961335,0.166,onset,1100
prp,0,28,31,face_09,object_04,irrelevant,false_font,center,false_font_08,1.5,1.99635993212789,0.266,onset,1100
prp,0,28,32,face_09,object_04,irrelevant,false_font,left,false_font_15,1.5,1.0289429728797,0,offset,1100
prp,0,28,33,face_09,object_04,non-target,face,left,face_15,0.5,0.761773796796496,0.166,offset,1100
prp,0,28,34,face_09,object_04,irrelevant,letter,center,letter_16,1.5,0.834378639359918,0.466,onset,1100
prp,0,28,35,face_09,object_04,non-target,object,center,object_14,0.5,1.83321557058889,0.166,offset,1000
prp,0,28,36,face_09,object_04,irrelevant,false_font,center,false_font_02,1.5,1.74679521151214,0.266,onset,1000
prp,0,28,37,face_09,object_04,irrelevant,false_font,center,false_font_13,0.5,1.12801299789181,0.466,onset,1100
prp,0,28,38,face_09,object_04,non-target,face,right,face_05,0.5,1.46334701138894,0.166,offset,1000
prp,0,29,1,face_10,object_07,non-target,face,left,face_13,0.5,0.775666441213827,0.166,offset,1100
prp,0,29,2,face_10,object_07,non-target,face,right,face_08,1,1.59834721667163,0.466,offset,1000
prp,0,29,3,face_10,object_07,irrelevant,letter,center,letter_20,0.5,1.80593095020793,0.266,onset,1100
prp,0,29,4,face_10,object_07,irrelevant,false_font,right,false_font_10,0.5,0.768397381117883,0.466,onset,1000
prp,0,29,5,face_10,object_07,irrelevant,false_font,left,false_font_11,0.5,0.843580101224492,0.466,offset,1100
prp,0,29,6,face_10,object_07,irrelevant,letter,center,letter_05,0.5,1.96157073078587,0.466,offset,1000
prp,0,29,7,face_10,object_07,non-target,object,left,object_13,0.5,0.886965206665526,0.166,offset,1000
prp,0,29,8,face_10,object_07,non-target,object,right,object_19,0.5,0.703105472089451,0.166,offset,1000
prp,0,29,9,face_10,object_07,non-target,object,left,object_02,0.5,1.12078932765182,0.466,offset,1100
prp,0,29,10,face_10,object_07,irrelevant,false_font,center,false_font_10,0.5,0.73835988931666,0.266,onset,1100
prp,0,29,11,face_10,object_07,non-target,object,center,object_02,1.5,0.957441430559546,0.266,onset,1000
prp,0,29,12,face_10,object_07,non-target,object,left,object_19,1,0.901306697213115,0.266,offset,1000
prp,0,29,13,face_10,object_07,irrelevant,false_font,right,false_font_19,0.5,0.953560212636817,0,offset,1000
prp,0,29,14,face_10,object_07,irrelevant,false_font,right,false_font_03,0.5,1.60344645813571,0.266,onset,1000
prp,0,29,15,face_10,object_07,target,object,center,object_07,0.5,1.90067678035453,466,onset,1000
prp,0,29,16,face_10,object_07,non-target,face,center,face_14,0.5,1.34256063180867,0.166,offset,1000
prp,0,29,17,face_10,object_07,irrelevant,letter,left,letter_19,1.5,1.50688426115116,0.166,offset,1100
prp,0,29,18,face_10,object_07,irrelevant,letter,center,letter_20,1.5,0.82903083848512,0,onset,1100
prp,0,29,19,face_10,object_07,non-target,face,center,face_07,0.5,1.93600245763173,0,offset,1000
prp,0,29,20,face_10,object_07,non-target,object,left,object_03,1,1.39497737853811,0.266,onset,1000
prp,0,29,21,face_10,object_07,non-target,face,center,face_12,0.5,1.28225101286814,0.166,onset,1100
prp,0,29,22,face_10,object_07,irrelevant,false_font,left,false_font_11,1,0.924444305859959,0.466,offset,1100
prp,0,29,23,face_10,object_07,irrelevant,letter,left,letter_04,1.5,1.81310299941606,0.266,offset,1000
prp,0,29,24,face_10,object_07,irrelevant,letter,left,letter_10,0.5,1.48297320117143,0.166,onset,1000
prp,0,29,25,face_10,object_07,target,object,center,object_07,1,1.56791078011753,466,offset,1100
prp,0,29,26,face_10,object_07,non-target,object,center,object_04,1.5,1.78050429258969,0.466,onset,1000
prp,0,29,27,face_10,object_07,irrelevant,letter,left,letter_05,1,0.710852749174845,0.166,offset,1100
prp,0,29,28,face_10,object_07,irrelevant,false_font,center,false_font_08,1,1.07096568895088,0.166,offset,1100
prp,0,29,29,face_10,object_07,non-target,object,center,object_01,0.5,0.800224543499931,0,onset,1100
prp,0,29,30,face_10,object_07,target,face,center,face_10,1.5,1.16383163064358,166,offset,1000
prp,0,29,31,face_10,object_07,irrelevant,letter,center,letter_15,1.5,1.39750729716256,0.166,onset,1100
prp,0,29,32,face_10,object_07,non-target,face,right,face_16,1,1.51306553511598,0,onset,1000
prp,0,29,33,face_10,object_07,non-target,object,center,object_04,0.5,0.925043386382908,0,onset,1100
prp,0,29,34,face_10,object_07,target,face,center,face_10,1,1.38837590629693,266,offset,1000
prp,0,29,35,face_10,object_07,irrelevant,letter,center,letter_20,1.5,1.10887083879222,0.266,offset,1000
prp,0,29,36,face_10,object_07,non-target,face,right,face_18,1,0.983971624175889,0,offset,1000
prp,0,30,1,face_16,object_03,irrelevant,false_font,center,false_font_07,0.5,1.18934177730137,0.166,offset,1000
prp,0,30,2,face_16,object_03,non-target,face,center,face_19,1.5,1.12800605097209,0.266,onset,1100
prp,0,30,3,face_16,object_03,irrelevant,letter,right,letter_07,1,1.00941950206248,0.266,offset,1000
prp,0,30,4,face_16,object_03,non-target,face,center,face_11,1,1.99820862182335,0,offset,1000
prp,0,30,5,face_16,object_03,irrelevant,letter,right,letter_03,1,1.54381643906601,0.166,offset,1000
prp,0,30,6,face_16,object_03,irrelevant,false_font,right,false_font_02,1.5,0.832644811962702,0.166,offset,1100
prp,0,30,7,face_16,object_03,target,object,center,object_03,0.5,1.59610844190086,466,onset,1100
prp,0,30,8,face_16,object_03,non-target,face,left,face_13,1,1.99785652999432,0.266,offset,1000
prp,0,30,9,face_16,object_03,non-target,object,right,object_05,1.5,0.912691903669707,0.466,offset,1000
prp,0,30,10,face_16,object_03,irrelevant,letter,left,letter_04,1,1.01642320109386,0.266,onset,1000
prp,0,30,11,face_16,object_03,irrelevant,false_font,center,false_font_12,1,1.49606763044824,0.266,offset,1100
prp,0,30,12,face_16,object_03,non-target,face,center,face_01,0.5,1.49502192010598,0.266,onset,1100
prp,0,30,13,face_16,object_03,non-target,object,center,object_16,0.5,0.981924347660128,0.266,onset,1100
prp,0,30,14,face_16,object_03,target,face,center,face_16,1,0.765149051688931,166,offset,1000
prp,0,30,15,face_16,object_03,irrelevant,false_font,left,false_font_20,1.5,1.52357148514084,0.466,offset,1100
prp,0,30,16,face_16,object_03,non-target,object,left,object_01,1,0.830418793729402,0,offset,1000
prp,0,30,17,face_16,object_03,irrelevant,letter,center,letter_01,1,1.70022598597047,0.166,offset,1000
prp,0,30,18,face_16,object_03,non-target,object,center,object_19,1.5,0.750473831656564,0,onset,1100
prp,0,30,19,face_16,object_03,irrelevant,letter,center,letter_17,0.5,0.829294034018712,0.466,onset,1000
prp,0,30,20,face_16,object_03,irrelevant,false_font,center,false_font_04,0.5,0.996466263820813,0.466,offset,1100
prp,0,30,21,face_16,object_03,irrelevant,false_font,left,false_font_17,1,1.83040626482728,0.266,onset,1000
prp,0,30,22,face_16,object_03,non-target,object,center,object_17,0.5,0.774259654266728,0.266,offset,1100
prp,0,30,23,face_16,object_03,irrelevant,false_font,center,false_font_17,1.5,1.51766875501375,0.266,onset,1000
prp,0,30,24,face_16,object_03,non-target,object,right,object_01,1,1.37478406670073,0.266,onset,1000
prp,0,30,25,face_16,object_03,non-target,object,center,object_15,1.5,1.4295378106389,0.166,onset,1100
prp,0,30,26,face_16,object_03,non-target,object,center,object_01,1,1.52184241635881,0.466,offset,1000
prp,0,30,27,face_16,object_03,irrelevant,false_font,left,false_font_05,0.5,1.21362707208923,0.266,onset,1100
prp,0,30,28,face_16,object_03,target,face,center,face_16,1,1.50969826565577,466,onset,1100
prp,0,30,29,face_16,object_03,non-target,face,center,face_19,1.5,1.23520103254261,0.466,onset,1100
prp,0,30,30,face_16,object_03,irrelevant,letter,center,letter_12,0.5,1.47193750180828,0.466,offset,1100
prp,0,30,31,face_16,object_03,target,face,center,face_16,0.5,1.16307162271877,466,onset,1000
prp,0,30,32,face_16,object_03,irrelevant,false_font,center,false_font_17,1.5,0.772414273145942,0.166,offset,1000
prp,0,30,33,face_16,object_03,non-target,face,right,face_03,1,1.1046982523202,0,offset,1000
prp,0,30,34,face_16,object_03,non-target,face,right,face_02,0.5,1.15853086856541,0,offset,1100
prp,0,30,35,face_16,object_03,non-target,object,center,object_12,1,1.85875431540602,0.266,onset,1100
prp,0,30,36,face_16,object_03,irrelevant,false_font,center,false_font_10,0.5,1.1161989344555,0.466,onset,1100
prp,0,31,1,letter_03,false_font_11,non-target,letter,center,letter_10,1.5,1.36729337903558,0,offset,1000
prp,0,31,2,letter_03,false_font_11,irrelevant,face,center,face_06,1,1.22686427104325,0.266,offset,1000
prp,0,31,3,letter_03,false_font_11,non-target,false_font,center,false_font_06,1,0.970194598350436,0.266,onset,1000
prp,0,31,4,letter_03,false_font_11,non-target,false_font,left,false_font_17,0.5,1.38721826520533,0,onset,1100
prp,0,31,5,letter_03,false_font_11,irrelevant,object,right,object_04,0.5,1.86521002141453,0.166,onset,1000
prp,0,31,6,letter_03,false_font_11,non-target,letter,center,letter_07,0.5,0.827925807578589,0.166,offset,1100
prp,0,31,7,letter_03,false_font_11,non-target,letter,center,letter_20,1,1.08570391731364,0,onset,1000
prp,0,31,8,letter_03,false_font_11,irrelevant,object,center,object_19,1,1.12967889713468,0,offset,1100
prp,0,31,9,letter_03,false_font_11,non-target,letter,left,letter_08,1,0.95191945065225,0.266,onset,1000
prp,0,31,10,letter_03,false_font_11,non-target,false_font,center,false_font_19,1.5,0.862478361128413,0.166,offset,1100
prp,0,31,11,letter_03,false_font_11,irrelevant,face,left,face_04,0.5,0.746503534315001,0.266,onset,1000
prp,0,31,12,letter_03,false_font_11,non-target,false_font,right,false_font_12,1.5,1.72683960101676,0.166,offset,1000
prp,0,31,13,letter_03,false_font_11,non-target,false_font,center,false_font_18,1,0.71039540201945,0.466,onset,1100
prp,0,31,14,letter_03,false_font_11,irrelevant,object,left,object_07,0.5,1.84209799470329,0,offset,1100
prp,0,31,15,letter_03,false_font_11,non-target,letter,left,letter_11,1.5,0.967265215048504,0.466,offset,1100
prp,0,31,16,letter_03,false_font_11,non-target,letter,right,letter_06,1.5,1.74783455018027,0.266,onset,1100
prp,0,31,17,letter_03,false_font_11,irrelevant,object,left,object_05,1,0.771940249448706,0.266,offset,1000
prp,0,31,18,letter_03,false_font_11,irrelevant,face,center,face_08,1,1.99253729668669,0.166,offset,1000
prp,0,31,19,letter_03,false_font_11,target,letter,center,letter_03,1,1.08920055246072,166,onset,1000
prp,0,31,20,letter_03,false_font_11,non-target,letter,left,letter_07,0.5,0.892886286756042,0.466,onset,1000
prp,0,31,21,letter_03,false_font_11,irrelevant,object,right,object_12,1,1.72913551748328,0,onset,1000
prp,0,31,22,letter_03,false_font_11,target,letter,center,letter_03,0.5,1.10401630534065,0,offset,1100
prp,0,31,23,letter_03,false_font_11,irrelevant,face,left,face_07,0.5,1.11504290340917,0,offset,1100
prp,0,31,24,letter_03,false_font_11,irrelevant,object,left,object_05,0.5,1.01307588281194,0.266,offset,1000
prp,0,31,25,letter_03,false_font_11,target,letter,center,letter_03,1.5,1.66840202218232,266,onset,1000
prp,0,31,26,letter_03,false_font_11,irrelevant,object,right,object_06,1,1.13404059256767,0,offset,1000
prp,0,31,27,letter_03,false_font_11,target,false_font,center,false_font_11,0.5,1.64159860288079,166,offset,1100
prp,0,31,28,letter_03,false_font_11,non-target,false_font,center,false_font_13,1.5,0.842826870006505,0.466,offset,1100
prp,0,31,29,letter_03,false_font_11,irrelevant,face,center,face_19,0.5,0.742971284626349,0.166,onset,1100
prp,0,31,30,letter_03,false_font_11,non-target,letter,center,letter_15,1,1.1177056520396,0.266,offset,1100
prp,0,31,31,letter_03,false_font_11,non-target,false_font,center,false_font_06,1,1.12548425752017,0.266,offset,1100
prp,0,31,32,letter_03,false_font_11,irrelevant,face,center,face_04,0.5,1.70281639100882,0.166,offset,1100
prp,0,31,33,letter_03,false_font_11,non-target,false_font,center,false_font_12,1.5,1.00774873191298,0.466,offset,1100
prp,0,31,34,letter_03,false_font_11,irrelevant,object,center,object_17,1,1.41801471503706,0.466,onset,1000
prp,0,31,35,letter_03,false_font_11,irrelevant,object,center,object_15,1,1.53153946637136,0,offset,1000
prp,0,31,36,letter_03,false_font_11,irrelevant,object,right,object_14,1.5,1.51034836045067,0.266,offset,1000
prp,0,32,1,letter_20,false_font_05,non-target,false_font,left,false_font_16,1.5,1.22591045121273,0,offset,1100
prp,0,32,2,letter_20,false_font_05,non-target,false_font,right,false_font_06,1,0.966135719650237,0.166,offset,1000
prp,0,32,3,letter_20,false_font_05,irrelevant,object,left,object_13,0.5,1.87499130669165,0,offset,1100
prp,0,32,4,letter_20,false_font_05,non-target,letter,right,letter_19,1.5,1.79551919212773,0,offset,1100
prp,0,32,5,letter_20,false_font_05,non-target,letter,center,letter_17,1,1.17505355761041,0,offset,1000
prp,0,32,6,letter_20,false_font_05,irrelevant,face,center,face_16,1.5,1.19899555020006,0,offset,1100
prp,0,32,7,letter_20,false_font_05,irrelevant,face,center,face_11,0.5,0.712181017926551,0,onset,1100
prp,0,32,8,letter_20,false_font_05,irrelevant,object,center,object_11,1.5,0.744074445041516,0,offset,1000
prp,0,32,9,letter_20,false_font_05,irrelevant,face,center,face_14,1.5,1.44617039579926,0,onset,1000
prp,0,32,10,letter_20,false_font_05,irrelevant,face,left,face_11,0.5,1.47687977766071,0.166,offset,1000
prp,0,32,11,letter_20,false_font_05,irrelevant,object,right,object_08,1.5,1.02116301391575,0,offset,1100
prp,0,32,12,letter_20,false_font_05,non-target,false_font,center,false_font_15,1,0.752934685676469,0,onset,1000
prp,0,32,13,letter_20,false_font_05,non-target,letter,center,letter_14,1,0.745535969224333,0,onset,1000
prp,0,32,14,letter_20,false_font_05,non-target,letter,left,letter_14,0.5,0.88236679250435,0.466,onset,1100
prp,0,32,15,letter_20,false_font_05,non-target,letter,center,letter_14,1.5,1.73010305465111,0.266,offset,1000
prp,0,32,16,letter_20,false_font_05,irrelevant,face,center,face_12,0.5,1.20791765357976,0.466,onset,1100
prp,0,32,17,letter_20,false_font_05,target,letter,center,letter_20,0.5,1.78060686086431,0,offset,1100
prp,0,32,18,letter_20,false_font_05,non-target,false_font,center,false_font_07,1,1.51560042821113,0,offset,1100
prp,0,32,19,letter_20,false_font_05,irrelevant,face,right,face_18,1.5,1.53769384467825,0,offset,1100
prp,0,32,20,letter_20,false_font_05,non-target,letter,center,letter_12,1.5,1.85517308095081,0.166,offset,1100
prp,0,32,21,letter_20,false_font_05,irrelevant,object,right,object_19,1.5,1.4787401798934,0.266,offset,1000
prp,0,32,22,letter_20,false_font_05,non-target,false_font,center,false_font_16,1.5,1.14186752765319,0.466,onset,1100
prp,0,32,23,letter_20,false_font_05,target,letter,center,letter_20,1,1.62417785499097,166,onset,1000
prp,0,32,24,letter_20,false_font_05,irrelevant,object,left,object_12,0.5,1.73203276252568,0.166,offset,1100
prp,0,32,25,letter_20,false_font_05,non-target,false_font,right,false_font_03,0.5,1.60359776594137,0,offset,1000
prp,0,32,26,letter_20,false_font_05,target,false_font,center,false_font_05,1.5,0.852273294195834,266,onset,1000
prp,0,32,27,letter_20,false_font_05,non-target,false_font,right,false_font_01,1.5,0.858592348358441,0,onset,1100
prp,0,32,28,letter_20,false_font_05,target,false_font,left,false_font_05,1,1.66879218325678,266,onset,1100
prp,0,32,29,letter_20,false_font_05,irrelevant,face,left,face_13,1,1.62796673366603,0.266,offset,1100
prp,0,32,30,letter_20,false_font_05,non-target,letter,right,letter_10,0.5,1.94794181228995,0,offset,1000
prp,0,32,31,letter_20,false_font_05,irrelevant,object,right,object_18,0.5,1.36245437813359,0.266,offset,1100
prp,0,32,32,letter_20,false_font_05,irrelevant,object,left,object_07,1.5,1.70746697225124,0.166,offset,1100
prp,0,32,33,letter_20,false_font_05,irrelevant,face,center,face_17,1,1.13593053072175,0.166,onset,1000
prp,0,32,34,letter_20,false_font_05,non-target,false_font,right,false_font_15,0.5,1.2683609747952,0.466,offset,1100
prp,0,32,35,letter_20,false_font_05,irrelevant,object,center,object_17,1.5,1.00756607974393,0,offset,1100
prp,0,32,36,letter_20,false_font_05,target,false_font,right,false_font_05,0.5,0.844665188317718,166,offset,1000
prp,0,32,37,letter_20,false_font_05,non-target,letter,center,letter_10,1,0.755981794884333,0.166,onset,1100
prp,0,32,38,letter_20,false_font_05,target,letter,center,letter_20,1.5,1.21389565510636,466,offset,1100
prp,0,33,1,letter_16,false_font_01,non-target,letter,left,letter_01,1,0.802749877842972,0.466,offset,1100
prp,0,33,2,letter_16,false_font_01,non-target,false_font,left,false_font_08,0.5,0.732087447611128,0.166,offset,1000
prp,0,33,3,letter_16,false_font_01,non-target,false_font,left,false_font_13,0.5,0.846176308019992,0.166,onset,1000
prp,0,33,4,letter_16,false_font_01,irrelevant,object,right,object_19,0.5,1.74882079413038,0,offset,1000
prp,0,33,5,letter_16,false_font_01,non-target,letter,center,letter_02,1.5,1.42413136617639,0,onset,1100
prp,0,33,6,letter_16,false_font_01,irrelevant,object,center,object_03,1,0.811920864417764,0.266,onset,1100
prp,0,33,7,letter_16,false_font_01,target,false_font,left,false_font_01,1,1.51548221686171,0,onset,1000
prp,0,33,8,letter_16,false_font_01,non-target,letter,center,letter_07,1,1.26395028325171,0.466,offset,1100
prp,0,33,9,letter_16,false_font_01,irrelevant,face,center,face_08,1.5,1.14829474580925,0.466,onset,1100
prp,0,33,10,letter_16,false_font_01,non-target,letter,left,letter_01,0.5,1.46081289940887,0,offset,1000
prp,0,33,11,letter_16,false_font_01,non-target,false_font,center,false_font_04,1.5,1.78477785755882,0,offset,1100
prp,0,33,12,letter_16,false_font_01,non-target,letter,right,letter_01,1.5,1.84913035896604,0.466,offset,1100
prp,0,33,13,letter_16,false_font_01,irrelevant,object,left,object_09,1.5,1.15944217071228,0,offset,1100
prp,0,33,14,letter_16,false_font_01,non-target,letter,center,letter_20,1.5,1.65491510344885,0.266,onset,1000
prp,0,33,15,letter_16,false_font_01,target,letter,left,letter_16,1,1.16695248342744,266,onset,1000
prp,0,33,16,letter_16,false_font_01,irrelevant,face,center,face_07,1.5,0.909592831971199,0.266,onset,1100
prp,0,33,17,letter_16,false_font_01,irrelevant,object,center,object_19,0.5,0.865933558157559,0,onset,1000
prp,0,33,18,letter_16,false_font_01,irrelevant,object,center,object_16,0.5,1.21551037051226,0.466,offset,1000
prp,0,33,19,letter_16,false_font_01,irrelevant,object,left,object_20,0.5,1.86307977052941,0.466,offset,1100
prp,0,33,20,letter_16,false_font_01,irrelevant,object,center,object_14,1,1.67534350282493,0.266,onset,1000
prp,0,33,21,letter_16,false_font_01,non-target,letter,left,letter_10,0.5,0.948723945080256,0.166,offset,1100
prp,0,33,22,letter_16,false_font_01,irrelevant,face,right,face_06,0.5,1.14936774752659,0,offset,1000
prp,0,33,23,letter_16,false_font_01,irrelevant,object,center,object_11,1,0.875316057106015,0,onset,1000
prp,0,33,24,letter_16,false_font_01,non-target,false_font,right,false_font_08,1,1.25394331204354,0,onset,1100
prp,0,33,25,letter_16,false_font_01,non-target,letter,right,letter_07,1,0.899497648373643,0.466,offset,1000
prp,0,33,26,letter_16,false_font_01,non-target,letter,center,letter_17,1,1.71193119101989,0,offset,1100
prp,0,33,27,letter_16,false_font_01,non-target,letter,center,letter_04,1.5,1.68581930523752,0.466,onset,1000
prp,0,33,28,letter_16,false_font_01,irrelevant,face,left,face_15,1,1.92178673470198,0.266,onset,1000
prp,0,33,29,letter_16,false_font_01,non-target,letter,center,letter_06,1.5,0.768352520769477,0.166,onset,1000
prp,0,33,30,letter_16,false_font_01,irrelevant,object,right,object_07,0.5,0.749951713485631,0.466,onset,1100
prp,0,33,31,letter_16,false_font_01,irrelevant,object,center,object_09,1,1.42555737143962,0.166,onset,1000
prp,0,33,32,letter_16,false_font_01,irrelevant,face,center,face_19,1,1.5666440526953,0.266,offset,1100
prp,0,33,33,letter_16,false_font_01,irrelevant,object,center,object_10,1,1.04695625696297,0.466,onset,1100
prp,0,33,34,letter_16,false_font_01,non-target,false_font,left,false_font_09,0.5,0.809072945526435,0,offset,1100
prp,0,34,1,letter_06,false_font_09,irrelevant,face,right,face_13,0.5,1.12470224775661,0.266,offset,1000
prp,0,34,2,letter_06,false_font_09,non-target,false_font,right,false_font_08,0.5,1.26164300571195,0,onset,1000
prp,0,34,3,letter_06,false_font_09,irrelevant,face,left,face_10,1.5,1.33335059621371,0,offset,1100
prp,0,34,4,letter_06,false_font_09,non-target,letter,left,letter_02,0.5,1.02190409981794,0,offset,1100
prp,0,34,5,letter_06,false_font_09,irrelevant,face,center,face_19,1.5,1.68815733412547,0.466,offset,1100
prp,0,34,6,letter_06,false_font_09,non-target,letter,center,letter_16,0.5,0.865357374136849,0.166,offset,1000
prp,0,34,7,letter_06,false_font_09,non-target,letter,right,letter_20,1,1.18092774691406,0.266,offset,1000
prp,0,34,8,letter_06,false_font_09,target,false_font,left,false_font_09,1.5,1.27527490686414,266,onset,1000
prp,0,34,9,letter_06,false_font_09,irrelevant,face,left,face_01,0.5,1.46082068500209,0.466,onset,1100
prp,0,34,10,letter_06,false_font_09,non-target,letter,center,letter_04,0.5,0.909674870307165,0,onset,1000
prp,0,34,11,letter_06,false_font_09,non-target,letter,left,letter_14,1,1.22697011379987,0.266,offset,1100
prp,0,34,12,letter_06,false_font_09,non-target,letter,center,letter_15,0.5,1.29042045077931,0.166,onset,1000
prp,0,34,13,letter_06,false_font_09,irrelevant,object,center,object_01,1.5,1.30283202982418,0,onset,1000
prp,0,34,14,letter_06,false_font_09,irrelevant,face,left,face_02,0.5,1.75130618180084,0,offset,1100
prp,0,34,15,letter_06,false_font_09,non-target,false_font,left,false_font_11,1,1.30416941355186,0,onset,1000
prp,0,34,16,letter_06,false_font_09,irrelevant,object,right,object_20,1,1.0502917796313,0,offset,1100
prp,0,34,17,letter_06,false_font_09,irrelevant,object,center,object_14,1,0.968052920339003,0.466,offset,1000
prp,0,34,18,letter_06,false_font_09,irrelevant,object,left,object_01,1,0.995111881159033,0,offset,1100
prp,0,34,19,letter_06,false_font_09,non-target,letter,right,letter_05,1.5,1.34167983265819,0.166,onset,1100
prp,0,34,20,letter_06,false_font_09,non-target,false_font,right,false_font_05,1,1.22193160784694,0.466,offset,1000
prp,0,34,21,letter_06,false_font_09,non-target,letter,center,letter_03,0.5,1.03242631071276,0.466,onset,1100
prp,0,34,22,letter_06,false_font_09,irrelevant,face,center,face_02,1.5,1.22633240395997,0.166,onset,1000
prp,0,34,23,letter_06,false_font_09,irrelevant,face,right,face_10,1.5,1.38838127262596,0.466,offset,1000
prp,0,34,24,letter_06,false_font_09,irrelevant,object,center,object_16,1,1.12694836311275,0.166,offset,1100
prp,0,34,25,letter_06,false_font_09,target,letter,right,letter_06,1.5,1.30790078458557,166,onset,1100
prp,0,34,26,letter_06,false_font_09,irrelevant,face,center,face_05,1.5,1.76401373884305,0.466,offset,1100
prp,0,34,27,letter_06,false_font_09,irrelevant,object,right,object_15,1,1.12860334172682,0.466,onset,1000
prp,0,34,28,letter_06,false_font_09,irrelevant,object,right,object_12,0.5,1.18235123147787,0.466,offset,1100
prp,0,34,29,letter_06,false_font_09,non-target,false_font,center,false_font_17,0.5,1.78073685579208,0.166,offset,1100
prp,0,34,30,letter_06,false_font_09,non-target,letter,left,letter_11,1.5,0.745105410809861,0.166,offset,1000
prp,0,34,31,letter_06,false_font_09,target,false_font,left,false_font_09,1.5,0.905459760515179,266,onset,1100
prp,0,34,32,letter_06,false_font_09,non-target,false_font,center,false_font_08,1.5,0.797604113071124,0.466,onset,1000
prp,0,34,33,letter_06,false_font_09,non-target,false_font,center,false_font_13,1.5,1.20978183501901,0.466,onset,1100
prp,0,34,34,letter_06,false_font_09,irrelevant,object,right,object_04,1.5,1.50568100280165,0.466,offset,1000
prp,0,34,35,letter_06,false_font_09,non-target,false_font,left,false_font_17,0.5,0.877856879424515,0.466,offset,1100
prp,0,35,1,face_17,object_13,irrelevant,false_font,left,false_font_17,0.5,0.869288732801783,0.166,onset,1000
prp,0,35,2,face_17,object_13,irrelevant,letter,center,letter_16,0.5,1.58388461406061,0,offset,1100
prp,0,35,3,face_17,object_13,non-target,object,center,object_03,1.5,1.64248126379562,0.266,onset,1000
prp,0,35,4,face_17,object_13,irrelevant,letter,right,letter_08,1.5,1.05677280565431,0.266,onset,1000
prp,0,35,5,face_17,object_13,non-target,object,center,object_18,0.5,1.20501085012912,0.266,offset,1000
prp,0,35,6,face_17,object_13,non-target,object,left,object_12,0.5,1.86641677400663,0.166,offset,1100
prp,0,35,7,face_17,object_13,non-target,face,center,face_18,0.5,0.738575649394228,0.166,onset,1100
prp,0,35,8,face_17,object_13,non-target,object,center,object_19,1.5,1.00132008190227,0.266,offset,1100
prp,0,35,9,face_17,object_13,irrelevant,false_font,center,false_font_07,1,0.950911503414962,0,onset,1100
prp,0,35,10,face_17,object_13,non-target,object,center,object_11,1,1.26562147463584,0.166,offset,1100
prp,0,35,11,face_17,object_13,target,face,center,face_17,1.5,1.38186292620526,166,offset,1000
prp,0,35,12,face_17,object_13,non-target,face,center,face_16,0.5,1.37148194208651,0.266,onset,1000
prp,0,35,13,face_17,object_13,target,object,right,object_13,1,1.48337303867606,466,offset,1100
prp,0,35,14,face_17,object_13,irrelevant,letter,right,letter_04,0.5,0.719242419384048,0,offset,1100
prp,0,35,15,face_17,object_13,irrelevant,letter,right,letter_11,0.5,1.11035268175495,0.166,onset,1100
prp,0,35,16,face_17,object_13,irrelevant,false_font,right,false_font_06,1,1.2222989952822,0,onset,1100
prp,0,35,17,face_17,object_13,non-target,face,left,face_14,1.5,1.03685818245419,0.466,onset,1000
prp,0,35,18,face_17,object_13,non-target,object,left,object_19,1,1.98135350666275,0.266,onset,1100
prp,0,35,19,face_17,object_13,non-target,face,center,face_12,0.5,1.67386987027169,0.266,offset,1000
prp,0,35,20,face_17,object_13,irrelevant,letter,right,letter_11,1,1.14619730334683,0.466,offset,1000
prp,0,35,21,face_17,object_13,non-target,face,right,face_03,1,1.10465035029853,0.466,offset,1000
prp,0,35,22,face_17,object_13,irrelevant,letter,left,letter_20,0.5,0.929749016613026,0.466,offset,1000
prp,0,35,23,face_17,object_13,irrelevant,false_font,left,false_font_13,0.5,1.544136319674,0.466,offset,1100
prp,0,35,24,face_17,object_13,non-target,face,right,face_11,1.5,1.18814683230821,0.466,offset,1000
prp,0,35,25,face_17,object_13,irrelevant,false_font,left,false_font_19,1,1.26497644630249,0.166,offset,1100
prp,0,35,26,face_17,object_13,irrelevant,letter,left,letter_11,1,1.58812921644473,0,onset,1100
prp,0,35,27,face_17,object_13,target,object,left,object_13,1,1.15787618364145,466,onset,1100
prp,0,35,28,face_17,object_13,irrelevant,letter,right,letter_07,0.5,1.01063304147697,0.466,offset,1100
prp,0,35,29,face_17,object_13,target,object,left,object_13,0.5,1.13891142382556,266,onset,1100
prp,0,35,30,face_17,object_13,irrelevant,false_font,center,false_font_19,1,1.39475403255188,0.466,onset,1000
prp,0,35,31,face_17,object_13,irrelevant,letter,left,letter_16,0.5,0.789424920641027,0.466,onset,1100
prp,0,35,32,face_17,object_13,non-target,face,center,face_14,1,0.886594281709791,0.166,offset,1100
prp,0,35,33,face_17,object_13,non-target,object,right,object_02,0.5,1.55979577029869,0.166,onset,1100
prp,0,35,34,face_17,object_13,non-target,object,center,object_03,1,0.719436269919281,0.466,onset,1100
prp,0,35,35,face_17,object_13,non-target,face,center,face_13,1.5,1.09603953353548,0.466,onset,1000
prp,0,35,36,face_17,object_13,irrelevant,letter,right,letter_11,1,1.96168585193899,0.266,offset,1100
