task;is_practice;block;trial;target_01;target_02;task_relevance;category;orientation;identity;duration;stim_jit;SOA;SOA_lock;pitch;onset_SOA
prp;0;15;5;face_11;object_12;irrelevant;false_font;left;false_font_09;1,5;0,775578019;0;offset;1100;1,5
prp;0;15;6;face_11;object_12;non-target;object;center;object_13;0,5;1,436241402;0,116;offset;1100;0,616
prp;0;15;7;face_11;object_12;irrelevant;false_font;left;false_font_05;1,5;0,927146038;0,466;offset;1100;1,966
prp;0;15;8;face_11;object_12;non-target;face;center;face_09;0,5;1,25465167;0;offset;1000;0,5
prp;0;15;9;face_11;object_12;irrelevant;false_font;left;false_font_18;1,5;1,645571368;0;onset;1100;0
prp;0;15;10;face_11;object_12;irrelevant;letter;center;letter_12;0,5;1,376163905;0,466;onset;1000;0,466
prp;0;15;11;face_11;object_12;non-target;face;center;face_05;0,5;1,753571268;0,466;onset;1000;0,466
prp;0;15;12;face_11;object_12;irrelevant;letter;right;letter_14;1;1,083956903;0;offset;1000;1
prp;0;15;13;face_11;object_12;non-target;face;left;face_18;1,5;1,481919393;0,466;offset;1000;1,966
prp;0;15;14;face_11;object_12;irrelevant;false_font;center;false_font_14;0,5;1,331343436;0,116;onset;1100;0,116
prp;0;15;15;face_11;object_12;non-target;object;center;object_09;1,5;1,570932822;0,466;onset;1100;0,466
prp;0;15;16;face_11;object_12;irrelevant;false_font;right;false_font_06;0,5;0,739810799;0,232;offset;1000;0,732
prp;0;15;17;face_11;object_12;irrelevant;false_font;left;false_font_11;0,5;0,715468319;0,466;offset;1100;0,966
prp;0;15;18;face_11;object_12;irrelevant;letter;left;letter_03;1,5;1,488703786;0,232;offset;1100;1,732
prp;0;15;19;face_11;object_12;non-target;object;center;object_07;0,5;0,787036089;0;offset;1100;0,5
prp;0;15;20;face_11;object_12;irrelevant;false_font;center;false_font_20;1,5;1,800645484;0,116;onset;1100;0,116
prp;0;15;21;face_11;object_12;non-target;face;left;face_04;0,5;1,395031239;0;offset;1100;0,5
prp;0;15;22;face_11;object_12;non-target;face;right;face_01;1;1,4243622;0,466;offset;1100;1,466
prp;0;15;23;face_11;object_12;target;face;left;face_11;1,5;0,717430993;0,266;onset;1100;0,266
prp;0;15;24;face_11;object_12;target;face;left;face_11;0,5;0,773430428;0,116;onset;1;0,116
prp;0;15;25;face_11;object_12;irrelevant;letter;center;letter_04;0,5;1,988146679;0,232;onset;1000;0,232
prp;0;15;26;face_11;object_12;non-target;object;center;object_03;1,5;0,868446187;0;onset;1000;0
prp;0;15;27;face_11;object_12;irrelevant;letter;right;letter_19;1;0,946357775;0,466;offset;1000;1,466
prp;0;15;28;face_11;object_12;irrelevant;letter;center;letter_10;0,5;0,739823605;0,116;onset;1100;0,116
prp;0;15;29;face_11;object_12;non-target;face;left;face_08;0,5;1,251653831;0,116;offset;1100;0,616
prp;0;15;30;face_11;object_12;non-target;face;center;face_19;1,5;0,976516122;0,232;onset;1000;0,232
prp;0;15;31;face_11;object_12;non-target;object;right;object_10;1;1,692364522;0,232;onset;1000;0,232
prp;0;15;32;face_11;object_12;irrelevant;letter;left;letter_20;1;1,554534172;0,232;offset;1000;1,232
prp;0;15;33;face_11;object_12;non-target;object;left;object_04;1;1,0202068;0,232;offset;1100;1,232
prp;0;15;34;face_11;object_12;non-target;face;right;face_17;0,5;0,839304579;0,466;offset;1000;0,966
prp;0;15;35;face_11;object_12;target;object;right;object_12;1;0,975531735;0,466;offset;1100;1,466
prp;0;16;1;face_20;object_10;target;object;center;object_10;1;0,801005721;0;offset;1100;1
prp;0;16;2;face_20;object_10;non-target;face;center;face_14;1,5;1,932132329;0,116;offset;1100;1,616
prp;0;16;3;face_20;object_10;irrelevant;false_font;center;false_font_06;1;0,955728724;0,466;onset;1000;0,466
prp;0;16;4;face_20;object_10;irrelevant;letter;center;letter_18;1;0,748145389;0,232;onset;1100;0,232
prp;0;16;5;face_20;object_10;irrelevant;letter;center;letter_02;1,5;1,533938259;0,466;onset;1100;0,466
prp;0;16;6;face_20;object_10;non-target;object;center;object_08;0,5;1,341385789;0,466;onset;1100;0,466
prp;0;16;7;face_20;object_10;irrelevant;false_font;left;false_font_20;1,5;0,88390791;0,116;offset;1100;1,616
prp;0;16;8;face_20;object_10;non-target;object;center;object_06;1,5;1,279526942;0,466;onset;1000;0,466
prp;0;16;9;face_20;object_10;non-target;object;center;object_18;1;1,49178798;0;onset;1100;0
prp;0;16;10;face_20;object_10;non-target;object;center;object_19;1,5;1,166410813;0,116;onset;1100;0,116
prp;0;16;11;face_20;object_10;target;face;left;face_20;1;0,858033551;0,266;onset;1;0,266
prp;0;16;12;face_20;object_10;non-target;object;right;object_05;0,5;1,590168588;0,466;onset;1000;0,466
prp;0;16;13;face_20;object_10;non-target;face;center;face_13;1;0,840039315;0,116;onset;1000;0,116
prp;0;16;14;face_20;object_10;non-target;object;left;object_08;1,5;1,140746424;0,466;offset;1100;1,966
prp;0;16;15;face_20;object_10;non-target;face;center;face_09;1;1,510178693;0,232;onset;1000;0,232
prp;0;16;16;face_20;object_10;non-target;object;left;object_18;1,5;0,805882825;0,116;onset;1100;0,116
prp;0;16;17;face_20;object_10;non-target;face;center;face_11;1;1,581584662;0,466;onset;1000;0,466
prp;0;16;18;face_20;object_10;non-target;object;right;object_08;0,5;0,748679178;0;offset;1000;0,5
prp;0;16;19;face_20;object_10;irrelevant;letter;right;letter_01;1,5;1,547338893;0,232;onset;1100;0,232
prp;0;16;20;face_20;object_10;non-target;face;right;face_01;1,5;0,797746048;0,466;offset;1000;1,966
prp;0;16;21;face_20;object_10;irrelevant;false_font;center;false_font_14;1,5;1,395940539;0,232;onset;1100;0,232
prp;0;16;22;face_20;object_10;non-target;object;center;object_13;1;1,929259207;0,232;onset;1000;0,232
prp;0;16;23;face_20;object_10;irrelevant;letter;right;letter_04;0,5;0,728731513;0,232;offset;1000;0,732
prp;0;16;24;face_20;object_10;non-target;face;center;face_11;1;0,72017897;0,232;onset;1000;0,232
prp;0;16;25;face_20;object_10;irrelevant;false_font;center;false_font_10;1,5;1,204212038;0,232;onset;1000;0,232
prp;0;16;26;face_20;object_10;irrelevant;false_font;right;false_font_04;1,5;0,863648997;0,466;offset;1000;1,966
prp;0;16;27;face_20;object_10;irrelevant;letter;left;letter_10;0,5;1,456421693;0,232;onset;1000;0,232
prp;0;16;28;face_20;object_10;irrelevant;false_font;center;false_font_19;1;1,256469196;0,232;offset;1100;1,232
prp;0;16;29;face_20;object_10;irrelevant;letter;center;letter_11;1;1,604175818;0,466;offset;1000;1,466
prp;0;16;30;face_20;object_10;target;object;center;object_10;0,5;0,748550052;0,266;onset;1100;0,266
prp;0;16;31;face_20;object_10;irrelevant;false_font;right;false_font_19;1;1,384191687;0,232;offset;1000;1,232
prp;0;16;32;face_20;object_10;irrelevant;false_font;left;false_font_07;1,5;0,815081039;0,116;onset;1000;0,116
prp;0;16;33;face_20;object_10;irrelevant;false_font;center;false_font_08;1,5;0,82593783;0,116;onset;1000;0,116
prp;0;16;34;face_20;object_10;non-target;face;right;face_05;0,5;0,743262589;0,232;offset;1100;0,732
prp;0;16;35;face_20;object_10;irrelevant;false_font;center;false_font_08;1;0,988264167;0,466;onset;1000;0,466
prp;0;17;1;face_03;object_02;irrelevant;false_font;center;false_font_10;0,5;1,904993213;0,116;offset;1000;0,616
prp;0;17;2;face_03;object_02;irrelevant;false_font;right;false_font_04;1;1,066667781;0,232;onset;1100;0,232
prp;0;17;3;face_03;object_02;irrelevant;letter;center;letter_02;1;1,038531713;0,466;onset;1000;0,466
prp;0;17;4;face_03;object_02;non-target;object;left;object_07;1;1,128995628;0,232;onset;1000;0,232
prp;0;17;5;face_03;object_02;target;object;center;object_02;1,5;1,311817318;0,116;onset;1100;0,116
prp;0;17;6;face_03;object_02;irrelevant;false_font;right;false_font_11;1,5;0,92286408;0,116;onset;1000;0,116
prp;0;17;7;face_03;object_02;irrelevant;letter;center;letter_01;0,5;1,260884306;0;offset;1100;0,5
prp;0;17;8;face_03;object_02;non-target;face;left;face_15;1,5;0,803411139;0,232;offset;1100;1,732
prp;0;17;9;face_03;object_02;non-target;face;left;face_07;1;1,076738822;0,116;offset;1100;1,116
prp;0;17;10;face_03;object_02;non-target;face;left;face_07;1,5;0,897376213;0,116;onset;1000;0,116
prp;0;17;11;face_03;object_02;non-target;face;right;face_10;0,5;1,903485262;0;onset;1100;0
prp;0;17;12;face_03;object_02;non-target;object;right;object_04;1;1,539662505;0;offset;1000;1
prp;0;17;13;face_03;object_02;irrelevant;false_font;center;false_font_05;1,5;1,878287936;0,466;offset;1000;1,966
prp;0;17;14;face_03;object_02;non-target;object;right;object_17;0,5;0,869856519;0,232;offset;1000;0,732
prp;0;17;15;face_03;object_02;irrelevant;letter;left;letter_18;1;1,05744213;0,232;offset;1100;1,232
prp;0;17;16;face_03;object_02;target;face;left;face_03;1;1,265770162;0,266;onset;1;0,266
prp;0;17;17;face_03;object_02;irrelevant;letter;center;letter_16;1,5;1,721717615;0,466;onset;1100;0,466
prp;0;17;18;face_03;object_02;non-target;face;center;face_14;0,5;1,808843656;0;onset;1100;0
prp;0;17;19;face_03;object_02;target;object;center;object_02;1;0,990035575;0,266;onset;1100;0,266
prp;0;17;20;face_03;object_02;target;face;center;face_03;0,5;1,559718058;0,266;offset;1100;0,766
prp;0;17;21;face_03;object_02;non-target;face;left;face_06;0,5;0,778921797;0,116;onset;1000;0,116
prp;0;17;22;face_03;object_02;irrelevant;letter;right;letter_13;0,5;1,785640478;0;onset;1100;0
prp;0;17;23;face_03;object_02;irrelevant;false_font;center;false_font_17;0,5;0,763183713;0,232;onset;1000;0,232
prp;0;17;24;face_03;object_02;irrelevant;letter;center;letter_17;0,5;1,443447622;0;onset;1100;0
prp;0;17;25;face_03;object_02;irrelevant;letter;center;letter_05;1;1,055821469;0,116;offset;1000;1,116
prp;0;17;26;face_03;object_02;non-target;object;center;object_03;1;1,669670817;0,116;onset;1100;0,116
prp;0;17;27;face_03;object_02;irrelevant;letter;right;letter_08;1,5;1,650060424;0,116;offset;1000;1,616
prp;0;17;28;face_03;object_02;non-target;object;center;object_01;0,5;1,225492553;0,116;onset;1100;0,116
prp;0;17;29;face_03;object_02;irrelevant;letter;center;letter_18;0,5;1,848011157;0,232;onset;1100;0,232
prp;0;17;30;face_03;object_02;non-target;face;center;face_09;1,5;1,565551814;0;offset;1100;1,5
prp;0;17;31;face_03;object_02;irrelevant;false_font;right;false_font_16;0,5;1,818794871;0,466;offset;1100;0,966
prp;0;17;32;face_03;object_02;irrelevant;letter;center;letter_18;0,5;1,608106736;0,466;offset;1100;0,966
prp;0;17;33;face_03;object_02;non-target;face;center;face_18;1,5;0,836459111;0,232;offset;1100;1,732
prp;0;17;34;face_03;object_02;non-target;face;center;face_11;1,5;1,819351196;0,466;onset;1000;0,466
prp;0;17;35;face_03;object_02;non-target;face;center;face_02;1;1,093899117;0,466;onset;1000;0,466
prp;0;17;36;face_03;object_02;non-target;object;right;object_16;1;0,726926694;0,232;offset;1100;1,232
prp;0;18;1;face_20;object_15;irrelevant;false_font;center;false_font_05;0,5;1,3103738;0;onset;1100;0
prp;0;18;2;face_20;object_15;irrelevant;false_font;left;false_font_13;1,5;1,135850903;0,116;offset;1000;1,616
prp;0;18;3;face_20;object_15;irrelevant;false_font;center;false_font_11;1;1,063711983;0,232;offset;1000;1,232
prp;0;18;4;face_20;object_15;irrelevant;letter;center;letter_08;0,5;1,463117759;0,466;onset;1000;0,466
prp;0;18;5;face_20;object_15;non-target;face;right;face_03;0,5;0,755653639;0,232;onset;1100;0,232
prp;0;18;6;face_20;object_15;irrelevant;false_font;left;false_font_04;1;1,669814601;0,466;onset;1100;0,466
prp;0;18;7;face_20;object_15;target;face;center;face_20;1;1,051057308;0,116;onset;1;0,116
prp;0;18;8;face_20;object_15;non-target;object;left;object_01;1;1,125505971;0,116;offset;1100;1,116
prp;0;18;9;face_20;object_15;non-target;object;center;object_13;1,5;1,288588818;0,116;onset;1000;0,116
prp;0;18;10;face_20;object_15;target;object;right;object_15;1,5;1,169912246;0,266;offset;1100;1,766
prp;0;18;11;face_20;object_15;non-target;object;center;object_12;1,5;1,345696427;0;offset;1100;1,5
prp;0;18;12;face_20;object_15;non-target;object;right;object_01;1;0,878939109;0,232;offset;1000;1,232
prp;0;18;13;face_20;object_15;non-target;face;right;face_13;0,5;1,863912646;0;onset;1000;0
prp;0;18;14;face_20;object_15;non-target;face;center;face_12;0,5;0,716383677;0,232;onset;1000;0,232
prp;0;18;15;face_20;object_15;non-target;object;left;object_10;1,5;0,849037849;0,116;offset;1000;1,616
prp;0;18;16;face_20;object_15;irrelevant;false_font;left;false_font_14;1;1,754944118;0,232;onset;1100;0,232
prp;0;18;17;face_20;object_15;irrelevant;false_font;right;false_font_12;1,5;0,734626463;0;offset;1000;1,5
prp;0;18;18;face_20;object_15;irrelevant;letter;center;letter_04;1,5;0,854586319;0,466;onset;1000;0,466
prp;0;18;19;face_20;object_15;irrelevant;false_font;center;false_font_04;1,5;1,659745906;0;onset;1100;0
prp;0;18;20;face_20;object_15;irrelevant;letter;center;letter_20;0,5;1,372354929;0,232;onset;1000;0,232
prp;0;18;21;face_20;object_15;irrelevant;false_font;center;false_font_17;1,5;0,774875358;0,116;offset;1100;1,616
prp;0;18;22;face_20;object_15;non-target;face;center;face_01;1;0,810044263;0,466;offset;1100;1,466
prp;0;18;23;face_20;object_15;non-target;object;center;object_08;0,5;1,02634013;0,466;offset;1100;0,966
prp;0;18;24;face_20;object_15;irrelevant;false_font;right;false_font_16;1;1,370668038;0;offset;1100;1
prp;0;18;25;face_20;object_15;non-target;face;left;face_01;1;1,00775189;0,116;onset;1000;0,116
prp;0;18;26;face_20;object_15;non-target;object;left;object_16;0,5;1,094849042;0,116;offset;1100;0,616
prp;0;18;27;face_20;object_15;non-target;object;center;object_20;0,5;1,437955669;0;onset;1100;0
prp;0;18;28;face_20;object_15;non-target;object;left;object_11;0,5;1,319613571;0,466;offset;1100;0,966
prp;0;18;29;face_20;object_15;irrelevant;letter;right;letter_06;1;1,764508067;0;offset;1100;1
prp;0;18;30;face_20;object_15;non-target;object;left;object_01;0,5;1,516708553;0,466;onset;1000;0,466
prp;0;18;31;face_20;object_15;non-target;face;center;face_14;0,5;1,192821946;0,116;onset;1100;0,116
prp;0;18;32;face_20;object_15;irrelevant;false_font;center;false_font_04;1;1,169790474;0;onset;1100;0
prp;0;18;33;face_20;object_15;irrelevant;letter;center;letter_12;1;1,363962401;0,466;onset;1100;0,466
prp;0;18;34;face_20;object_15;irrelevant;letter;center;letter_06;1,5;0,923692098;0,116;offset;1000;1,616
prp;0;19;1;letter_04;false_font_09;non-target;letter;right;letter_03;1;1,632920491;0,232;offset;1000;1,232
prp;0;19;2;letter_04;false_font_09;non-target;letter;left;letter_10;1;1,138278764;0;onset;1100;0
prp;0;19;3;letter_04;false_font_09;irrelevant;face;center;face_01;0,5;1,37085951;0,232;onset;1000;0,232
prp;0;19;4;letter_04;false_font_09;non-target;false_font;center;false_font_05;1;1,275691112;0,466;onset;1000;0,466
prp;0;19;5;letter_04;false_font_09;irrelevant;face;center;face_13;1;0,806429865;0,466;offset;1000;1,466
prp;0;19;6;letter_04;false_font_09;non-target;false_font;right;false_font_13;1;0,806534093;0,116;offset;1000;1,116
prp;0;19;7;letter_04;false_font_09;irrelevant;object;center;object_13;1,5;1,129719035;0,232;onset;1000;0,232
prp;0;19;8;letter_04;false_font_09;target;letter;center;letter_04;1;1,203044166;0,466;offset;1;1,466
prp;0;19;9;letter_04;false_font_09;non-target;letter;center;letter_10;1,5;0,761407394;0;onset;1100;0
prp;0;19;10;letter_04;false_font_09;target;false_font;left;false_font_09;0,5;1,602013719;0;offset;1100;0,5
prp;0;19;11;letter_04;false_font_09;non-target;false_font;center;false_font_02;0,5;0,938698241;0,232;offset;1000;0,732
prp;0;19;12;letter_04;false_font_09;irrelevant;object;right;object_07;0,5;1,038711152;0,466;offset;1000;0,966
prp;0;19;13;letter_04;false_font_09;non-target;false_font;left;false_font_02;1;1,490451705;0;offset;1100;1
prp;0;19;14;letter_04;false_font_09;irrelevant;face;center;face_18;1,5;0,800931835;0,116;onset;1100;0,116
prp;0;19;15;letter_04;false_font_09;non-target;false_font;right;false_font_17;1;0,910605768;0,232;offset;1100;1,232
prp;0;19;16;letter_04;false_font_09;non-target;letter;left;letter_10;0,5;0,927762787;0,466;offset;1100;0,966
prp;0;19;17;letter_04;false_font_09;non-target;false_font;left;false_font_12;1;1,783809433;0,116;offset;1000;1,116
prp;0;19;18;letter_04;false_font_09;non-target;letter;center;letter_16;1;1,235871862;0,466;onset;1000;0,466
prp;0;19;19;letter_04;false_font_09;irrelevant;face;left;face_19;1;1,217420021;0,466;offset;1100;1,466
prp;0;19;20;letter_04;false_font_09;irrelevant;object;left;object_02;1,5;0,852057286;0,116;offset;1100;1,616
prp;0;19;21;letter_04;false_font_09;non-target;false_font;right;false_font_06;0,5;0,812198669;0,466;offset;1000;0,966
prp;0;19;22;letter_04;false_font_09;irrelevant;face;left;face_03;0,5;0,878599303;0,116;onset;1100;0,116
prp;0;19;23;letter_04;false_font_09;irrelevant;object;left;object_11;1;1,064100355;0,466;offset;1100;1,466
prp;0;19;24;letter_04;false_font_09;irrelevant;face;center;face_11;1,5;1,171731512;0,116;offset;1000;1,616
prp;0;19;25;letter_04;false_font_09;non-target;letter;right;letter_01;0,5;0,844928373;0,116;offset;1000;0,616
prp;0;19;26;letter_04;false_font_09;irrelevant;object;left;object_07;0,5;1,158898334;0,116;offset;1100;0,616
prp;0;19;27;letter_04;false_font_09;target;letter;right;letter_04;1;1,169972482;0;onset;1;0
prp;0;19;28;letter_04;false_font_09;irrelevant;object;right;object_17;1,5;1,242164019;0,232;onset;1100;0,232
prp;0;19;29;letter_04;false_font_09;non-target;letter;center;letter_16;0,5;1,24126056;0,232;onset;1000;0,232
prp;0;19;30;letter_04;false_font_09;irrelevant;object;right;object_02;0,5;1,184795879;0,466;offset;1100;0,966
prp;0;19;31;letter_04;false_font_09;irrelevant;face;center;face_18;1,5;1,432373771;0,116;onset;1000;0,116
prp;0;19;32;letter_04;false_font_09;irrelevant;object;center;object_19;1;1,272378954;0,232;onset;1100;0,232
prp;0;19;33;letter_04;false_font_09;non-target;letter;right;letter_12;1,5;1,423685129;0,116;offset;1000;1,616
prp;0;19;34;letter_04;false_font_09;non-target;false_font;center;false_font_15;1,5;1,757075554;0,466;onset;1000;0,466
prp;0;19;35;letter_04;false_font_09;irrelevant;face;right;face_06;0,5;1,498159178;0;offset;1000;0,5
prp;0;20;1;letter_09;false_font_04;irrelevant;face;center;face_20;1,5;1,566393337;0;offset;1000;1,5
prp;0;20;2;letter_09;false_font_04;irrelevant;face;left;face_10;1;1,251758918;0,232;offset;1100;1,232
prp;0;20;3;letter_09;false_font_04;irrelevant;object;center;object_02;1,5;0,707178009;0,232;onset;1000;0,232
prp;0;20;4;letter_09;false_font_04;non-target;false_font;left;false_font_03;0,5;1,08022456;0,116;onset;1000;0,116
prp;0;20;5;letter_09;false_font_04;irrelevant;object;left;object_02;1;1,731698674;0;onset;1100;0
prp;0;20;6;letter_09;false_font_04;irrelevant;object;center;object_01;1;0,882088224;0,466;offset;1000;1,466
prp;0;20;7;letter_09;false_font_04;non-target;false_font;center;false_font_06;1;1,093603769;0,116;offset;1000;1,116
prp;0;20;8;letter_09;false_font_04;irrelevant;face;right;face_03;1,5;1,49688779;0,466;onset;1000;0,466
prp;0;20;9;letter_09;false_font_04;non-target;letter;center;letter_19;0,5;0,706329567;0,116;onset;1000;0,116
prp;0;20;10;letter_09;false_font_04;target;letter;center;letter_09;0,5;0,823170208;0,466;onset;1100;0,466
prp;0;20;11;letter_09;false_font_04;non-target;false_font;right;false_font_10;0,5;1,132335157;0;onset;1000;0
prp;0;20;12;letter_09;false_font_04;non-target;letter;right;letter_03;0,5;0,916851059;0,116;offset;1100;0,616
prp;0;20;13;letter_09;false_font_04;target;letter;center;letter_09;0,5;0,817290432;0,466;onset;1100;0,466
prp;0;20;14;letter_09;false_font_04;non-target;false_font;center;false_font_17;0,5;0,729267189;0,466;offset;1100;0,966
prp;0;20;15;letter_09;false_font_04;irrelevant;object;left;object_13;1;0,701991547;0,116;onset;1000;0,116
prp;0;20;16;letter_09;false_font_04;non-target;letter;center;letter_19;1;0,978487695;0,466;onset;1100;0,466
prp;0;20;17;letter_09;false_font_04;non-target;letter;center;letter_13;0,5;1,823209883;0;offset;1000;0,5
prp;0;20;18;letter_09;false_font_04;irrelevant;face;center;face_11;1,5;1,868516059;0,232;offset;1100;1,732
prp;0;20;19;letter_09;false_font_04;non-target;letter;center;letter_20;1,5;0,761252848;0,116;onset;1000;0,116
prp;0;20;20;letter_09;false_font_04;target;letter;center;letter_09;1;1,698650416;0,266;offset;1;1,266
prp;0;20;21;letter_09;false_font_04;irrelevant;face;center;face_20;0,5;0,710222697;0,466;onset;1100;0,466
prp;0;20;22;letter_09;false_font_04;target;false_font;center;false_font_04;1;1,203398841;0,466;onset;1000;0,466
prp;0;20;23;letter_09;false_font_04;irrelevant;face;center;face_11;1;1,869753573;0,466;offset;1000;1,466
prp;0;20;24;letter_09;false_font_04;irrelevant;object;center;object_04;0,5;1,004396793;0,232;offset;1100;0,732
prp;0;20;25;letter_09;false_font_04;non-target;letter;left;letter_11;1;0,807757975;0,232;onset;1100;0,232
prp;0;20;26;letter_09;false_font_04;irrelevant;object;center;object_09;1,5;1,14355221;0,116;onset;1000;0,116
prp;0;20;27;letter_09;false_font_04;irrelevant;face;center;face_15;0,5;0,83558563;0,232;offset;1000;0,732
prp;0;20;28;letter_09;false_font_04;non-target;letter;center;letter_11;1;0,855339086;0,116;offset;1100;1,116
prp;0;20;29;letter_09;false_font_04;non-target;false_font;center;false_font_15;1;0,75147135;0;onset;1100;0
prp;0;20;30;letter_09;false_font_04;target;false_font;center;false_font_04;1;1,959931142;0;onset;1100;0
prp;0;20;31;letter_09;false_font_04;non-target;false_font;center;false_font_10;1,5;0,933826982;0;onset;1100;0
prp;0;20;32;letter_09;false_font_04;non-target;false_font;right;false_font_07;1;1,357533847;0,116;onset;1100;0,116
prp;0;20;33;letter_09;false_font_04;target;false_font;center;false_font_04;1,5;1,873470475;0;onset;1000;0
prp;0;20;34;letter_09;false_font_04;irrelevant;object;left;object_06;1;0,938834882;0;offset;1100;1
prp;0;20;35;letter_09;false_font_04;irrelevant;face;center;face_03;1;1,921712358;0,116;offset;1000;1,116
prp;0;20;36;letter_09;false_font_04;irrelevant;object;center;object_16;1,5;0,860826648;0,116;offset;1100;1,616
prp;0;20;37;letter_09;false_font_04;non-target;false_font;center;false_font_18;1,5;0,940091156;0,232;onset;1000;0,232
prp;0;20;38;letter_09;false_font_04;non-target;letter;right;letter_12;1;0,764462978;0,116;onset;1100;0,116
prp;0;21;1;letter_06;false_font_06;irrelevant;face;center;face_18;0,5;0,836793695;0,466;onset;1000;0,466
prp;0;21;2;letter_06;false_font_06;irrelevant;object;center;object_11;0,5;1,495613579;0,232;onset;1100;0,232
prp;0;21;3;letter_06;false_font_06;non-target;false_font;center;false_font_20;1;1,199040145;0,116;onset;1000;0,116
prp;0;21;4;letter_06;false_font_06;irrelevant;object;center;object_18;0,5;0,772048594;0,466;offset;1000;0,966
prp;0;21;5;letter_06;false_font_06;irrelevant;face;center;face_19;0,5;0,990353177;0,466;onset;1100;0,466
prp;0;21;6;letter_06;false_font_06;target;letter;right;letter_06;0,5;1,108031631;0,266;offset;1100;0,766
prp;0;21;7;letter_06;false_font_06;non-target;letter;center;letter_19;1,5;0,900446122;0,232;offset;1000;1,732
prp;0;21;8;letter_06;false_font_06;non-target;false_font;right;false_font_15;0,5;0,712476673;0,466;offset;1100;0,966
prp;0;21;9;letter_06;false_font_06;non-target;false_font;left;false_font_15;1,5;0,922989503;0,466;onset;1100;0,466
prp;0;21;10;letter_06;false_font_06;target;false_font;center;false_font_06;0,5;1,792642808;0,116;offset;1100;0,616
prp;0;21;11;letter_06;false_font_06;non-target;letter;right;letter_20;1;0,976855555;0;offset;1100;1
prp;0;21;12;letter_06;false_font_06;non-target;letter;center;letter_18;1,5;1,953630914;0;offset;1100;1,5
prp;0;21;13;letter_06;false_font_06;non-target;false_font;right;false_font_19;1;1,571279453;0,232;onset;1100;0,232
prp;0;21;14;letter_06;false_font_06;irrelevant;object;left;object_08;1;0,703299554;0,232;onset;1100;0,232
prp;0;21;15;letter_06;false_font_06;non-target;letter;left;letter_01;0,5;1,657385278;0,116;onset;1100;0,116
prp;0;21;16;letter_06;false_font_06;irrelevant;face;right;face_16;1,5;0,9615047;0,466;offset;1100;1,966
prp;0;21;17;letter_06;false_font_06;non-target;false_font;left;false_font_09;1;1,226258577;0,466;offset;1000;1,466
prp;0;21;18;letter_06;false_font_06;target;false_font;left;false_font_06;0,5;1,484430269;0,116;onset;1100;0,116
prp;0;21;19;letter_06;false_font_06;irrelevant;face;right;face_14;1,5;1,769101581;0;onset;1000;0
prp;0;21;20;letter_06;false_font_06;irrelevant;face;center;face_17;0,5;1,79529975;0,116;onset;1000;0,116
prp;0;21;21;letter_06;false_font_06;non-target;false_font;right;false_font_15;1,5;1,741422657;0,116;offset;1000;1,616
prp;0;21;22;letter_06;false_font_06;irrelevant;object;center;object_20;1;1,811767167;0,232;onset;1100;0,232
prp;0;21;23;letter_06;false_font_06;irrelevant;face;center;face_02;1,5;1,926552822;0,232;offset;1000;1,732
prp;0;21;24;letter_06;false_font_06;irrelevant;face;left;face_20;1;1,081686846;0,466;offset;1100;1,466
prp;0;21;25;letter_06;false_font_06;target;letter;left;letter_06;1;0,776520465;0,466;onset;1100;0,466
prp;0;21;26;letter_06;false_font_06;non-target;false_font;center;false_font_13;1;1,482283048;0,232;onset;1000;0,232
prp;0;21;27;letter_06;false_font_06;irrelevant;face;center;face_06;0,5;1,443669502;0,116;offset;1100;0,616
prp;0;21;28;letter_06;false_font_06;non-target;false_font;left;false_font_13;1;1,409285305;0,466;offset;1100;1,466
prp;0;21;29;letter_06;false_font_06;non-target;letter;center;letter_18;1,5;1,695687246;0,232;onset;1100;0,232
prp;0;21;30;letter_06;false_font_06;target;letter;right;letter_06;1;1,094295788;0,466;onset;1100;0,466
prp;0;21;31;letter_06;false_font_06;non-target;letter;right;letter_18;1;1,23746067;0;offset;1000;1
prp;0;21;32;letter_06;false_font_06;irrelevant;face;center;face_14;1;0,815393141;0;onset;1100;0
prp;0;21;33;letter_06;false_font_06;non-target;letter;left;letter_16;1;1,707117082;0,116;offset;1100;1,116
prp;0;21;34;letter_06;false_font_06;irrelevant;object;center;object_06;1;0,866882373;0,466;offset;1100;1,466
prp;0;21;35;letter_06;false_font_06;irrelevant;face;right;face_20;0,5;1,273756662;0,466;onset;1100;0,466
prp;0;21;36;letter_06;false_font_06;irrelevant;face;center;face_07;1,5;1,531704169;0;onset;1100;0
prp;0;21;37;letter_06;false_font_06;non-target;letter;center;letter_10;0,5;0,963438268;0,232;offset;1000;0,732
prp;0;22;1;letter_05;false_font_09;non-target;letter;center;letter_07;0,5;0,750648368;0;onset;1100;0
prp;0;22;2;letter_05;false_font_09;non-target;letter;right;letter_19;0,5;0,899564216;0,232;onset;1100;0,232
prp;0;22;3;letter_05;false_font_09;target;false_font;left;false_font_09;0,5;1,693713237;0;offset;1000;0,5
prp;0;22;4;letter_05;false_font_09;non-target;letter;center;letter_04;1;1,864137172;0,232;offset;1000;1,232
prp;0;22;5;letter_05;false_font_09;irrelevant;face;right;face_04;0,5;1,075601339;0,232;onset;1000;0,232
prp;0;22;6;letter_05;false_font_09;target;false_font;left;false_font_09;1,5;0,795619084;0,266;offset;1000;1,766
