sub_id,task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,onset_SOA,SOA_lock,pitch,texture,vis_stim_time,time_of_resp_vis,has_response_vis,trial_response_vis,aud_stim_buff,aud_stim_time,aud_resp,trial_accuracy_aud,time_of_resp_aud,trial_first_button_press,trial_second_button_press,fix_time,JitOnset,trial_end,wrong_key,wrong_key_timestemp,TargetScreenOnset
SX103,visual,1,-1,22,practice_01,practice_07,target,false_font,left,practice_01,1,0.933333333333333,0.232,1.232,offset,1100,263,1553.76863526131,1554.6610531,1,,NaN,NaN,NaN,NaN,NaN,1,0,1554.76862003227,1555.76858538711,1556.6937866,NaN,NaN,0
SX103,visual,1,-1,23,practice_01,practice_07,non-target,letter,center,letter_01,1,0.933333333333333,0,0,onset,1100,11,1556.70189304195,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1557.70188972904,1558.70186333872,1559.6271106,NaN,NaN,0
SX103,visual,1,-1,24,practice_01,practice_07,non-target,false_font,right,false_font_12,1,0.733333333333333,0.232,0.232,onset,1000,182,1559.63516434195,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1560.63514744195,1561.63511809679,1562.3602531,NaN,NaN,0
SX103,visual,1,-1,25,practice_01,practice_07,non-target,false_font,left,false_font_06,1.5,0.8,0.116,1.616,offset,1000,156,1562.36843389679,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1563.86839914195,1564.36838703227,1565.1603243,NaN,NaN,0
SX103,visual,1,-1,26,practice_01,practice_07,non-target,letter,center,letter_17,0.5,0.8,0,0.5,offset,1100,27,1565.16836884195,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1565.6683624226,1567.16832573227,1567.9601938,NaN,NaN,0
SX103,visual,1,-1,27,practice_01,practice_07,irrelevant,object,center,object_17,0.5,1,0.116,0.116,onset,1100,207,1567.96830193227,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1568.46829437743,1569.96824454195,1570.9600718,NaN,NaN,0
SX103,visual,1,-1,28,practice_01,practice_07,irrelevant,face,left,face_08,1,1.71666666666667,0.232,1.232,offset,1100,98,1570.96822873227,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1571.96820395163,1572.9681835484,1574.6766198,NaN,NaN,0
SX103,visual,1,-1,29,practice_01,practice_07,target,false_font,center,practice_01,1,0.85,0.116,1.116,offset,1000,251,1574.68480488711,1575.4867827,1,,NaN,NaN,NaN,NaN,NaN,1,0,1575.68478684195,1576.68480443227,1577.5266034,NaN,NaN,0
SX103,visual,1,-1,30,practice_01,practice_07,irrelevant,face,center,face_10,1.5,0.833333333333333,0.466,0.466,onset,1100,80,1577.53473579679,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1579.03469405163,1579.53469833227,1580.3599771,NaN,NaN,0
SX103,visual,1,-1,31,practice_01,practice_07,irrelevant,object,left,object_19,1,1.2,0.232,1.232,offset,1000,229,1580.36800916776,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1581.36797698711,1582.36795688711,1583.5597574,NaN,NaN,0
SX103,visual,1,-1,32,practice_01,practice_07,non-target,false_font,right,false_font_02,0.5,0.733333333333333,0,0,onset,1000,172,1583.56795325163,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1584.06791334195,1585.56787614195,1586.293199,NaN,NaN,0
SX103,visual,1,-1,33,practice_01,practice_07,irrelevant,object,right,object_18,1.5,0.966666666666667,0,1.5,offset,1000,248,1586.30120388711,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1587.80115669679,1588.30114034195,1589.2595637,NaN,NaN,0
SX103,visual,1,-1,34,practice_01,practice_07,target,letter,center,practice_07,0.5,0.9,0.116,0.116,onset,1000,257,1589.26778889679,1590.6969564,1,,NaN,NaN,NaN,NaN,NaN,1,0,1589.76778522259,1591.26774678711,1592.1596285,NaN,NaN,0
SX103,visual,1,-1,35,practice_01,practice_07,irrelevant,object,center,object_05,1.5,0.9,0.232,0.232,onset,1100,195,1592.16772574195,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1593.66768659679,1594.16767024195,1595.059527,NaN,NaN,0
SX103,visual,1,-1,36,practice_01,practice_07,irrelevant,face,left,face_18,1,0.733333333333333,0.232,0.232,onset,1100,108,1595.06764788711,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1596.06762469679,1597.06761175808,1597.7926678,NaN,NaN,0
SX103,visual,1,-1,37,practice_01,practice_07,irrelevant,face,center,face_10,1.5,0.8,0.232,1.732,offset,1100,80,1597.80092684195,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1599.30088653227,1599.80087029679,1600.5927224,NaN,NaN,0
SX103,visual,1,-1,38,practice_01,practice_07,non-target,false_font,center,false_font_01,1.5,0.783333333333333,0.232,0.232,onset,1100,131,1600.60085858711,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1602.10081350647,1602.60080844195,1603.3760541,NaN,NaN,0
SX103,visual,1,-1,39,practice_01,practice_07,non-target,letter,left,letter_10,1,0.933333333333333,0.116,1.116,offset,1100,40,1603.38411826131,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1604.38410049356,1605.3840763484,1606.3093986,NaN,NaN,0
SX103,visual,1,-1,40,practice_01,practice_07,irrelevant,face,right,face_16,1,1.13333333333333,0,1,offset,1000,126,1606.31738157743,NaN,0,,NaN,NaN,NaN,NaN,NaN,0,0,1607.31736293227,1608.31733913227,1609.4424384,NaN,NaN,0
