sub_id,task,is_practice,block,trial,target_01,target_02,task_relevance,category,orientation,identity,duration,stim_jit,SOA,onset_SOA,SOA_lock,pitch,texture,vis_stim_time,time_of_resp_vis,has_repsonse_vis,trial_repsonse_vis,aud_stim_buff,aud_stim_time,aud_resp,trial_accuracy_aud,time_of_resp_aud,trial_first_button_press,trial_second_button_press,fix_time,JitOnset,trial_end,wrong_key,wrong_key_timestemp,TargetScreenOnset,RT_vis,RT_aud
SX103,prp,0,1,1,letter_07,false_font_16,non-target,false_font,center,false_font_03,1,1.96527777777778,0.116,1.116,offset,1100,133,1622.59482749316,NaN,0,cr,1,1623.7116804,1100,1,1624.4310485,1100,0,1623.60174844914,1624.60171489763,1626.5568583,NaN,NaN,1615.50475733718,NaN,0.719368100000111
SX103,prp,0,1,2,letter_07,false_font_16,non-target,letter,right,letter_08,1.5,1.60416666666667,0.466,1.966,offset,1000,58,1626.5669411678,NaN,0,cr,2,1628.5333065,1000,1,1629.0066038,1000,0,1628.07383895807,1628.57382827673,1630.1676862,NaN,NaN,0,NaN,0.473297300000013
SX103,prp,0,1,3,letter_07,false_font_16,non-target,false_font,center,false_font_09,0.5,0.791666666666667,0.116,0.116,onset,1100,139,1630.17794539539,NaN,0,cr,1,1630.2941783,1100,1,1631.0948407,1100,0,1630.68487813495,1632.18483413718,1632.966284,NaN,NaN,0,NaN,0.800662399999965
SX103,prp,0,1,4,letter_07,false_font_16,irrelevant,object,center,object_17,0.5,0.916666666666667,0,0.5,offset,1100,207,1632.97647941852,NaN,0,cr,1,1633.4845044,1100,1,1633.9270832,1100,0,1633.48341195807,1634.98336989763,1635.8898926,NaN,NaN,0,NaN,0.442578799999865
SX103,prp,0,1,5,letter_07,false_font_16,non-target,letter,center,letter_15,1,0.777777777777778,0.232,1.232,offset,1100,25,1635.90000537897,NaN,0,cr,1,1637.1320796,1100,1,1637.7346342,1100,0,1636.90692467897,1637.90689639763,1638.6743943,NaN,NaN,0,NaN,0.602554600000076
SX103,prp,0,1,6,letter_07,false_font_16,non-target,letter,center,letter_17,1,0.888888888888889,0.116,1.116,offset,1000,27,1638.68465261629,NaN,0,cr,2,1639.8008802,1000,1,1640.2786236,1000,0,1639.69156469986,1640.69154253718,1641.5702613,NaN,NaN,0,NaN,0.477743400000008
SX103,prp,0,1,7,letter_07,false_font_16,non-target,letter,center,letter_02,1.5,1.3125,0,0,onset,1000,12,1641.58040059986,NaN,0,cr,2,1641.5814911,1000,1,1642.1432861,1000,0,1643.08730453718,1643.58728827897,1644.8895989,NaN,NaN,0,NaN,0.561795000000075
SX103,prp,0,1,8,letter_07,false_font_16,non-target,letter,left,letter_19,0.5,1.22222222222222,0,0.5,offset,1000,49,1644.89975473718,NaN,0,cr,2,1645.407797,1000,1,1645.9426331,1000,0,1645.40668551852,1646.90664299763,1648.1186142,NaN,NaN,0,NaN,0.534836099999893
SX103,prp,0,1,9,letter_07,false_font_16,irrelevant,face,left,face_17,1.5,0.861111111111111,0.116,0.116,onset,1000,107,1648.12883091852,NaN,0,cr,2,1648.2448803,1000,1,1648.7671334,1000,0,1649.63573027897,1650.13571533718,1650.9865309,NaN,NaN,0,NaN,0.522253099999944
SX103,prp,0,1,10,letter_07,false_font_16,non-target,letter,center,letter_04,1.5,1.42361111111111,0.466,0.466,onset,1100,14,1650.99680231852,NaN,0,cr,1,1651.4630561,1100,1,1651.9831918,1100,0,1652.50370539539,1653.00369111852,1654.4171209,NaN,NaN,0,NaN,0.520135700000083
SX103,prp,0,1,11,letter_07,false_font_16,non-target,false_font,center,false_font_13,1.5,1.40972222222222,0.232,1.732,offset,1100,143,1654.42726609763,1654.9666424,1,fa,1,1656.1593329,1100,1,1656.8470801,1,1100,1655.93416767897,1656.43414961629,1657.8335863,NaN,NaN,0,0.539376302374421,0.687747200000103
SX103,prp,0,1,12,letter_07,false_font_16,irrelevant,face,right,face_19,0.5,1.63194444444444,0,0.5,offset,1000,129,1657.84383539763,NaN,0,cr,2,1658.3518312,1000,1,1659.1506407,1000,0,1658.35076139539,1659.85072159539,1661.4724292,NaN,NaN,0,NaN,0.798809499999834
SX103,prp,0,1,13,letter_07,false_font_16,irrelevant,object,left,object_20,1.5,1.19444444444444,0,1.5,offset,1100,230,1661.48261757673,NaN,0,cr,1,1662.9906779,1100,1,1663.407123,1100,0,1662.98953593718,1663.48950603718,1664.6737022,NaN,NaN,0,NaN,0.416445099999919
SX103,prp,0,1,14,letter_07,false_font_16,irrelevant,face,left,face_02,1.5,1.73611111111111,0,1.5,offset,1000,92,1664.68391663941,NaN,0,cr,2,1666.1919364,1000,1,1666.6386574,1000,0,1666.19081801852,1666.69080919763,1668.416579,NaN,NaN,0,NaN,0.446721000000025
SX103,prp,0,1,15,letter_07,false_font_16,non-target,false_font,center,false_font_04,1.5,0.868055555555555,0,0,onset,1000,134,1668.42686661405,NaN,0,cr,2,1668.4278354,1000,1,1668.9911695,1000,0,1669.93377013718,1670.43375845807,1671.2915318,NaN,NaN,0,NaN,0.56333410000002
SX103,prp,0,1,16,letter_07,false_font_16,irrelevant,object,left,object_09,0.5,1.92361111111111,0.466,0.966,offset,1100,219,1671.30178735807,NaN,0,cr,1,1672.2678879,1100,1,1672.7506644,1100,0,1671.80871983718,1673.30867193718,1675.2221471,NaN,NaN,0,NaN,0.4827765
SX103,prp,0,1,17,letter_07,false_font_16,non-target,letter,right,letter_16,1.5,0.875,0.232,1.732,offset,1000,66,1675.23223341852,NaN,0,cr,2,1676.9643438,1000,1,1677.3906809,1000,0,1676.73913201852,1677.23911919763,1678.1039473,NaN,NaN,0,NaN,0.426337099999955
SX103,prp,0,1,21,letter_07,false_font_16,irrelevant,face,left,face_09,1,1.625,0.466,1.466,offset,1000,99,1688.29436497897,NaN,0,cr,2,1689.7604257,1000,1,1690.0466804,1000,0,1689.30128250958,1690.30125137673,1691.9159018,NaN,NaN,0,NaN,0.286254699999972
SX103,prp,0,1,22,letter_07,false_font_16,non-target,false_font,right,false_font_19,1,0.902777777777778,0.232,0.232,onset,1000,189,1691.92620919539,NaN,0,cr,2,1692.1583909,1000,1,1692.8232881,1000,0,1692.93312303941,1693.93309123495,1694.8255871,NaN,NaN,0,NaN,0.664897199999814
SX103,prp,0,1,23,letter_07,false_font_16,irrelevant,face,left,face_06,0.5,1.00694444444444,0.116,0.616,offset,1100,96,1694.83584303718,NaN,0,cr,1,1695.4519333,1100,1,1695.9107147,1100,0,1695.34277321852,1696.84273081852,1697.8393701,NaN,NaN,0,NaN,0.458781399999907
SX103,prp,0,1,25,letter_07,false_font_16,irrelevant,object,right,object_03,1.5,1.95833333333333,0.232,0.232,onset,1100,233,1700.91206727227,1701.535229,1,fa,1,1701.1443028,1100,1,1702.9589695,1,1100,1702.41896299763,1702.91894901852,1704.8669392,NaN,NaN,0,0.623161727734896,1.81466669999986
SX103,prp,0,1,27,letter_07,false_font_16,irrelevant,object,center,object_06,0.5,0.854166666666667,0.232,0.232,onset,1100,196,1707.63409677673,NaN,0,cr,1,1707.8663523,1100,1,1708.4306771,1100,0,1708.14102566477,1709.64098333718,1710.4849255,NaN,NaN,0,NaN,0.564324799999895
SX103,prp,0,1,28,letter_07,false_font_16,irrelevant,face,left,face_19,1,1.42361111111111,0.466,1.466,offset,1100,109,1710.49512681629,NaN,0,cr,1,1711.9613003,1100,1,1712.5350705,1100,0,1711.50204239763,1712.50201291852,1713.9153472,NaN,NaN,0,NaN,0.573770200000126
SX103,prp,0,1,29,letter_07,false_font_16,non-target,false_font,center,false_font_19,1,0.888888888888889,0.116,1.116,offset,1100,149,1713.92558503718,NaN,0,cr,1,1715.0417483,1100,1,1715.43109,1100,0,1714.93251979763,1715.93247889093,1716.8111461,NaN,NaN,0,NaN,0.389341699999932
SX103,prp,0,1,30,letter_07,false_font_16,non-target,false_font,center,false_font_05,1,1.34027777777778,0.116,0.116,onset,1100,135,1716.82133951852,NaN,0,cr,1,1716.9373832,1100,1,1717.4472503,1100,0,1717.82825694914,1718.82823011629,1720.1583339,NaN,NaN,0,NaN,0.509867099999838
SX103,prp,0,1,31,letter_07,false_font_16,irrelevant,face,center,face_14,0.5,1.36111111111111,0.232,0.232,onset,1000,84,1720.16846719763,NaN,0,cr,2,1720.400613,1000,1,1720.8792107,1000,0,1720.6753996745,1722.17535323718,1723.5261305,NaN,NaN,0,NaN,0.478597699999909
SX103,prp,0,1,32,letter_07,false_font_16,irrelevant,face,right,face_06,1.5,1.04861111111111,0.116,0.116,onset,1000,116,1723.53643155807,NaN,0,cr,2,1723.6526736,1000,1,1724.1432413,1000,0,1725.04332881852,1725.54331391852,1726.5815917,NaN,NaN,0,NaN,0.490567699999929
SX103,prp,0,1,33,letter_07,false_font_16,non-target,letter,left,letter_06,0.5,0.75,0.116,0.616,offset,1000,36,1726.59189787897,NaN,0,cr,2,1727.2081217,1000,1,1727.8391609,1000,0,1727.09882715807,1728.59878695807,1729.3384797,NaN,NaN,0,NaN,0.631039200000032
SX103,prp,0,1,34,letter_07,false_font_16,irrelevant,object,left,object_09,1.5,1.73611111111111,0.232,1.732,offset,1100,219,1729.34876597673,NaN,0,cr,1,1731.0809564,1100,1,1731.5832105,1100,0,1730.85571999763,1731.35565617673,1733.0814634,NaN,NaN,0,NaN,0.502254099999845
SX103,prp,0,1,35,letter_07,false_font_16,irrelevant,object,right,object_05,0.5,1.95138888888889,0.232,0.732,offset,1000,235,1733.09171433718,NaN,0,cr,2,1733.8239168,1000,1,1734.2547312,1000,0,1733.59864661852,1735.09860319763,1737.0398369,NaN,NaN,0,NaN,0.430814399999917
SX103,prp,0,1,36,letter_07,false_font_16,irrelevant,object,center,object_20,1,1.53472222222222,0.232,0.232,onset,1100,210,1737.04998871629,NaN,0,cr,1,1737.282098,1100,1,1737.7832497,1100,0,1738.05686094914,1739.05683019763,1740.5814321,NaN,NaN,0,NaN,0.501151700000037
SX103,prp,0,1,37,letter_07,false_font_16,non-target,letter,center,letter_20,1,0.729166666666667,0.116,1.116,offset,1100,30,1740.59150951852,NaN,0,cr,1,1741.7077408,1100,1,1742.0794909,1100,0,1741.59842355807,1742.59839441405,1743.3172772,NaN,NaN,0,NaN,0.371750100000099
SX103,prp,0,2,1,letter_16,false_font_04,irrelevant,object,left,object_10,1.5,1.625,0.116,1.616,offset,1100,220,1753.20920829986,NaN,0,cr,1,1754.8254197,1100,1,1755.5667965,1100,0,1754.71611273941,1755.21609663718,1756.8308724,NaN,NaN,1746.09135778646,NaN,0.741376799999898
SX103,prp,0,2,2,letter_16,false_font_04,irrelevant,face,center,face_02,1.5,0.826388888888889,0.466,0.466,onset,1100,72,1756.84105601852,NaN,0,cr,1,1757.3071464,1100,1,1757.7027978,1100,0,1758.34795591852,1758.84794133941,1759.664128,NaN,NaN,0,NaN,0.395651400000133
SX103,prp,0,2,3,letter_16,false_font_04,irrelevant,object,center,object_13,0.5,0.8125,0.116,0.616,offset,1100,203,1759.67430991852,NaN,0,cr,1,1760.2903913,1100,1,1760.6788116,1100,0,1760.18124117897,1761.68119527897,1762.4834505,NaN,NaN,0,NaN,0.388420300000007
SX103,prp,0,2,5,letter_16,false_font_04,non-target,letter,left,letter_04,0.5,1.04861111111111,0.116,0.616,offset,1100,34,1765.51442564914,NaN,0,cr,1,1766.1306806,1100,1,1766.5351617,1100,0,1766.02135553718,1767.52131180209,1768.5597097,NaN,NaN,0,NaN,0.404481099999884
SX103,prp,0,2,6,letter_16,false_font_04,irrelevant,object,center,object_10,0.5,0.770833333333333,0,0,onset,1100,200,1768.56989573718,NaN,0,cr,1,1768.5709122,1100,1,1768.9992536,1100,0,1769.07682321852,1770.57678156477,1771.3374655,NaN,NaN,0,NaN,0.428341399999908
SX103,prp,0,2,7,letter_16,false_font_04,irrelevant,object,center,object_16,1.5,0.895833333333333,0,1.5,offset,1100,206,1771.3475921812,NaN,0,cr,1,1772.8556286,1100,1,1773.287302,1100,0,1772.85449307897,1773.35447975807,1774.2399914,NaN,NaN,0,NaN,0.431673399999909
SX103,prp,0,2,8,letter_16,false_font_04,non-target,letter,right,letter_12,1.5,1.71527777777778,0.466,1.966,offset,1100,62,1774.25029209539,NaN,0,cr,1,1776.2164001,1100,1,1776.5993002,1100,0,1775.75719049539,1776.25717711405,1777.9621079,NaN,NaN,0,NaN,0.382900099999915
SX103,prp,0,2,9,letter_16,false_font_04,non-target,letter,right,letter_01,0.5,1.76388888888889,0,0,onset,1100,51,1777.97240673941,NaN,0,cr,1,1777.9734548,1100,1,1778.519362,1100,0,1778.4793372812,1779.97929540433,1781.7329127,NaN,NaN,0,NaN,0.545907200000102
SX103,prp,0,2,10,letter_16,false_font_04,non-target,letter,center,letter_13,1,1.38194444444444,0.116,0.116,onset,1100,23,1781.74313219539,NaN,0,cr,1,1781.8593274,1100,1,1782.23939,1100,0,1782.75005287003,1783.75002137897,1785.1217137,NaN,NaN,0,NaN,0.380062599999974
SX103,prp,0,2,12,letter_16,false_font_04,irrelevant,face,center,face_07,0.5,1.70138888888889,0.466,0.466,onset,1000,77,1788.14573203271,NaN,0,cr,2,1788.6119474,1000,1,1789.1508657,1000,0,1788.65266330209,1790.15261987897,1791.8438231,NaN,NaN,0,NaN,0.538918299999978
SX103,prp,0,2,13,letter_16,false_font_04,non-target,letter,right,letter_15,1.5,0.833333333333333,0.466,0.466,onset,1000,65,1791.85395971852,NaN,0,cr,2,1792.3201809,1000,1,1792.9834648,1000,0,1793.36086114165,1793.86084781852,1794.6838818,NaN,NaN,0,NaN,0.663283900000124
SX103,prp,0,2,14,letter_16,false_font_04,irrelevant,object,left,object_04,1,1.19444444444444,0,1,offset,1100,214,1794.69416035807,NaN,0,cr,1,1795.7020632,1100,1,1796.0948436,1100,0,1795.7010765469,1796.70104849763,1797.8852752,NaN,NaN,0,NaN,0.392780399999992
SX103,prp,0,2,15,letter_16,false_font_04,irrelevant,face,right,face_20,0.5,1.09722222222222,0.466,0.966,offset,1000,130,1797.89545759986,NaN,0,cr,2,1798.8616711,1000,1,1799.2868441,1000,0,1798.40239029763,1799.90234684165,1800.9892947,NaN,NaN,0,NaN,0.425173000000086
SX103,prp,0,2,16,letter_16,false_font_04,non-target,false_font,center,false_font_19,1.5,1.42361111111111,0.116,0.116,onset,1000,149,1800.99953863495,NaN,0,cr,2,1801.1156072,1000,1,1801.6953198,1000,0,1802.50643803718,1803.00642395807,1804.4197025,NaN,NaN,0,NaN,0.579712599999993
SX103,prp,0,2,17,letter_16,false_font_04,non-target,false_font,center,false_font_03,1,0.743055555555555,0.232,0.232,onset,1100,133,1804.42999767897,NaN,0,cr,1,1804.6622216,1100,1,1805.4473307,1100,0,1805.4369621678,1806.43688579986,1807.1696512,NaN,NaN,0,NaN,0.7851091
SX103,prp,0,2,18,letter_16,false_font_04,irrelevant,face,right,face_11,1,0.993055555555555,0.116,1.116,offset,1000,121,1807.17992251852,NaN,0,cr,2,1808.2959646,1000,1,1808.7672414,1000,0,1808.18683589763,1809.18680703941,1810.1696642,NaN,NaN,0,NaN,0.471276800000169
SX103,prp,0,2,19,letter_16,false_font_04,non-target,letter,center,letter_08,0.5,0.847222222222222,0.232,0.732,offset,1100,18,1810.17983755807,NaN,0,cr,1,1810.9118796,1100,1,1811.295312,1100,0,1810.68676561852,1812.18672472075,1813.0235991,NaN,NaN,0,NaN,0.383432399999947
SX103,prp,0,2,20,letter_16,false_font_04,irrelevant,object,center,object_08,1,1.30555555555556,0.232,1.232,offset,1000,198,1813.03392115807,NaN,0,cr,2,1814.2660547,1000,1,1814.5912363,1000,0,1814.04083725807,1815.04081205807,1816.3361042,NaN,NaN,0,NaN,0.325181599999951
SX103,prp,0,2,21,letter_16,false_font_04,irrelevant,object,right,object_10,1,1.32638888888889,0.232,1.232,offset,1000,240,1816.34632669763,NaN,0,cr,2,1817.5785066,1000,1,1818.0397204,1000,0,1817.35324410735,1818.35321510958,1819.6693302,NaN,NaN,0,NaN,0.461213799999996
SX103,prp,0,2,22,letter_16,false_font_04,irrelevant,face,center,face_05,0.5,1.72222222222222,0.466,0.466,onset,1100,75,1819.67956615584,NaN,0,cr,1,1820.145784,1100,1,1820.5432126,1100,0,1820.18649585584,1821.68645299763,1823.3984846,NaN,NaN,0,NaN,0.397428600000012
SX103,prp,0,2,23,letter_16,false_font_04,irrelevant,object,left,object_19,0.5,1.97916666666667,0.466,0.466,onset,1000,229,1823.40862651852,NaN,0,cr,2,1823.8748602,1000,1,1824.4308346,1000,0,1823.91556320958,1825.41552288646,1827.3844795,NaN,NaN,0,NaN,0.555974399999968
SX103,prp,0,2,24,letter_16,false_font_04,non-target,letter,center,letter_02,0.5,1.22222222222222,0.116,0.116,onset,1000,12,1827.39462985807,NaN,0,cr,2,1827.5107688,1000,1,1828.0228556,1000,0,1827.90155539763,1829.40151251852,1830.6134167,NaN,NaN,0,NaN,0.512086799999906
SX103,prp,0,2,25,letter_16,false_font_04,non-target,letter,left,letter_13,1.5,1.28472222222222,0.116,1.616,offset,1100,43,1830.62370293718,NaN,0,cr,1,1832.2398958,1100,1,1832.8555844,1100,0,1832.13060373718,1832.63059005807,1833.9051614,NaN,NaN,0,NaN,0.615688599999885
SX103,prp,0,2,26,letter_16,false_font_04,irrelevant,face,center,face_07,0.5,1.00694444444444,0.232,0.232,onset,1000,77,1833.91527469986,NaN,0,cr,2,1834.1474629,1000,1,1834.6714307,1000,0,1834.42220905807,1835.92216807673,1836.9189461,NaN,NaN,0,NaN,0.523967800000037
SX103,prp,0,2,27,letter_16,false_font_04,non-target,false_font,center,false_font_19,1,0.965277777777778,0.116,0.116,onset,1000,149,1836.92908118869,NaN,0,cr,2,1837.0452679,1000,1,1837.6153221,1000,0,1837.93600150735,1838.93596824914,1839.8909211,NaN,NaN,0,NaN,0.570054199999959
SX103,prp,0,2,28,letter_16,false_font_04,irrelevant,object,center,object_04,0.5,0.840277777777778,0.232,0.232,onset,1000,194,1839.90122065807,NaN,0,cr,2,1840.1334014,1000,1,1840.5269103,1000,0,1840.40814917897,1841.90810603495,1842.7381901,NaN,NaN,0,NaN,0.393508900000143
SX103,prp,0,2,29,letter_16,false_font_04,non-target,false_font,center,false_font_14,1,1.75,0.466,1.466,offset,1000,144,1842.74836205807,NaN,0,cr,2,1844.2145276,1000,1,1844.6869132,1000,0,1843.75527733718,1844.75524649763,1846.4949976,NaN,NaN,0,NaN,0.472385599999825
SX103,prp,0,2,30,letter_16,false_font_04,irrelevant,face,center,face_07,1,0.986111111111111,0,1,offset,1100,77,1846.50519713941,NaN,0,cr,1,1847.5131,1100,1,1847.9195582,1100,0,1847.51211704914,1848.51208551852,1849.4880294,NaN,NaN,0,NaN,0.406458200000088
SX103,prp,0,2,31,letter_16,false_font_04,non-target,letter,left,letter_20,0.5,0.944444444444444,0.232,0.232,onset,1000,50,1849.49816945807,NaN,0,cr,2,1849.7303915,1000,1,1850.0634555,1000,0,1850.00510323718,1851.50505651852,1852.4393334,NaN,NaN,0,NaN,0.333063999999922
SX103,prp,0,2,32,letter_16,false_font_04,non-target,false_font,right,false_font_10,0.5,1.25694444444444,0.232,0.732,offset,1000,180,1852.44947678869,NaN,0,cr,2,1853.1817308,1000,1,1853.6073098,1000,0,1852.95640893718,1854.45636535807,1855.7030718,NaN,NaN,0,NaN,0.425578999999971
SX103,prp,0,2,33,letter_16,false_font_04,non-target,letter,right,letter_13,0.5,1.54166666666667,0.466,0.466,onset,1000,63,1855.7133239745,NaN,0,cr,2,1856.1794488,1000,1,1856.5755318,1000,0,1856.22020259763,1857.72016361852,1859.2517163,NaN,NaN,0,NaN,0.396082999999862
SX103,prp,0,2,34,letter_16,false_font_04,non-target,false_font,left,false_font_01,0.5,1.15972222222222,0.232,0.732,offset,1000,151,1859.26180027673,NaN,0,cr,2,1859.9939839,1000,1,1860.3348983,1000,0,1859.76871613495,1861.26867113718,1862.418234,NaN,NaN,0,NaN,0.340914399999974
SX103,prp,0,3,1,face_18,object_12,irrelevant,letter,right,letter_18,1.5,0.986111111111111,0.466,1.966,offset,1000,68,1873.79609582299,NaN,0,cr,2,1875.7622889,1000,1,1876.6153735,1000,0,1875.30299821629,1875.80298683718,1876.7788258,NaN,NaN,1867.08795952378,NaN,0.853084600000102
SX103,prp,0,3,2,face_18,object_12,non-target,object,center,object_18,0.5,1.89583333333333,0.232,0.732,offset,1100,208,1876.78906835807,NaN,0,cr,1,1877.5211479,1100,1,1878.1353735,1100,0,1877.29600001852,1878.7959560745,1880.6816066,NaN,NaN,0,NaN,0.614225600000054
SX103,prp,0,3,3,face_18,object_12,irrelevant,letter,center,letter_13,0.5,1.88194444444444,0.232,0.232,onset,1100,23,1880.69173695807,NaN,0,cr,1,1880.9239251,1100,1,1881.415265,1100,0,1881.19866327897,1882.69862149763,1884.5702551,NaN,NaN,0,NaN,0.491339900000185
SX103,prp,0,3,4,face_18,object_12,irrelevant,letter,left,letter_14,0.5,1.31944444444444,0.232,0.232,onset,1100,44,1884.58051553941,NaN,0,cr,1,1884.8126231,1100,1,1885.3354886,1100,0,1885.08744401852,1886.58740189763,1887.8965752,NaN,NaN,0,NaN,0.522865499999853
SX103,prp,0,3,5,face_18,object_12,irrelevant,letter,right,letter_10,1,0.791666666666667,0.116,0.116,onset,1000,60,1887.90681053718,NaN,0,cr,2,1888.0230381,1000,1,1888.5353767,1000,0,1888.91372569539,1889.91370084914,1890.6950911,NaN,NaN,0,NaN,0.512338600000021
SX103,prp,0,3,6,face_18,object_12,non-target,face,right,face_17,0.5,0.798611111111111,0,0,onset,1000,127,1890.70534409763,NaN,0,cr,2,1890.7063606,1000,1,1892.726941,1000,0,1891.21226959763,1892.71223247897,1893.5005971,NaN,NaN,0,NaN,2.02058039999997
SX103,prp,0,3,7,face_18,object_12,non-target,face,center,face_11,0.5,1.83333333333333,0.116,0.116,onset,1100,81,1893.51081989763,NaN,0,cr,1,1893.6270448,1100,1,1895.070972,1100,0,1894.01774939763,1895.51770989539,1897.3408872,NaN,NaN,0,NaN,1.44392719999996
SX103,prp,0,3,8,face_18,object_12,irrelevant,false_font,center,false_font_07,1,1.91666666666667,0,0,onset,1000,137,1897.35099001629,NaN,0,cr,2,1897.351996,1000,1,1897.9272825,1000,0,1898.35790683048,1899.35787901852,1901.2642308,NaN,NaN,0,NaN,0.575286499999947
SX103,prp,0,3,9,face_18,object_12,irrelevant,false_font,left,false_font_10,1.5,1.25694444444444,0.116,0.116,onset,1100,160,1901.27448797673,NaN,0,cr,1,1901.3907271,1100,1,1901.7755142,1100,0,1902.78138997897,1903.28137467897,1904.5279973,NaN,NaN,0,NaN,0.38478710000004
SX103,prp,0,3,10,face_18,object_12,non-target,object,right,object_11,1,0.722222222222222,0.466,0.466,onset,1100,241,1904.53828499539,NaN,0,cr,1,1905.0044765,1100,1,1905.4715869,1100,0,1905.54520490958,1906.54517748869,1907.2571235,NaN,NaN,0,NaN,0.46711039999991
SX103,prp,0,3,11,face_18,object_12,non-target,object,center,object_05,1,1.13888888888889,0.116,0.116,onset,1000,195,1907.26737537897,NaN,0,cr,2,1907.3834397,1000,1,1907.8789757,1000,0,1908.27429438869,1909.27426849763,1910.4029539,NaN,NaN,0,NaN,0.495535999999902
SX103,prp,0,3,13,face_18,object_12,irrelevant,letter,center,letter_02,0.5,0.777777777777778,0.466,0.466,onset,1000,12,1913.60053349763,NaN,0,cr,2,1914.066679,1000,1,1914.3435194,1000,0,1914.10746050209,1915.60742261852,1916.3749885,NaN,NaN,0,NaN,0.276840400000083
SX103,prp,0,3,14,face_18,object_12,non-target,face,left,face_13,0.5,1.11805555555556,0.232,0.232,onset,1100,103,1916.38518057673,NaN,0,cr,1,1916.6173217,1100,1,1917.1514397,1100,0,1916.89210561852,1918.39206573718,1919.4998354,NaN,NaN,0,NaN,0.534118000000035
SX103,prp,0,3,16,face_18,object_12,irrelevant,false_font,center,false_font_12,1.5,1.40277777777778,0.116,1.616,offset,1000,142,1922.24612683718,NaN,0,cr,2,1923.8622231,1000,1,1924.5189796,1000,0,1923.75302801629,1924.25301313718,1925.6454947,NaN,NaN,0,NaN,0.656756500000029
SX103,prp,0,3,17,face_18,object_12,non-target,object,center,object_15,1.5,0.826388888888889,0.466,1.966,offset,1100,205,1925.65575393495,NaN,0,cr,1,1927.6219811,1100,1,1928.3589798,1100,0,1927.16265615807,1927.66264399763,1928.4788229,NaN,NaN,0,NaN,0.736998699999958
SX103,prp,0,3,18,face_18,object_12,irrelevant,false_font,center,false_font_02,1,0.888888888888889,0.116,1.116,offset,1100,132,1928.48900599763,NaN,0,cr,1,1929.6050673,1100,1,1930.032026,1100,0,1929.49592435807,1930.49589167897,1931.3745897,NaN,NaN,0,NaN,0.426958700000114
SX103,prp,0,3,20,face_18,object_12,non-target,object,center,object_09,0.5,1.23611111111111,0.116,0.116,onset,1000,199,1934.25967667897,NaN,0,cr,2,1934.3757449,1000,1,1935.1350319,1000,0,1934.76661231852,1936.26656964165,1937.4924022,NaN,NaN,0,NaN,0.759287000000086
SX103,prp,0,3,21,face_18,object_12,irrelevant,false_font,right,false_font_17,1.5,0.743055555555555,0.116,1.616,offset,1100,187,1937.50264282075,NaN,0,cr,1,1939.1188445,1100,1,1939.7434324,1100,0,1939.00954945807,1939.50953031852,1940.2424417,NaN,NaN,0,NaN,0.624587900000051
SX103,prp,0,3,22,face_18,object_12,irrelevant,letter,center,letter_06,1.5,0.972222222222222,0.466,1.966,offset,1100,16,1940.25256539763,NaN,0,cr,1,1942.2187974,1100,1,1942.6955459,1100,0,1941.75946821852,1942.25945899763,1943.2215117,NaN,NaN,0,NaN,0.476748499999985
SX103,prp,0,3,23,face_18,object_12,irrelevant,false_font,center,false_font_15,0.5,1.77777777777778,0.116,0.116,onset,1100,145,1943.2316504745,NaN,0,cr,1,1943.3478144,1100,1,1943.8950384,1100,0,1943.73858017673,1945.23853853941,1947.0060847,NaN,NaN,0,NaN,0.547223999999915
SX103,prp,0,3,24,face_18,object_12,non-target,object,center,object_14,0.5,1.90277777777778,0.232,0.732,offset,1000,204,1947.01627029763,NaN,0,cr,2,1947.7485232,1000,1,1948.3834025,1000,0,1947.52319552299,1949.02315421852,1950.9157937,NaN,NaN,0,NaN,0.634879300000193
SX103,prp,0,3,25,face_18,object_12,irrelevant,letter,center,letter_12,1.5,0.784722222222222,0.116,1.616,offset,1000,22,1950.92588199986,NaN,0,cr,2,1952.5419369,1000,1,1953.0472634,1000,0,1952.43278249763,1952.93277139763,1953.7071731,NaN,NaN,0,NaN,0.50532649999991
SX103,prp,0,3,26,face_18,object_12,non-target,object,left,object_07,0.5,1.4375,0.232,0.732,offset,1000,217,1953.71747237673,NaN,0,cr,2,1954.449671,1000,1,1954.9912229,1000,0,1954.22440281852,1955.72436033941,1957.1516899,NaN,NaN,0,NaN,0.541551899999831
SX103,prp,0,3,27,face_18,object_12,non-target,object,right,object_08,1,1.95833333333333,0,1,offset,1100,238,1957.16181933718,NaN,0,cr,1,1958.1698468,1100,1,1958.5676826,1100,0,1958.16873449763,1959.16870899763,1961.1167295,NaN,NaN,0,NaN,0.397835799999939
SX103,prp,0,3,28,face_18,object_12,irrelevant,false_font,right,false_font_13,1.5,1.04861111111111,0.232,0.232,onset,1100,183,1961.12698737673,NaN,0,cr,1,1961.359207,1100,1,1961.7599523,1100,0,1962.63388823941,1963.13387337897,1964.1722062,NaN,NaN,0,NaN,0.400745299999926
SX103,prp,0,3,29,face_18,object_12,non-target,face,right,face_12,1.5,1.34722222222222,0.232,0.232,onset,1100,122,1964.18245501852,NaN,0,cr,1,1964.4145888,1100,1,1965.1274601,1100,0,1965.68936077897,1966.18934711852,1967.5263065,NaN,NaN,0,NaN,0.712871299999961
